horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-18,2026-06-18,0.27678971695616816,16.79614259963355,-0.12744480265338354,4.880820019473944,0.6156033061267545,624570.0155492307,797444.5733724119,0.16808953504915528,0.1493914351102364,main,portfolio
3M,completed,2026-03-18,2026-06-18,0.4389103363490663,3.240441683378978,-0.12744480265338354,3.1276671959628697,0.4994511820688469,554200.3231388,797444.5733724119,0.30353485726655083,0.1493914351102364,main,portfolio
6M,completed,2025-12-18,2026-06-18,0.9047612036861419,2.644207144273452,-0.12827989704710252,3.1752987585032675,0.4446840437775894,418658.55511398334,797444.5733724119,0.24944443362830637,0.1493914351102364,main,portfolio
YTD,completed,2026-01-02,2026-06-18,0.8464001313337364,2.8237374412416223,-0.12827989704710252,3.1585030761631443,0.46019705076906264,431891.52764865896,797444.5733724119,0.22451082750811815,0.1493914351102364,main,portfolio
1Y,completed,2025-06-18,2026-06-18,1.7045308068709923,1.7063744587011351,-0.12827989704710252,2.839101995698688,0.377669120140197,294855.0526200201,797444.5733724119,0.1869477619946445,0.1493914351102364,main,portfolio
2Y,completed,2024-06-18,2026-06-18,2.031564516982113,0.7418003039276058,-0.23750803304437895,1.898606793156118,0.321407279683495,263047.205132965,797444.5733724119,0.22150072578934868,0.1493914351102364,main,portfolio
FULL,completed,2019-07-01,2026-06-18,6.992921258668245,0.3477341837989627,-0.26052377896541035,1.2673640784120206,0.2636528390431883,99768.85140806198,797444.5733724119,0.26429941681892805,0.1493914351102364,main,portfolio
1M,completed,2026-05-18,2026-06-18,0.35782753287806246,35.74595049058262,-0.1501369137836619,5.503214865074581,0.6833628945212313,1002264.8091236256,1360902.7530628347,0.06867696112949177,0.0576092718850395,concentrated,portfolio
3M,completed,2026-03-18,2026-06-18,0.40269522358803433,2.8323074842606895,-0.1501369137836619,2.847820571933791,0.5154705578001966,970205.5943283986,1360902.7530628347,0.41403216097006773,0.0576092718850395,concentrated,portfolio
6M,completed,2025-12-18,2026-06-18,1.4045734725423014,4.816920426466519,-0.1501369137836619,3.8559432495884853,0.4956440635620814,565964.304523406,1360902.7530628347,0.30713285316972416,0.0576092718850395,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-18,1.1616889901073133,4.398024500132015,-0.1501369137836619,3.6351249177434575,0.5004593173877915,629555.2964792013,1360902.7530628347,0.3216957811720757,0.0576092718850395,concentrated,portfolio
