window_start,window_end,months,cagr,sharpe,max_dd,calmar,target_cagr,target_max_dd,target_pass
2019-04-30,2022-03-31,36,0.48285263824985725,1.7370084531449501,-0.1277548042972535,3.7795262644399648,0.5,-0.18,False
2019-05-31,2022-04-29,36,0.489633507462476,1.761450467629514,-0.1277548042972535,3.832603479421574,0.5,-0.18,False
2019-06-28,2022-05-31,36,0.4301417912070671,1.5491314207846258,-0.15409926517303718,2.791329281966811,0.5,-0.18,False
2019-07-31,2022-06-30,36,0.44973219808593856,1.6066486109861522,-0.15409926517303696,2.9184577718844897,0.5,-0.18,False
2019-08-30,2022-07-29,36,0.47314141920870845,1.6846049404795618,-0.15409926517303696,3.0703677832429723,0.5,-0.18,False
2019-09-30,2022-08-31,36,0.47016309595371597,1.6740226457375882,-0.15409926517303707,3.0510404798217103,0.5,-0.18,False
2019-10-31,2022-09-30,36,0.5113023149987626,1.739220236132309,-0.15409926517303707,3.318006185328817,0.5,-0.18,True
2019-11-29,2022-10-31,36,0.5164665571448879,1.7563276264753998,-0.15409926517303707,3.351518623823098,0.5,-0.18,True
2019-12-31,2022-11-30,36,0.4884852536184925,1.6674776439227368,-0.15409926517303707,3.1699388901691097,0.5,-0.18,False
2020-01-31,2022-12-30,36,0.4775103806167458,1.6422307367729096,-0.15409926517303707,3.098719387665817,0.5,-0.18,False
2020-02-28,2023-01-31,36,0.49301303076395,1.698981094216856,-0.15409926517303707,3.1993211013066727,0.5,-0.18,False
2020-03-31,2023-02-28,36,0.5618929621999371,1.9396620816624877,-0.15409926517303707,3.646305266731747,0.5,-0.18,True
2020-04-30,2023-03-31,36,0.4984289677944793,1.8154786241951673,-0.15409926517303707,3.234466869357207,0.5,-0.18,False
2020-05-29,2023-04-28,36,0.45053245188643687,1.842083468790794,-0.15409926517303707,2.9236508777672423,0.5,-0.18,False
2020-06-30,2023-05-31,36,0.45442644850643976,1.852039422306986,-0.15409926517303707,2.948920281976473,0.5,-0.18,False
2020-07-31,2023-06-30,36,0.4038180716151405,1.719271780557844,-0.15409926517303707,2.6205061468767927,0.5,-0.18,False
2020-08-31,2023-07-31,36,0.3494040600266304,1.65169348103054,-0.15409926517303707,2.2673960166798124,0.5,-0.18,False
2020-09-30,2023-08-31,36,0.34357229305220605,1.6171035601632167,-0.15409926517303707,2.229551793555997,0.5,-0.18,False
2020-10-30,2023-09-29,36,0.3064692270656564,1.463271553545077,-0.15409926517303707,1.9887779913909651,0.5,-0.18,False
2020-11-30,2023-10-31,36,0.2787796789755319,1.4058485217966359,-0.15409926517303707,1.8090915531783491,0.5,-0.18,False
2020-12-31,2023-11-30,36,0.3034040870662773,1.4680272822289113,-0.15409926517303707,1.968887306020485,0.5,-0.18,False
2021-01-29,2023-12-29,36,0.3239646830516085,1.541103941784238,-0.15409926517303718,2.1023116670143134,0.5,-0.18,False
2021-02-26,2024-01-31,36,0.38549772631630486,1.4789485247923737,-0.15409926517303707,2.501619497558486,0.5,-0.18,False
2021-03-31,2024-02-29,36,0.4327854534111726,1.6059774547208883,-0.15409926517303696,2.8084848615287092,0.5,-0.18,False
2021-04-30,2024-03-28,36,0.3707108686130385,1.3950807476020752,-0.1540992651730373,2.4056627927249954,0.5,-0.18,False
2021-05-28,2024-04-30,36,0.3731244272774943,1.402211566209495,-0.15409926517303696,2.4213251559539595,0.5,-0.18,False
2021-06-30,2024-05-31,36,0.3015840226020725,1.2007952690045474,-0.15409926517303707,1.9570763187184945,0.5,-0.18,False
