rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cost_bps,gross_return,original_gross_return,cost,turnover,net_return,return_delta,risk_exit_count,n_positions
2019-04-30,-0.08,4,score_power,1,25.0,-0.028229256684224414,-0.028229256684224414,0.00125,0.5,-0.029479256684224416,0.0,0,4
2019-05-31,-0.08,4,score_power,1,25.0,0.05159353747180939,0.05159353747180939,0.0025,1.0,0.04909353747180939,0.0,0,4
2019-06-28,-0.08,4,score_power,1,25.0,-0.0007155216259304945,-0.0007155216259304945,0.0009980382947439648,0.3992153178975859,-0.0017135599206744593,0.0,0,4
2019-07-31,-0.08,4,score_power,1,25.0,-0.005022419599538354,-0.005022419599538354,0.0021186439246722033,0.8474575698688813,-0.007141063524210557,0.0,0,4
2019-08-30,-0.08,4,score_power,1,25.0,0.009008056678881913,0.009008056678881913,0.0015937527998461424,0.6375011199384569,0.00741430387903577,0.0,0,4
2019-09-30,-0.08,4,score_power,1,25.0,0.04377085472907778,0.04377085472907778,0.000860841464018495,0.344336585607398,0.042910013265059284,0.0,0,4
2019-10-31,-0.08,4,score_power,1,25.0,-0.014919419740207978,-0.014919419740207978,0.0013574597838005578,0.5429839135202231,-0.016276879524008536,0.0,0,4
2019-11-29,-0.08,4,score_power,1,25.0,0.0192944278666779,0.0192944278666779,0.0025,1.0,0.0167944278666779,0.0,0,4
2019-12-31,-0.08,4,score_power,1,25.0,0.05680068635061632,0.05680068635061632,0.0009818507056841138,0.3927402822736455,0.0558188356449322,0.0,0,4
2020-01-31,-0.08,4,score_power,1,25.0,-0.029045918752823894,-0.029045918752823894,0.0006420797900561145,0.2568319160224458,-0.02968799854288001,0.0,0,4
2020-02-28,-0.08,4,score_power,1,25.0,-0.07937509740414242,-0.07937509740414242,0.0010591453632810075,0.423658145312403,-0.08043424276742343,0.0,0,4
2020-03-31,-0.08,4,score_power,1,25.0,0.16563622118683258,0.16563622118683258,0.0025,1.0,0.16313622118683258,0.0,0,4
2020-04-30,-0.08,4,score_power,1,25.0,0.26103759142730293,0.26103759142730293,0.0025,1.0,0.2585375914273029,0.0,0,4
2020-05-29,-0.08,4,score_power,1,25.0,0.08546578870145602,0.08546578870145602,0.0014038735539330003,0.5615494215732001,0.08406191514752302,0.0,0,4
2020-06-30,-0.08,4,score_power,1,25.0,0.12108773711171436,0.12108773711171436,0.0015909664804027524,0.6363865921611009,0.1194967706313116,0.0,0,4
2020-07-31,-0.08,4,score_power,1,25.0,0.16633946933845228,0.16633946933845228,0.001497332756125072,0.5989331024500287,0.16484213658232721,0.0,0,4
2020-08-31,-0.08,4,score_power,1,25.0,-0.04329156167323598,-0.04329156167323598,0.0019786389133107153,0.7914555653242861,-0.0452702005865467,0.0,0,4
2020-09-30,-0.08,4,score_power,1,25.0,0.051997639544021805,0.051997639544021805,0.0025,1.0,0.0494976395440218,0.0,0,4
2020-10-30,-0.08,4,score_power,1,25.0,0.15012402392238847,0.15012402392238847,0.0018889046651266843,0.7555618660506737,0.1482351192572618,0.0,0,4
2020-11-30,-0.08,4,score_power,1,25.0,0.047315844675384355,0.047315844675384355,0.0007087659769076536,0.28350639076306144,0.0466070786984767,0.0,0,4
2020-12-31,-0.08,4,score_power,1,25.0,0.013312954149362486,0.013312954149362486,0.0011086417070994296,0.4434566828397718,0.012204312442263056,0.0,0,4
2021-01-29,-0.08,4,score_power,1,25.0,0.12602025332331568,0.12602025332331568,0.0024999999999999996,0.9999999999999999,0.12352025332331568,0.0,0,4
2021-02-26,-0.08,4,score_power,1,25.0,0.03468866652376632,0.03468866652376632,0.001951259364381785,0.780503745752714,0.032737407159384536,0.0,0,4
2021-03-31,-0.08,4,score_power,1,25.0,0.04998017654259482,0.04998017654259482,0.0016076097011838378,0.6430438804735351,0.04837256684141098,0.0,0,4
2021-04-30,-0.08,4,score_power,1,25.0,0.028046422367935586,0.028046422367935586,0.0015996901566715498,0.63987606266862,0.026446732211264035,0.0,0,4
2021-05-28,-0.08,4,score_power,1,25.0,0.11514390691101675,0.11514390691101675,0.001379449638757162,0.5517798555028648,0.11376445727225959,0.0,0,4
2021-06-30,-0.08,4,score_power,1,25.0,0.05526939517773646,0.05526939517773646,0.0018988970856305563,0.7595588342522225,0.05337049809210591,0.0,0,4
2021-07-30,-0.08,4,score_power,1,25.0,-0.00916572940243772,-0.00916572940243772,0.0015795951332062488,0.6318380532824995,-0.010745324535643969,0.0,0,4
2021-08-31,-0.08,4,score_power,1,25.0,-0.027487207344134547,-0.027487207344134547,0.001499519733733902,0.5998078934935608,-0.028986727077868448,0.0,0,4
2021-09-30,-0.08,4,score_power,1,25.0,0.05910213921089097,0.05910213921089097,0.0025,1.0,0.05660213921089097,0.0,0,4
2021-10-29,-0.08,4,score_power,1,25.0,-0.027873561566579018,-0.027873561566579018,0.0007733387872880601,0.30933551491522404,-0.028646900353867077,0.0,0,4
2021-11-30,-0.08,4,score_power,1,25.0,0.013180587241732421,0.013180587241732421,0.0019051685432032812,0.7620674172813124,0.01127541869852914,0.0,0,4
2021-12-31,-0.08,4,score_power,1,25.0,-0.0419729575821025,-0.0419729575821025,0.001807803245568833,0.7231212982275332,-0.043780760827671336,0.0,0,4
2022-01-31,-0.08,4,score_power,1,25.0,0.0033684932143578845,0.0033684932143578845,0.0019439458741399261,0.7775783496559704,0.0014245473402179584,0.0,0,4
2022-02-28,-0.08,4,score_power,1,25.0,0.046263874579875984,0.046263874579875984,0.002004659015398448,0.8018636061593791,0.04425921556447754,0.0,0,4
2022-03-31,-0.08,4,score_power,1,25.0,-0.07806696789032107,-0.07806696789032107,0.0011752532677555228,0.4701013071022091,-0.0792422211580766,0.0,0,4
2022-04-29,-0.08,4,score_power,1,25.0,-0.019129054549662232,-0.019129054549662232,0.0025,1.0,-0.02162905454966223,0.0,0,4
2022-05-31,-0.08,4,score_power,1,25.0,-0.06335192995158695,-0.06335192995158695,0.0025,1.0,-0.06585192995158695,0.0,0,4
2022-06-30,-0.08,4,score_power,1,25.0,0.04126199756945717,0.04126199756945717,0.0019495429303923735,0.7798171721569493,0.0393124546390648,0.0,0,4
2022-07-29,-0.08,4,score_power,1,25.0,0.010459734027848722,0.010459734027848722,0.0018619452197881003,0.7447780879152401,0.00859778880806062,0.0,0,4
2022-08-31,-0.08,4,score_power,1,25.0,-0.02384278210601449,-0.02384278210601449,0.0013038331198998855,0.5215332479599541,-0.025146615225914375,0.0,0,4
2022-09-30,-0.08,4,score_power,1,25.0,0.1443269143564842,0.1443269143564842,0.0005687734092885395,0.2275093637154158,0.14375814094719566,0.0,0,4
2022-10-31,-0.08,4,score_power,1,25.0,0.018686233945346638,0.018686233945346638,0.0006025341734636046,0.24101366938544186,0.01808369977188303,0.0,0,4
2022-11-30,-0.08,4,score_power,1,25.0,-0.03621971049352288,-0.03621971049352288,0.0015401129424369082,0.6160451769747632,-0.03775982343595979,0.0,0,4
2022-12-30,-0.08,4,score_power,1,25.0,0.053878342413294866,0.053878342413294866,0.0011944522670941505,0.47778090683766017,0.052683890146200715,0.0,0,4
2023-01-31,-0.08,4,score_power,1,25.0,-0.009068432997942855,-0.009068432997942855,0.0017680886495103363,0.7072354598041345,-0.01083652164745319,0.0,0,4
2023-02-28,-0.08,4,score_power,1,25.0,0.05715167254251545,0.05715167254251545,0.0014645058712869662,0.5858023485147865,0.055687166671228486,0.0,0,4
2023-03-31,-0.08,4,score_power,1,25.0,-0.003911287203400054,-0.003911287203400054,0.0006160393244020327,0.24641572976081305,-0.004527326527802087,0.0,0,4
2023-04-28,-0.08,4,score_power,1,25.0,0.10031714189072284,0.10031714189072284,0.0006178405997224902,0.2471362398889961,0.09969930129100035,0.0,0,4
2023-05-31,-0.08,4,score_power,1,25.0,0.06474188037763075,0.06474188037763075,0.0010938409244683326,0.437536369787333,0.06364803945316241,0.0,0,4
2023-06-30,-0.08,4,score_power,1,25.0,0.003929227463328479,0.003929227463328479,0.001010624494468519,0.40424979778740755,0.0029186029688599603,0.0,0,4
2023-07-31,-0.08,4,score_power,1,25.0,0.029660722459485943,0.029660722459485943,0.0018293463087594595,0.7317385235037838,0.027831376150726485,0.0,0,4
2023-08-31,-0.08,4,score_power,1,25.0,-0.05718595190884817,-0.05718595190884817,0.0016178624830410994,0.6471449932164397,-0.05880381439188927,0.0,0,4
2023-09-29,-0.08,4,score_power,1,25.0,-0.016848014621969266,-0.016848014621969266,0.00101087210866782,0.404348843467128,-0.017858886730637086,0.0,0,4
2023-10-31,-0.08,4,score_power,1,25.0,0.038399553139958936,0.038399553139958936,0.002055263722164815,0.8221054888659259,0.03634428941779412,0.0,0,4
2023-11-30,-0.08,4,score_power,1,25.0,0.11165405921447812,0.11165405921447812,0.0024999999999999996,0.9999999999999999,0.10915405921447811,0.0,0,4
2023-12-29,-0.08,4,score_power,1,25.0,0.05718850792661026,0.05718850792661026,0.0012702023128884129,0.5080809251553652,0.055918305613721846,0.0,0,4
2024-01-31,-0.08,4,score_power,1,25.0,0.25364138536384656,0.25364138536384656,0.0012154101781365078,0.4861640712546031,0.25242597518571,0.0,0,4
2024-02-29,-0.08,4,score_power,1,25.0,0.0954136331955489,0.0954136331955489,0.0006661983755265516,0.26647935021062064,0.09474743482002235,0.0,0,4
2024-03-28,-0.08,4,score_power,1,25.0,-0.057122909290742464,-0.057122909290742464,0.0008208965730648193,0.32835862922592773,-0.057943805863807284,0.0,0,4
2024-04-30,-0.08,4,score_power,1,25.0,0.03290529822506169,0.03290529822506169,0.0025,1.0,0.030405298225061692,0.0,0,4
2024-05-31,-0.08,4,score_power,1,25.0,-0.02829945931572555,-0.02829945931572555,0.0010652359410303247,0.4260943764121299,-0.029364695256755873,0.0,0,4
2024-06-28,-0.08,4,score_power,1,25.0,0.027898444073387728,0.027898444073387728,0.0014066288965488463,0.5626515586195385,0.026491815176838882,0.0,0,4
2024-07-31,-0.08,4,score_power,1,25.0,0.04027312646096502,0.04027312646096502,0.0012044840245352228,0.4817936098140891,0.0390686424364298,0.0,0,4
2024-08-30,-0.08,4,score_power,1,25.0,0.08492883149064888,0.08492883149064888,0.0018619888204752131,0.7447955281900852,0.08306684267017367,0.0,0,4
2024-09-30,-0.08,4,score_power,1,25.0,0.04772355020710658,0.04772355020710658,0.0008445123611905318,0.3378049444762127,0.046879037845916044,0.0,0,4
2024-10-31,-0.08,4,score_power,1,25.0,0.09836472584000679,0.09836472584000679,0.001876149974977901,0.7504599899911604,0.09648857586502889,0.0,0,4
2024-11-29,-0.08,4,score_power,1,25.0,-0.023941979127442253,-0.023941979127442253,0.0006778662365056197,0.2711464946022479,-0.024619845363947873,0.0,0,4
2024-12-31,-0.08,4,score_power,1,25.0,0.00936395742932504,0.00936395742932504,0.0018287775442921354,0.7315110177168541,0.007535179885032904,0.0,0,4
2025-01-31,-0.08,4,score_power,1,25.0,0.010603251540055716,0.010603251540055716,0.0006253502952181277,0.25014011808725106,0.009977901244837589,0.0,0,4
2025-02-28,-0.08,4,score_power,1,25.0,-0.02949632140601156,-0.02949632140601156,0.001963026584308877,0.7852106337235508,-0.031459347990320435,0.0,0,4
2025-03-31,-0.08,4,score_power,1,25.0,-0.021100208826800956,-0.021100208826800956,0.0005743737160119031,0.22974948640476123,-0.02167458254281286,0.0,0,4
2025-04-30,-0.08,4,score_power,1,25.0,0.08452834353645418,0.08452834353645418,0.0009115926187003516,0.36463704748014064,0.08361675091775382,0.0,0,4
2025-05-30,-0.08,4,score_power,1,25.0,0.021532542651498232,0.021532542651498232,0.0009378270056868238,0.3751308022747295,0.020594715645811407,0.0,0,4
2025-06-30,-0.08,4,score_power,1,25.0,0.029607886137539688,0.029607886137539688,0.0012605654052180665,0.5042261620872266,0.028347320732321622,0.0,0,4
2025-07-31,-0.08,4,score_power,1,25.0,0.010643159262389925,0.010643159262389925,0.0010204909439485324,0.4081963775794129,0.009622668318441392,0.0,0,4
2025-08-29,-0.08,4,score_power,1,25.0,-0.0013724451915853413,-0.0013724451915853413,0.0025,1.0,-0.0038724451915853413,0.0,0,4
2025-09-30,-0.08,4,score_power,1,25.0,0.09590218083197757,0.09590218083197757,0.0018876289360995613,0.7550515744398245,0.09401455189587801,0.0,0,4
2025-10-31,-0.08,4,score_power,1,25.0,0.01451329083028326,0.01451329083028326,0.0015275264638286922,0.6110105855314769,0.012985764366454568,0.0,0,4
2025-11-28,-0.08,4,score_power,1,25.0,0.10944085289674298,0.10944085289674298,0.0018503905667412498,0.7401562266964999,0.10759046233000173,0.0,0,4
2025-12-31,-0.08,4,score_power,1,25.0,0.24792684918237143,0.24792684918237143,0.00116217768025035,0.46487107210014006,0.24676467150212109,0.0,0,4
2026-01-30,-0.08,4,score_power,1,25.0,0.03693709916972346,0.03693709916972346,0.0019656904804722618,0.7862761921889047,0.03497140868925119,0.0,0,4
2026-02-27,-0.08,4,score_power,1,25.0,0.046703472722760764,0.046703472722760764,0.0025,1.0,0.04420347272276076,0.0,0,4
