year,start_eq,end_eq,year_return,year_cagr,max_dd_in_year,avg_cash_weight,avg_positions,year_frac,days,avg_stock_weight_sum,avg_stock_names,regime_dist,leak_tag
2019,99780.69582860946,103151.4079013872,0.033781204317992586,0.06817305425472053,-0.13694346250468814,0.3046659723326879,5.0,0.5037645448323066,184,0.7278091656694453,5.0,neutral=86%; bull=14%,mixed
2020,103654.47705863474,194601.65203363652,0.8774071082675496,0.8782172576874525,-0.2233813815742114,0.3797705138463985,5.0,0.999315537303217,365,0.6227607143735427,5.0,neutral=50%; bull=25%; bear=17%,healthy
2021,189925.93765749212,193888.6463129281,0.020864494361914065,0.021053771973088997,-0.19766357068542162,0.3660998501549482,5.0,0.9911019849418207,362,0.5731740555378771,5.0,bull=58%; neutral=42%,structural_underinvestment_bull
2022,196171.30538445705,175137.40118931036,-0.10722212483586424,-0.10813073390968575,-0.1137939636341263,0.7982874565013979,4.952830188679245,0.9911019849418207,362,0.2009004716428931,5.0,bear=80%; neutral=20%,over_defense_bear_ok
2023,174309.73065220102,194923.15123088105,0.11825742889712698,0.11972987966483273,-0.0979652329915025,0.521020911373749,4.664,0.9883641341546886,361,0.5409529799092891,4.666666666666667,bull=46%; neutral=36%; bear=18%,structural_underinvestment_bull
2024,189745.3196568988,284243.7296402857,0.4980276201503193,0.49844235347337573,-0.18607849654871322,0.29024496266897226,5.0,0.999315537303217,365,0.6892089263632784,5.0,neutral=83%; strong_bull=8%; bull=8%,healthy
2025,286738.4344706652,562596.8689639209,0.9620560110907539,0.9666025200340465,-0.2296562286913404,0.3246585047125692,5.0,0.9965776865160849,364,0.6950942485616416,5.0,neutral=50%; bull=33%; bear=17%,healthy
2026,596597.1844400715,1289422.1151327442,1.1612943352103056,4.342000370302877,-0.15008650918257305,0.3213623154683164,5.0,0.459958932238193,168,0.6496491270037335,5.0,neutral=80%; bear=20%,healthy
