row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,SNDK,175.0,2184.75,382331.25,0.28670185135442766
equity,BE,1156.0,328.9100036621094,380219.96423339844,0.285118644284582
equity,WDC,297.0,746.22998046875,221630.30419921875,0.16619572302855443
equity,CIEN,377.0,428.2200012207031,161438.94046020508,0.12105953439756235
equity,LITE,101.0,850.0,85850.0,0.06437703938346032
cash,CASH,0.0,1.0,102079.52759593955,0.07654720755141323
