as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,237.0,2288.22998046875,542310.5053710938,0.3877299195277713,1119.903968263779,276893.2648925781,6184.959904785156,2026-03-02,2026-05-01,112.0,2.0,237.0,1119.903968263779,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.1801675239798747,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.1801675239798747,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,BE,970.0,346.114990234375,335731.5405273437,0.2400343749611238,290.5199890136719,53927.15118408203,0.0,2026-05-01,2026-05-01,52.0,1.0,970.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,WDC,381.0,759.655029296875,289428.5661621094,0.2069296345094451,393.98997347883886,139318.38626667176,112228.53792362062,2026-02-02,2026-05-01,140.0,2.0,381.0,404.29952570397086,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.3678582379557417,EXIT_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3678582379557417,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,224.0,438.4700012207031,98217.2802734375,0.0702213543707728,439.64120022124,-262.348576120261,81986.61848821054,2026-03-02,2026-05-01,112.0,2.0,224.0,471.2576682226999,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,LITE,66.0,841.1900024414062,55518.54016113281,0.0396934945861787,539.8899914938339,19885.80072253977,268661.04947277275,2026-02-02,2026-05-01,140.0,2.0,66.0,638.8104594837536,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,77474.65466883231,0.0553912220447082,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,RESERVE_CASH,False,CASH_NO_ACTION,cash row,0.0553912220447082,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,SNDK,60.0,2288.22998046875,137293.798828125,0.1690139145866768,761.0600128173828,91630.19805908205,1510.2809069824218,2026-03-02,2026-05-01,112.0,2.0,60.0,761.0600128173828,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,WDC,153.0,759.655029296875,116227.21948242188,0.1430801501154534,337.388781099158,64606.7359742507,30697.34044313821,2026-02-02,2026-05-01,140.0,2.0,153.0,369.17709051394,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0494566465114297,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.0494566465114297,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MRVL,311.0,307.739990234375,95707.13696289062,0.1178191441277806,164.9499969482422,44407.687911987305,-1545.473207445145,2026-05-01,2026-05-01,52.0,1.0,311.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-22,current_broker_ledger_mark_to_market,main,equity,STM,1138.0,80.0999984741211,91153.7982635498,0.1122138101317564,55.75,27710.298263549805,229.23301129817915,2026-05-01,2026-05-01,52.0,1.0,1138.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
