ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key,auto_trade_allowed,paper_only,approval_required,crisis_state,paper_action_types,approval_status
SNDK,SELL,17.0,2288.22998046875,2282.509405517578,38899.90966796875,97.24977416992188,38802.65989379883,60.0,0.1699482160027756,0.12,96942.79967673168,137293.798828125,-40350.99915139332,limit,day,target_rebalance,ready,156296.58647795208,r1k-M-20260622-S-SNDK-93afc97f09fa,93afc97f09fac6af42a7e74aba693d98fa9303eec9e960efc3856566cd75df56,False,True,True,GREEN,no_op,pending_user_approval
MRVL,SELL,84.0,307.739990234375,306.9706402587891,25850.1591796875,64.62539794921875,25785.53378173828,308.0,0.1173276414235075,0.0852589194369642,68876.98623026855,94783.9169921875,-25906.93076191895,limit,day,target_rebalance,ready,182082.1202596904,r1k-M-20260622-S-MRVL-e90a771ecb4e,e90a771ecb4ed3df1fbf86e6c7fc331f5e86fdea6fbde0aa1c7b8803d1669153,False,True,True,GREEN,no_op,pending_user_approval
WDC,SELL,34.0,759.655029296875,757.7558917236329,25828.27099609375,64.57067749023437,25763.700318603514,152.0,0.1429307569059278,0.1102654485514349,89078.67741822265,115467.564453125,-26388.88703490235,limit,day,target_rebalance,ready,207845.82057829387,r1k-M-20260622-S-WDC-cd07c7d3b889,cd07c7d3b889b72dcdd4b832b1142516ec8e5343139a6412f3e2de1b4647ed4c,False,True,True,GREEN,no_op,pending_user_approval
MU,SELL,12.0,1187.760009765625,1184.790609741211,14253.1201171875,35.63280029296875,14217.48731689453,34.0,0.0499888682398648,0.0316324308233738,25554.470038319992,40383.84033203125,-14829.370293711258,limit,day,target_rebalance,ready,222063.3078951884,r1k-M-20260622-S-MU-65f43b7dd267,65f43b7dd267608b69cee2bfcfe730ede92770cca165acb14a8086c4c7193c58,False,True,True,GREEN,no_op,pending_user_approval
STM,SELL,65.0,80.0999984741211,79.8997484779358,5206.499900817871,13.016249752044676,5193.483651065826,1129.0,0.1119417618375078,0.1054748770594471,85208.58231418235,90432.89827728271,-5224.3159631003655,limit,day,target_rebalance,ready,227256.79154625424,r1k-M-20260622-S-STM-6b864bd37927,6b864bd3792718b77e15a921eb6ff32863932aede9c064e3520e9ab16d56ffe0,False,True,True,GREEN,no_op,pending_user_approval
CIEN,BUY,67.0,438.4700012207031,439.5661762237549,29377.49008178711,73.44372520446778,-29450.933806991576,103.0,0.0559039890859339,0.0926381557507864,74838.35146141963,45162.41012573242,29675.94133568721,limit,day,target_rebalance,ready,197805.85773926263,r1k-M-20260622-B-CIEN-e287a04a19f4,e287a04a19f4f8981f75de723e0fb6d7fb172a5ff6c61512a8c5be9ef0ab16cc,False,True,True,GREEN,no_op,pending_user_approval
LITE,BUY,21.0,841.1900024414062,843.2929774475098,17664.99005126953,44.16247512817383,-17709.152526397706,39.0,0.0406091966041154,0.0633177035523909,51151.62876225094,32806.410095214844,18345.218667036097,limit,day,target_rebalance,ready,180096.70521286494,r1k-M-20260622-B-LITE-70db95e6b223,70db95e6b2230f447378aae705bc75fb6cfd799848cc968fb6f9cfc66453efab,False,True,True,GREEN,no_op,pending_user_approval
PWR,BUY,17.0,712.3900146484375,714.1709896850585,12110.630249023438,30.2765756225586,-12140.906824645996,42.0,0.037036744201745,0.0527619774770134,42624.11510918616,29920.38061523437,12703.734493951786,limit,day,target_rebalance,ready,167955.79838821894,r1k-M-20260622-B-PWR-34f80cd14329,34f80cd14329aba84f405449ca01fb7c1b5a866ef6e35bebea0a710e7eb01732,False,True,True,GREEN,no_op,pending_user_approval
FIX,BUY,3.0,2011.8599853515625,2016.8896353149407,6035.579956054688,15.08894989013672,-6050.6689059448245,12.0,0.0298844100703397,0.0397315495162076,32097.397046632163,24142.31982421875,7955.077222413412,limit,day,target_rebalance,ready,161905.12948227412,r1k-M-20260622-B-FIX-b26c3de3623d,b26c3de3623d803714026a7a8fb1c5ba1c974446b9882b0e96e7c44c48fb4710,False,True,True,GREEN,no_op,pending_user_approval
ON,BUY,21.0,130.89999389648438,131.22724388122558,2748.899871826172,6.87224967956543,-2755.772121505737,327.0,0.0529850156754954,0.0564536699670997,45606.47348864058,42804.29800415039,2802.175484490188,limit,day,target_rebalance,ready,159149.3573607684,r1k-M-20260622-B-ON-ee1fc3e9928d,ee1fc3e9928d74e46310295579d573c3313fccd3e2c3324cfd68dcdaa452b36a,False,True,True,GREEN,no_op,pending_user_approval
