portfolio,rebalance_date,implied_return,target_weight_sum,names,implied_equity,target_turnover,name_jaccard,broker_month_end_equity,broker_month_end_return,broker_trade_count,broker_fees_usd,broker_gross_traded_usd,return_gap
main,2019-05-31,0.0381725230876614,0.9999999999999991,15.0,103817.25230876615,0.49999999999999956,,,,,,,
main,2019-06-30,0.017432307837273092,0.9999999999999996,14.0,105627.0266098324,0.5316933998945851,0.45,103426.78963305472,0.0,14.0,175.42410061836244,70169.64024734497,0.017432307837273092
main,2019-07-31,0.016316266163991098,0.9999999999999991,15.0,107350.46529010941,0.4808878736270502,0.3181818181818182,105238.17671443464,0.017513712721882735,19.0,193.69907165050506,77479.62866020203,-0.001197446557891637
main,2019-08-31,0.011278550483130399,0.9999999999999996,14.0,108561.22293227144,0.5290895813299294,0.2608695652173913,107424.9552054739,0.020779327039968765,21.0,251.58343217849733,100633.37287139893,-0.009500776556838366
main,2019-09-30,0.0177670266958506,0.9999999999999994,14.0,110490.03307824327,0.329461607337703,0.6470588235294118,106289.55479389668,-0.010569242588051586,22.0,275.25843998909,110103.37599563599,0.028336269283902187
main,2019-10-31,0.0016534963020542462,0.9999999999999994,16.0,110672.72793935201,0.48076023028587367,0.42857142857142855,107720.55706482888,0.013463244565348198,17.0,167.1629874753952,66865.19499015808,-0.011809748263293951
main,2019-11-30,0.0323406296422799,0.9999999999999988,25.0,114251.95364513941,0.5602383191563255,0.64,107234.47142324448,-0.004512468695198724,20.0,253.91641016960145,101566.56406784058,0.03685309833747862
main,2019-12-31,0.0588577074317839,0.9999999999999997,14.0,120976.56170629476,0.465452831346073,0.3448275862068966,109616.32207029224,0.022211613629788962,25.0,288.88852445721625,115555.4097828865,0.03664609380199494
main,2020-01-31,-0.04218746353300543,0.9999999999999997,14.0,115872.86742096208,0.22747527843346854,0.6470588235294118,115649.96654767868,0.05504330343721375,29.0,251.79332015991213,100717.32806396484,-0.09723076697021918
main,2020-02-29,-0.0529606829095576,0.9999999999999993,15.0,109736.1612316593,0.6806655588660945,0.20833333333333334,106936.12749527808,-0.0753466629738122,17.0,127.54618092536927,51018.472370147705,0.02238598006425461
