rebalance_date,source_rebalance_date,state,multiplier,shadow_drawdown,stock_weight_sum
2025-03-31,2025-03-31,caution,0.75,-0.11350066047967866,0.75
2025-04-08,2025-03-31,crisis,0.5,-0.20613250408144812,0.5
2025-04-30,2025-04-30,crisis,0.5,-0.15514350642437202,0.5
2025-05-30,2025-05-30,crisis,0.5,-0.14044315228109194,0.5
2025-06-30,2025-06-30,crisis,0.5,-0.1066008266358981,0.5
2025-07-31,2025-07-31,crisis,0.5,-0.10978182920352375,0.5
2025-08-29,2025-08-29,crisis,0.5,-0.11455501376980082,0.5
2025-09-30,2025-09-30,crisis,0.5,-0.0964948579937358,0.5
2025-10-31,2025-10-31,crisis,0.5,-0.08598066007564165,0.5
2025-11-21,2025-10-31,caution,0.75,-0.0422581343337155,0.75
2025-11-24,2025-10-31,normal,1.0,0.0,1.0
2025-11-28,2025-11-28,normal,1.0,-0.010477699899092974,1.0
2025-12-31,2025-12-31,normal,1.0,-0.030705662019455793,1.0
2026-01-30,2026-01-30,normal,1.0,-0.0005611937786651477,1.0
2026-02-27,2026-02-27,normal,1.0,0.0,1.0
2026-03-31,2026-03-31,normal,1.0,-0.00710366150366315,1.0
2026-04-17,2026-03-31,caution,0.75,-0.1210711212124278,0.75
2026-04-29,2026-03-31,normal,1.0,-0.04097680014237137,1.0
2026-05-07,2026-03-31,caution,0.75,-0.11054823817556103,0.75
