date,state,multiplier,shadow_equity_usd,peak_equity_usd,shadow_drawdown,ret5,ret10,crisis_trigger,caution_trigger,reentry_trigger,full_reentry_trigger
2019-07-10,normal,1.0,107002.37039583204,107702.01504045486,-0.006496114713917089,0.001984223600031587,0.028851114939316247,False,False,True,True
2019-07-11,normal,1.0,107739.55167024612,107739.55167024612,0.0,0.003804695598924601,0.02445274300325906,False,False,True,False
2019-07-12,normal,1.0,108737.06525056838,108737.06525056838,0.0,0.01611721082692652,0.03594781594863017,False,False,True,True
2019-07-15,normal,1.0,108742.85109346388,108742.85109346388,0.0,0.015646825926011187,0.024743203565271932,False,False,True,False
2019-07-16,normal,1.0,108805.50558870316,108805.50558870316,0.0,0.010971946089499696,0.031759704889472884,False,False,True,True
2019-07-17,normal,1.0,108477.48862092973,108805.50558870316,-0.0030147092833093803,0.013785846235375931,0.015797424036854135,False,False,True,False
2019-07-18,normal,1.0,108607.5032998848,108805.50558870316,-0.0018197818919828412,0.008056016719794723,0.011891363010077871,False,False,True,False
2019-07-19,normal,1.0,107888.08682649612,108805.50558870316,-0.00843173107135764,-0.007807626793273514,0.008183746866567754,False,False,False,False
2019-07-22,normal,1.0,107458.46706026077,108805.50558870316,-0.012380242352205473,-0.011811204325507196,0.003650813742446246,False,False,False,False
2019-07-23,normal,1.0,108288.1173898506,108805.50558870316,-0.004755165614581558,-0.004755165614581558,0.006164607054148341,False,False,True,False
2019-07-24,normal,1.0,109029.0850412178,109029.0850412178,0.0,0.005084892979184019,0.018940838767294244,False,False,True,False
2019-07-25,normal,1.0,109588.87193696976,109588.87193696976,0.0,0.009035919317427199,0.0171647295543218,False,False,True,False
2019-07-26,normal,1.0,109470.44403474808,109588.87193696976,-0.0010806562758469695,0.014666653703820698,0.006744515152121711,False,False,True,False
2019-07-29,normal,1.0,109334.4299203682,109588.87193696976,-0.0023217869853419115,0.017457562083548428,0.005440162925247183,False,False,True,False
2019-07-30,normal,1.0,109367.78633516312,109588.87193696976,-0.0020174092305083047,0.009970336278223302,0.005167760063405691,False,False,True,False
2019-07-31,normal,1.0,107898.98634737014,109588.87193696976,-0.015420229807380115,-0.010365112148014721,-0.005332924654820714,False,False,False,False
2019-08-01,normal,1.0,107911.70715690614,109588.87193696976,-0.01530415224118975,-0.01530415224118975,-0.006406520008635619,False,False,False,False
2019-08-02,normal,1.0,107610.2461278534,109588.87193696976,-0.018054988377418257,-0.016992695364460353,-0.0025752676390446982,False,False,False,False
2019-08-05,normal,1.0,104264.98574806214,109588.87193696976,-0.048580536461490964,-0.04636640238576539,-0.02971828465045734,False,False,False,False
2019-08-06,normal,1.0,106506.60734916688,109588.87193696976,-0.028125707777844955,-0.02616107614382923,-0.016451574592160068,False,False,False,False
2019-08-07,normal,1.0,106542.8291432953,109588.87193696976,-0.02779518339623388,-0.012568766862265268,-0.022803602332190365,False,False,False,False
2019-08-08,normal,1.0,108685.8757474518,109588.87193696976,-0.008239852948183635,0.0071740926998773435,-0.008239852948183635,False,False,True,False
2019-08-09,normal,1.0,108111.71693397524,109588.87193696976,-0.01347906020826739,0.00466006559938581,-0.012411816840183443,False,False,True,False
2019-08-12,normal,1.0,106927.9495275116,109588.87193696976,-0.0242809544657836,0.025540345690777233,-0.02201027064035832,False,False,True,False
2019-08-13,normal,1.0,108254.82179618836,109588.87193696976,-0.012173226324919906,0.016414140779925646,-0.010176346950682702,False,False,True,False
2019-08-14,normal,1.0,104579.5989453888,109588.87193696976,-0.04570968660451269,-0.018426676048427848,-0.030763842315393974,False,False,False,False
2019-08-15,normal,1.0,105316.57472969056,109588.87193696976,-0.038984772192348305,-0.031000357632396724,-0.02404866437190356,False,False,False,False
2019-08-16,normal,1.0,106699.3390424347,109588.87193696976,-0.026367028362122236,-0.013064059397031813,-0.00846487317143052,False,False,True,False
2019-08-19,normal,1.0,108501.52044654849,109588.87193696976,-0.009922097665597596,0.014716179689128195,0.040632381696413145,False,False,True,True
2019-08-20,normal,1.0,110824.59173561096,110824.59173561096,0.0,0.023738156848668757,0.04054193907696435,False,False,True,True
2019-08-21,normal,1.0,111624.90136314392,111624.90136314392,0.0,0.06736784696826148,0.047699805427669384,False,False,True,True
2019-08-22,normal,1.0,111118.8243863678,111624.90136314392,-0.004533728322229091,0.055093414038289046,0.02238514086751553,False,False,True,False
2019-08-23,normal,1.0,108467.1514012909,111624.90136314392,-0.02828893842942859,0.016568165976671434,0.0032876590752206614,False,False,True,False
2019-08-26,normal,1.0,109660.73823905946,111624.90136314392,-0.017596101766706562,0.010683885237184665,0.025557290901241148,False,False,True,True
2019-08-27,normal,1.0,109717.56202674868,111624.90136314392,-0.01708704162873287,-0.009989025824730935,0.013512009962144855,False,False,True,False
2019-08-28,normal,1.0,110880.6306264496,111624.90136314392,-0.006667604876738231,-0.006667604876738231,0.060251059906542226,False,False,True,True
2019-08-29,normal,1.0,112746.31437278748,112746.31437278748,0.0,0.014646393132821345,0.07054672697214448,False,False,True,True
2019-08-30,normal,1.0,112729.64951683044,112746.31437278748,-0.00014780843214035055,0.03929759434512814,0.056516849387393764,False,False,True,True
2019-09-03,normal,1.0,110674.49241036415,112746.31437278748,-0.018375961768231308,0.009244458751451523,0.020027110725016506,False,False,False,False
2019-09-04,normal,1.0,111057.42142647743,112746.31437278748,-0.014979584527489265,0.012211895479431911,0.0021008847153880517,False,False,True,False
2019-09-05,normal,1.0,113053.64084786415,113053.64084786415,0.0,0.019597744070696255,0.012799469180019063,False,False,True,False
2019-09-06,normal,1.0,113784.552896204,113784.552896204,0.0,0.009208624948782385,0.02398989122281625,False,False,True,False
2019-09-09,normal,1.0,112144.18638009072,113784.552896204,-0.014416425379019993,-0.005193515097838719,0.0338999865977494,False,False,True,True
2019-09-10,normal,1.0,111876.90995186806,113784.552896204,-0.01676539473750993,0.010864450473786924,0.02020934518950046,False,False,True,False
2019-09-11,normal,1.0,111524.39682930948,113784.552896204,-0.01986347012284051,0.004204810419996985,0.01646805460478884,False,False,False,False
2019-09-12,normal,1.0,111916.48710030556,113784.552896204,-0.01641756941825412,-0.010058532737471593,0.009342086782909043,False,False,False,False
2019-09-13,normal,1.0,111254.00327462197,113784.552896204,-0.02223983446936284,-0.02223983446936284,-0.01323600781513179,False,False,False,False
2019-09-16,normal,1.0,109917.17807930948,113784.552896204,-0.03398857506099617,-0.019858437362354486,-0.02494881736593224,False,False,False,False
2019-09-17,normal,1.0,111009.55729073525,113784.552896204,-0.024388157573551728,-0.007752740592370411,0.0030274806152146283,False,False,False,False
2019-09-18,normal,1.0,110624.6022736454,113784.552896204,-0.027771349819699642,-0.008068140974043847,-0.0038972555572845957,False,False,False,False
2019-09-19,normal,1.0,110320.68613595008,113784.552896204,-0.03044232870004515,-0.01425885502397195,-0.02417396460138599,False,False,False,False
2019-09-20,normal,1.0,109868.28202218056,113784.552896204,-0.03441829997430246,-0.012455473166397946,-0.03441829997430246,False,False,False,False
2019-09-23,normal,1.0,110653.79252022743,113784.552896204,-0.027514810194249173,0.006701540685355445,-0.013289978802930369,False,False,False,False
2019-09-24,normal,1.0,110488.33866280556,113784.552896204,-0.02896890790092832,-0.004695259044810052,-0.012411598511792077,False,False,False,False
2019-09-25,normal,1.0,111314.79679268836,113784.552896204,-0.021705548254591145,0.006239068930938618,-0.0018794097307867075,False,False,True,False
2019-09-26,normal,1.0,111176.59940499306,113784.552896204,-0.022920101409458882,0.007758411400634602,-0.006611069686715321,False,False,True,False
2019-09-27,normal,1.0,110790.41489571572,113784.552896204,-0.026314099095855137,0.008393076296114188,-0.004166936606873506,False,False,True,False
2019-09-30,normal,1.0,111932.31083077432,113784.552896204,-0.016278501943223445,0.011554220433187323,0.018333192196863468,False,False,True,False
2019-10-01,normal,1.0,110537.0130309391,113784.552896204,-0.028541131310041323,0.00044053851042225034,-0.004256788976813586,False,False,False,False
2019-10-02,normal,1.0,108697.74999993324,113784.552896204,-0.044705566500850225,-0.0235103226898854,-0.01741793628279742,False,False,False,False
2019-10-03,normal,1.0,108663.90597527505,113784.552896204,-0.04500300603720864,-0.02260092000623981,-0.015017855841046424,False,False,False,False
2019-10-04,normal,1.0,109676.8357238102,113784.552896204,-0.03610083326636537,-0.010051223049879376,-0.0017425074356920423,False,False,False,False
2019-10-07,normal,1.0,109758.46176140785,113784.552896204,-0.03538345963769629,-0.019421104176550297,-0.008091279462074663,False,False,False,False
2019-10-08,normal,1.0,109594.56936638831,113784.552896204,-0.03682383437089087,-0.00852604606103291,-0.00808926360224227,False,False,False,False
2019-10-09,normal,1.0,111227.32604973792,113784.552896204,-0.02247428830518683,0.023271650515362508,-0.0007857961876652775,False,False,True,False
2019-10-10,normal,1.0,111900.13134758949,113784.552896204,-0.016561312591644173,0.029781971697674825,0.006507951731467898,False,False,True,False
2019-10-11,normal,1.0,110518.09187310218,113784.552896204,-0.028707420646821302,0.007670317471689669,-0.002458001649961017,False,False,True,False
2019-10-14,normal,1.0,110612.36647027016,113784.552896204,-0.02787888465693189,0.007779853098875744,-0.011792344415186173,False,False,True,False
2019-10-15,normal,1.0,111497.86717217445,113784.552896204,-0.020096627053722282,0.017366716405656568,0.008692600920620297,False,False,True,False
2019-10-16,normal,1.0,112207.78501885412,113784.552896204,-0.013857486251127815,0.008814910903079287,0.03229169894430228,False,False,True,True
2019-10-17,normal,1.0,111910.42237847327,113784.552896204,-0.016470869463628635,9.196620915319365e-05,0.029876676841866123,False,False,True,True
2019-10-18,normal,1.0,111686.56454461096,113784.552896204,-0.018438252804902744,0.010572682279480716,0.018324095580781297,False,False,True,False
2019-10-21,normal,1.0,111215.4526213932,113784.552896204,-0.022578638395269413,0.005452248879288968,0.013274519673504015,False,False,False,False
2019-10-22,normal,1.0,112694.48168938636,113784.552896204,-0.009580133498542809,0.010732174054631116,0.028285273083510587,False,False,True,True
2019-10-23,normal,1.0,111635.33689873696,113784.552896204,-0.018888468977222073,-0.005101679175121165,0.0036682608805733707,False,False,True,False
2019-10-24,normal,1.0,112837.3253783512,113784.552896204,-0.008324746142974848,0.008282544022067961,0.008375271945397111,False,False,True,False
2019-10-25,normal,1.0,113634.8287505436,113784.552896204,-0.0013158565187401106,0.01744403379114101,0.02820114629756798,False,False,True,True
2019-10-28,normal,1.0,114118.001464777,114118.001464777,0.0,0.02609843124286737,0.031692975264651535,False,False,True,True
2019-10-29,normal,1.0,114274.60818474767,114274.60818474767,0.0,0.014021329808468597,0.02490398321508147,False,False,True,False
2019-10-30,normal,1.0,114470.74357598304,114470.74357598304,0.0,0.025398827611529784,0.020167571766510406,False,False,True,False
2019-10-31,normal,1.0,112044.84838860513,114470.74357598304,-0.021192272467136175,-0.007023181266383682,0.0012011929476705152,False,False,False,False
2019-11-01,normal,1.0,112518.17418728828,114470.74357598304,-0.017057366167964827,-0.009826692885740562,0.007445923742646299,False,False,False,False
2019-11-04,normal,1.0,111776.58057461736,114470.74357598304,-0.02353582161871226,-0.020517542018840262,0.0050454135643756,False,False,False,False
2019-11-05,normal,1.0,111912.61537991522,114470.74357598304,-0.022347441067942286,-0.020669445665600694,-0.006937928971767704,False,False,False,False
2019-11-06,normal,1.0,112456.67469082832,114470.74357598304,-0.017594616949594855,-0.017594616949594855,0.0073573280191414625,False,False,False,False
2019-11-07,normal,1.0,107887.991264925,114470.74357598304,-0.057505980178145344,-0.03709993974254755,-0.043862561407147393,False,False,False,False
2019-11-08,normal,1.0,108566.75103055,114470.74357598304,-0.05157643220439201,-0.03511808812468886,-0.04459968634369371,False,False,False,False
2019-11-11,normal,1.0,109126.4163290119,114470.74357598304,-0.046687276416822576,-0.023709476815103603,-0.04374055864714532,False,False,False,False
2019-11-12,normal,1.0,108561.2939993,114470.74357598304,-0.05162410404681683,-0.029945876693510565,-0.04999635768788602,False,False,False,False
2019-11-13,normal,1.0,108319.30503140448,114470.74357598304,-0.053738084967495436,-0.03679078783716938,-0.053738084967495436,False,False,False,False
2019-11-14,normal,1.0,108697.61019192694,114470.74357598304,-0.05043326533669301,0.007504254342949768,-0.029874092783533923,False,False,False,False
2019-11-15,normal,1.0,108496.02568875311,114470.74357598304,-0.05219427864783677,-0.0006514456877961816,-0.035746656285412515,False,False,False,False
2019-11-18,normal,1.0,108795.87680874825,114470.74357598304,-0.04957482226424037,-0.003028959727469638,-0.02666662149214094,False,False,False,False
2019-11-19,normal,1.0,108313.61161099433,114470.74357598304,-0.053787821871723485,-0.0022814981213035157,-0.03215905335339708,False,False,False,False
2019-11-20,normal,1.0,107739.87752591132,114470.74357598304,-0.05879988056165575,-0.005349254274897519,-0.041943238832952034,False,False,False,False
2019-11-21,normal,1.0,107852.33719693184,114470.74357598304,-0.05781744900309882,-0.007776371472220989,-0.00033047299866406643,False,False,False,False
2019-11-22,normal,1.0,108396.0579305744,114470.74357598304,-0.053067582647232436,-0.0009213955768803128,-0.001572241025501131,False,False,False,False
2019-11-25,normal,1.0,108917.35520230292,114470.74357598304,-0.048513604438971014,0.0011165716672170145,-0.0019157701108655223,False,False,True,False
2019-11-26,normal,1.0,109188.0361868,114470.74357598304,-0.04614897417589059,0.00807308114649663,0.0057731643057243875,False,False,True,False
2019-11-27,normal,1.0,110148.93178616522,114470.74357598304,-0.03775472801877189,0.022359912741450216,0.016891049607734132,False,False,True,False
2019-11-29,normal,1.0,109647.39510403632,114470.74357598304,-0.042136080550093546,0.016643662564556294,0.008737863789574973,False,False,True,False
2019-12-02,normal,1.0,109082.451347208,114470.74357598304,-0.04707134819298542,0.006332272868015298,0.0054050427629228626,False,False,True,False
2019-12-03,normal,1.0,107718.40626511571,114470.74357598304,-0.05898745041684195,-0.011007877807538424,-0.0099035972247975,False,False,False,False
2019-12-04,normal,1.0,107871.56439957618,114470.74357598304,-0.057649482918108896,-0.012056923388305996,-0.004081178762700199,False,False,False,False
2019-12-05,normal,1.0,110395.98768219948,114470.74357598304,-0.03559648314050501,0.0022429259369838306,0.024652990306670564,False,False,True,False
2019-12-06,normal,1.0,111979.56541428564,114470.74357598304,-0.02176257516877067,0.02126972836916452,0.03826739711553695,False,False,True,True
2019-12-09,normal,1.0,110325.003539896,114470.74357598304,-0.03621659042806158,0.011390944898487687,0.017795348337824812,False,False,True,False
2019-12-10,normal,1.0,111120.28487381934,114470.74357598304,-0.02926912674363591,0.03158121927956259,0.020225699269181607,False,False,True,False
2019-12-11,normal,1.0,112751.98086533546,114470.74357598304,-0.015014864558005714,0.04524284497887976,0.03264043207479461,False,False,True,True
2019-12-12,normal,1.0,112856.03751358984,114470.74357598304,-0.014105840601283393,0.02228386993984044,0.024576776946688694,False,False,True,False
2019-12-13,normal,1.0,113732.71442399024,114470.74357598304,-0.006447316833431027,0.015655972616240854,0.03725869927030789,False,False,True,True
2019-12-16,normal,1.0,115276.39215073585,115276.39215073585,0.0,0.04488002222496479,0.05678219298365983,False,False,True,True
2019-12-17,normal,1.0,115724.5520857334,115724.5520857334,0.0,0.04143498387483757,0.07432477046599661,False,False,True,True
2019-12-18,normal,1.0,116088.9533308506,116088.9533308506,0.0,0.029595688163568834,0.07617752627407626,False,False,True,True
2019-12-19,normal,1.0,116182.78135666846,116182.78135666846,0.0,0.029477765801213973,0.05241851444028578,False,False,True,True
2019-12-20,normal,1.0,116648.7151716709,116648.7151716709,0.0,0.025639067549288796,0.041696444704987234,False,False,True,True
2019-12-23,normal,1.0,118305.05881485938,118305.05881485938,0.0,0.026273086862080408,0.07233224580933384,False,False,True,True
2019-12-24,normal,1.0,118203.3998869419,118305.05881485938,-0.0008592948512587961,0.021420241051113065,0.06374277226849867,False,False,True,True
2019-12-26,normal,1.0,119956.06421647072,119956.06421647072,0.0,0.03331161815714667,0.0638931865839183,False,False,True,True
2019-12-27,normal,1.0,119681.79591355324,119956.06421647072,-0.0022864063164205195,0.030116464040770285,0.06048199591573877,False,False,True,True
2019-12-30,normal,1.0,119330.16290268896,119956.06421647072,-0.00521775466601071,0.02298737476080892,0.049215817164370845,False,False,True,True
2019-12-31,normal,1.0,119546.93077836036,119956.06421647072,-0.0034106940802263175,0.010497200846199206,0.03704608157792055,False,False,True,True
2020-01-02,normal,1.0,122742.4054130888,122742.4054130888,0.0,0.03839995745036373,0.060642734846416024,False,False,True,True
2020-01-03,normal,1.0,123787.14189189434,123787.14189189434,0.0,0.03193734056254227,0.0663128432134632,False,False,True,True
2020-01-06,normal,1.0,124903.00424808024,124903.00424808024,0.0,0.043625751892111486,0.07505606932099207,False,False,True,True
2020-01-07,normal,1.0,127677.7737182951,127677.7737182951,0.0,0.06995390446599337,0.09454933584474401,False,False,True,True
2020-01-08,normal,1.0,131072.2894253111,131072.2894253111,0.0,0.09640865367190998,0.10791787551901466,False,False,True,True
2020-01-09,normal,1.0,130587.62536281109,131072.2894253111,-0.0036976851829247925,0.06391613333076895,0.10477046758142605,False,False,True,True
2020-01-10,normal,1.0,130705.11319011213,131072.2894253111,-0.0028013261751118623,0.055886024933505585,0.08960821650703577,False,False,True,True
2020-01-13,normal,1.0,139222.70558207989,139222.70558207989,0.0,0.11464657251604682,0.16327386733602434,False,False,True,True
2020-01-14,normal,1.0,139971.01405375957,139971.01405375957,0.0,0.0962833230675526,0.17297262191708196,False,False,True,True
2020-01-15,normal,1.0,136802.4434398985,139971.01405375957,-0.022637334131508924,0.043717509167737756,0.14434090904039842,False,False,True,True
2020-01-16,normal,1.0,135775.30676692486,139971.01405375957,-0.029975543973863372,0.03972567377422509,0.10618091856660228,False,False,True,True
2020-01-17,normal,1.0,136323.37331813335,139971.01405375957,-0.026059972204139692,0.04298424132688217,0.1012724846429296,False,False,True,True
2020-01-21,normal,1.0,140113.27926677227,140113.27926677227,0.0,0.006396756053324459,0.1217766947261063,False,False,True,True
2020-01-22,normal,1.0,143332.53252452373,143332.53252452373,0.0,0.024015818514203868,0.12261146439449111,False,False,True,True
2020-01-23,normal,1.0,142804.3569378233,143332.53252452373,-0.0036849665417728605,0.043872853050038074,0.08950837407320544,False,False,True,True
2020-01-24,normal,1.0,140249.8159336424,143332.53252452373,-0.021507445215578458,0.032955249914467855,0.07399009319594341,False,False,True,True
2020-01-27,normal,1.0,136968.26977199077,143332.53252452373,-0.044402081233331,0.004730637440671703,0.047918221628933555,False,False,False,False
2020-01-28,normal,1.0,139563.59850352764,143332.53252452373,-0.026295035429944935,-0.003923116824623429,0.002448544007405351,False,False,True,False
2020-01-29,normal,1.0,142072.6214336729,143332.53252452373,-0.00879012648880162,-0.00879012648880162,0.015014589942930368,False,False,True,False
2020-01-30,normal,1.0,149642.4798206663,149642.4798206663,0.0,0.04788455359117871,0.09385823862428921,False,False,True,True
2020-01-31,normal,1.0,150478.61995738506,150478.61995738506,0.0,0.07293274472875089,0.108291511472703,False,False,True,True
2020-02-03,normal,1.0,170198.25609931466,170198.25609931466,0.0,0.24261083521491078,0.24848917655616254,False,False,True,True
2020-02-04,normal,1.0,171885.90079841134,171885.90079841134,0.0,0.23159550657521,0.2267638135222343,False,False,True,True
2020-02-05,normal,1.0,170888.70672950265,171885.90079841134,-0.005801488454123982,0.20282644893184187,0.1922534523016548,False,False,True,True
2020-02-06,normal,1.0,172761.63185462472,172761.63185462472,0.0,0.15449591627768222,0.20977843785147798,False,False,True,True
2020-02-07,normal,1.0,171185.9756427717,172761.63185462472,-0.009120405931213438,0.13760995210649107,0.22057896834436042,False,False,True,True
2020-02-10,normal,1.0,172566.07590064523,172761.63185462472,-0.001131940882244331,0.013912127277901698,0.2598981953113202,False,False,True,True
2020-02-11,normal,1.0,173148.1056476545,173148.1056476545,0.0,0.007343271573643895,0.24063944684887129,False,False,True,True
2020-02-12,normal,1.0,176528.9037662458,176528.9037662458,0.0,0.033005089363049356,0.2425258433670765,False,False,True,True
2020-02-13,normal,1.0,174743.18693122384,176528.9037662458,-0.010115719278394053,0.011469879366887259,0.16773784516695112,False,False,True,True
2020-02-14,normal,1.0,174798.98403510568,176528.9037662458,-0.009799640139559473,0.021105749923542527,0.16162006326618394,False,False,True,True
2020-02-18,normal,1.0,175093.63611945626,176528.9037662458,-0.00813049657120224,0.014646912526806721,0.028762809516009513,False,False,True,True
2020-02-19,normal,1.0,176142.76081428048,176528.9037662458,-0.002187420551122088,0.01729533889744017,0.024765614841566475,False,False,True,False
2020-02-20,normal,1.0,174015.17119178292,176528.9037662458,-0.014239778987080176,-0.014239778987080176,0.018295325197990486,False,False,False,False
2020-02-21,normal,1.0,169946.89129218576,176528.9037662458,-0.037285749436113624,-0.027447683215974683,-0.016292625464475297,False,False,False,False
2020-02-24,normal,1.0,163743.9203754377,176528.9037662458,-0.07242430626396223,-0.06324443886611908,-0.043473510253339676,False,False,False,False
2020-02-25,normal,1.0,161629.08275184152,176528.9037662458,-0.08440442724401775,-0.07689915902156863,-0.06337858175033584,False,False,False,False
2020-02-26,normal,1.0,163150.9803577375,176528.9037662458,-0.07578318973884834,-0.073757106999368,-0.05773742226357659,False,False,False,False
2020-02-27,caution,0.8,157373.9471622419,176528.9037662458,-0.10850889681708054,-0.09563088043168744,-0.10850889681708054,False,True,False,False
2020-02-28,caution,0.8,159775.92962226388,176528.9037662458,-0.09490215928698964,-0.05984788302149746,-0.08565288050315134,False,False,False,False
2020-03-02,caution,0.8,163405.72349864483,176528.9037662458,-0.07434012214214103,-0.002065401121564947,-0.06517921485271727,False,False,False,False
2020-03-03,caution,0.8,158527.4234498167,176528.9037662458,-0.10197469044653518,-0.019189982701238062,-0.09461344819144302,False,False,False,False
2020-03-04,normal,1.0,163944.77499705792,176528.9037662458,-0.07128650606617604,0.0048653991387601625,-0.06925056562548004,False,False,True,False
2020-03-05,normal,1.0,160029.62080699444,176528.9037662458,-0.09346505080606637,0.016874925568300725,-0.0803697188527025,False,False,False,False
2020-03-06,normal,1.0,154522.48633891583,176528.9037662458,-0.12466183700132305,-0.03288006707748814,-0.09076014769079299,False,False,False,False
2020-03-09,caution,0.8,145865.81933909893,176528.9037662458,-0.17370007841746982,-0.10733959486854427,-0.10918329667047943,False,True,False,False
2020-03-10,caution,0.8,154152.61632853985,176528.9037662458,-0.12675707467903363,-0.02759653204520629,-0.04625693777388262,False,False,False,False
2020-03-11,caution,0.8,146006.20703441143,176528.9037662458,-0.1729048109438871,-0.10941835726675886,-0.10508532210920907,False,True,False,False
2020-03-12,caution,0.8,133902.2938492918,176528.9037662458,-0.24147099431036445,-0.1632655681238775,-0.14914573686553345,False,True,False,False
2020-03-13,caution,0.8,143399.29320842266,176528.9037662458,-0.18767244259156768,-0.07198430075799156,-0.10249751919803085,False,True,False,False
2020-03-16,crisis,0.55,132257.11273509503,176528.9037662458,-0.25079060758103466,-0.09329606254339351,-0.19062129585569954,True,True,False,False
2020-03-17,crisis,0.55,139770.56822520733,176528.9037662458,-0.2082284246760675,-0.09329746355183866,-0.11831930915440025,False,True,False,False
2020-03-18,crisis,0.55,135713.17489177227,176528.9037662458,-0.23121272496270917,-0.07049722304075234,-0.17220188997052377,True,True,False,False
2020-03-19,crisis,0.55,135936.7940018797,176528.9037662458,-0.2299459686109927,0.015193915608927133,-0.1505522957788682,False,True,False,False
2020-03-20,crisis,0.55,130672.18853312968,176528.9037662458,-0.2597688778141295,-0.08875291077477532,-0.15434839531040834,True,True,False,False
2020-03-23,crisis,0.55,128892.16472941874,176528.9037662458,-0.26985234723887586,-0.025442472893054346,-0.11636485289415877,True,True,False,False
2020-03-24,crisis,0.55,136490.4012787962,176528.9037662458,-0.2268098970379796,-0.023468223590004444,-0.11457616140682825,False,True,False,False
2020-03-25,crisis,0.55,135849.0590546751,176528.9037662458,-0.2304429690756915,0.0010012599219728635,-0.06956654916282046,False,True,False,False
2020-03-26,crisis,0.55,145580.99856883526,176528.9037662458,-0.17531352960980728,0.07094624113926229,0.08721810794882967,False,True,False,False
2020-03-27,crisis,0.55,138066.31780559063,176528.9037662458,-0.21788265343553126,0.05658533277405309,-0.03718969099157876,False,True,False,False
2020-03-30,crisis,0.55,142036.29994517803,176528.9037662458,-0.19539351961728502,0.10197776756525556,0.073940728085228,False,True,False,False
2020-03-31,crisis,0.55,143328.0642121458,176528.9037662458,-0.18807594023278784,0.05009629152883033,0.025452396968197233,False,True,False,False
2020-04-01,crisis,0.55,136761.30647025583,176528.9037662458,-0.22527527474282072,0.006715154465763096,0.007723138002772467,False,True,False,False
2020-04-02,crisis,0.55,140408.21955619333,176528.9037662458,-0.20461626079025785,-0.03553196545905046,0.03289341629060205,False,True,False,False
