portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.2021404479793043,0.3,False,9.786,-0.33266241466304314,-0.15,False,18.2662,0.9466523322059934,0.0,False
concentrated,broker_ledger_next_close,0.3319679418844135,0.5,False,16.8032,-0.39883394206555056,-0.18,False,21.8834,1.0874995512634285,0.0,False
