portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.20803038927913176,0.3,False,9.197,-0.32650881233768303,-0.15,False,17.6509,0.9914580132333144,0.0,False
concentrated,broker_ledger_next_close,0.31500345434445554,0.5,False,18.4997,-0.38260892921563805,-0.18,False,20.2609,1.049844449696002,0.0,False
