rebalance_date,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,n_candidates,top_breakout,top_turnaround,top_compounder
2019-04-30,balanced,0.2919358790165736,0.2126478798868988,0.4042767419657593,0.0776766759384911,0.0888814424622051,0.11504575354592711,0.1515484214783627,0.1365602527091192,502,"ADBE,V,PYPL,CSX,SUI","MCO,PFG,MKTX,JHG,NDAQ","TREX,SBUX,CPRT,UNH,FDS"
2019-05-31,cash_defense,0.041817599184119494,0.200352392022959,0.41954324116608,0.5907781509154043,0.3539781394797398,0.0,0.0,0.2387811529970294,494,"AMT,SBAC,MKTX,HEI,PSA","JHG,POST,CBOE,EL,MSCI","MA,SBUX,HEI,TSCO,FDS"
2019-06-28,balanced,0.3200476429089727,0.2490686750288238,0.3473755098357439,0.0286309471818526,0.1380030048313142,0.0,0.0,0.1070472425964693,505,"HEI,STE,ILMN,SMG,RGEN","CASY,QGEN,VEEV,WSM,HCA","TREX,MA,HEI,SBUX,TSCO"
2019-07-31,quality_compounder,0.1932516932975999,0.2371324225301746,0.500223405666753,0.1761580216864645,0.1535862108558074,0.0897116151246694,0.0765660873921959,0.144610340940729,510,"TREX,SMG,MDT,CTAS,SBAC","VEEV,OLN,MEDP,QGEN,SMG","TREX,MA,HEI,TSCO,DLTR"
2019-08-30,quality_compounder,0.148300438351895,0.1572089462959804,0.5328188190887383,0.41002015889497,0.1433473009338629,0.0,0.0,0.232722478908255,503,"HD,AMGN,VRSK,OHI,EXR","LITE,XPO,NTES,T,WBD","LRCX,TREX,LAD,MA,DLTR"
2019-09-30,quality_compounder,0.2027736038109592,0.3080022072301956,0.5114965142472674,0.0746206015094756,0.2477223526147483,0.4668566237334313,0.4277054568132571,0.2069518062740028,510,"TREX,KIM,TYL,OHI,TER","GPK,RL,NKE,GAP,ROST","LRCX,TREX,MA,LAD,MKSI"
2019-10-31,breakout_growth,0.5561306623096677,0.4164676482690284,0.4853592295599187,0.011230382130235,0.413543118338901,0.3249096942471594,0.4148573589770667,0.1557269532855831,513,"LW,CRUS,AAPL,LULU,RMD","LITE,T,CROX,JBL,LFUS","DLTR,MKSI,V,MU,MA"
2019-11-29,balanced,0.3951387009809097,0.3319713020409607,0.3642389313576731,0.0220867038436307,0.4318469055230154,0.16415224472022064,0.0775007344094956,0.1152349229732306,503,"AAPL,LULU,UI,LW,SSNC","HALO,IONS,TECH,BMRN,INCY","BABA,MA,MU,UI,JEF"
2019-12-31,quality_compounder,0.3725728541635829,0.2815343031489805,0.5425854140932218,0.0948759499090721,0.180570637335385,0.5333428856677234,0.7352571999068758,0.2157346397720552,503,"AAPL,MSFT,MCO,SWKS,SSNC","JD,BABA,GOOGL,GOOG,EXEL","BABA,MA,UI,JEF,HEI"
2020-01-31,quality_compounder,0.2181843436081876,0.1185409521350893,0.5955469890561971,0.5048248423345576,0.1251897827993877,0.0,0.0,0.2831163311492473,515,"SMG,ADBE,MSFT,MCO,LAMR","JD,ENPH,GOOGL,GOOG,RUN","BABA,MA,UI,HEI,LW"
2020-02-28,cash_defense,0.0475260846731506,0.1694825792929677,0.452774674750472,0.6453811942759752,0.2040090351341076,0.0,0.0,0.2710424194839777,537,"DPZ,DXCM,MSCI,SBAC,ADBE","AEE,NRG,ROL,SO,SCI","MA,ALLE,NRG,BABA,TT"
2020-03-31,cash_defense,0.1287744838754495,0.2724299493533585,0.4430093610025973,0.66,0.3247746319844686,0.0,0.0,0.2686423188330873,466,"QGEN,DOCU,GILD,MASI,DXCM","SO,NRG,DUK,ES,D","MA,ALLE,BABA,NRG,RGEN"
2020-04-30,turnaround_accumulation,0.2075389802089284,0.5364810775716619,0.2107662210792511,0.1883756376909423,0.7181883969757167,0.1026240931057566,0.1538196147829418,0.0999944250696625,477,"GILD,ZTO,DXCM,MKTX,EBAY","XPO,COST,CHRW,FIVE,TSCO","TSCO,NRG,BABA,RGEN,MTD"
2020-05-29,quality_compounder,0.3669088927576759,0.441770772288737,0.4545998324639996,0.0924348230362977,0.3773165028118432,0.1885601382964226,0.3514059908785594,0.1543383559428921,460,"PYPL,MNST,LULU,TYL,SHW","ALB,SHW,HUN,RPM,IFF","NRG,A,ELS,TROW,CNC"
2020-06-30,balanced,0.4214120308929349,0.3592519960748878,0.4370347092031105,0.0515669113863539,0.188901740716339,0.1255611801919469,0.2511223603838939,0.1616882558099779,464,"PYPL,ABBV,AKAM,EA,EBAY","WU,V,AXP,CACC,ALB","NRG,ELS,TROW,SJM,CNC"
2020-07-31,balanced,0.3384244234376488,0.3788334911637079,0.3945587909919534,0.0281790711670842,0.3959918230716712,0.178092982660903,0.3261299860615316,0.1902933151708554,460,"NVDA,PYPL,TMO,MNST,SHW","WU,LPX,BLDR,EXP,TT","NRG,ELS,LVS,SJM,LW"
2020-08-31,quality_compounder,0.3733032661059596,0.389795375747424,0.6260845972968225,0.0599210291955358,0.3902783516599991,0.705390153964635,0.8983436748473919,0.3000854509208115,444,"NVDA,ISRG,FAST,AVTR,EW","PWR,CSL,CHH,EXP,BLDR","LOW,ELS,TREX,LVS,KBR"
2020-09-30,quality_compounder,0.1679723052290025,0.22157118350987653,0.5642819378028369,0.2827779486761614,0.1715484953480403,0.0930714269593832,0.1283428545635848,0.1714153838561816,463,"ENTG,DAR,STE,GGG,PODD","DAR,LW,QGEN,FOX,SAM","LOW,ELS,TREX,LVS,CUZ"
2020-10-30,quality_compounder,0.1405070831808075,0.2766394319027778,0.7006961629716246,0.5006181391031216,0.3494207970557853,0.4205676370563005,0.3080162360500906,0.4020156634022768,473,"PEN,EXR,PAYX,DLB,ALGN","NRG,AEP,CNP,EIX,CHH","MU,LOW,FDS,TREX,AFG"
2020-11-30,balanced,0.4005006715131696,0.3861735754099454,0.34776313934423414,0.0041857627746734,0.5267306926035102,0.0874208807415693,0.1748417614831387,0.1479107307239887,479,"QRVO,CRUS,LRCX,DLB,ADI","TECH,MRNA,HALO,CW,CORT","MU,QCOM,GEN,FDS,APPF"
2020-12-31,balanced,0.2843913809958489,0.2033146674415716,0.350506225729061,0.0660742213724353,0.1924878071870906,0.0,0.0,0.16720492362581807,475,"DLB,MDT,EXP,AVGO,ADI","ORCL,CIEN,ZBRA,LNG,GEN","MU,QCOM,GEN,FDS,APPF"
2021-01-29,quality_compounder,0.2104118892433147,0.2366853740041822,0.6240296414014049,0.5230991462538801,0.5766568840005484,0.4100865223424653,0.3187790910739881,0.4627660101147375,485,"SWKS,UI,MSFT,EA,SMG","TECH,MRNA,HALO,AXON,LNG","QCOM,GEN,APPF,FDS,CIEN"
2021-02-26,quality_compounder,0.1247944185736901,0.2520842027076834,0.8267071093743589,0.4960395901421718,0.2936650461629808,0.75,0.6,0.5182930908396429,504,"EXR,ZBRA,LSCC,COO,TROW","CDW,XYZ,ORCL,AKAM,CPAY","LPX,TROW,TER,WAT,MAS"
2021-03-31,balanced,0.1992425062150289,0.2739135524332985,0.4295218174742772,0.025894243414225,0.2287938014202369,0.5567074745969378,0.232446245069386,0.2620144601140686,525,"AMAT,SMG,CSCO,NSC,IRM","RS,AMGN,STLD,SCCO,GILD","LPX,TROW,TER,MSA,DLTR"
2021-04-30,balanced,0.3344338628815735,0.2470647008980121,0.4237480355926089,0.0485393749786426,0.1980731437784547,0.2646640260293934,0.4649065598243347,0.2236894818792398,545,"AON,POOL,EXR,CCI,YUM","RS,STLD,RGLD,SCCO,NEM","LPX,TER,RH,DLTR,WAT"
