portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.19785219978893376,0.35,15.2148,-0.33248520827052896,-0.25,8.2485,0.950034213423529,2019-06-03,2026-06-12,7.025325119780972,355474.3057372178,0.05944784081950997,0.2769294542007238,17,2880,38497.569029608974,33,17,16,2100,0.5333333333333333,0.040005453608820456,72.13952380952381,1.9496486382877287,0.30210361567039135,-0.15523601358559602,1.753965985267179
concentrated,broker_ledger_next_close,completed,True,False,0.32902899677009434,0.5,17.0971,-0.37960052190439075,-0.25,12.9601,1.1065744751573126,2019-06-03,2026-06-12,7.025325119780972,737682.906787888,0.0005069653733704748,4.198426041056088e-05,4,533,73838.21369503379,8,4,4,326,0.6226993865030674,0.07101598630769436,52.22085889570552,3.886946847743846,0.4395229312666493,-0.20287176529555007,1.6693353830753008
