date,signal_date,ticker,decision,reason,current_weight,target_weight,unrealized_return,held_days
2019-05-01,2019-04-30,HD,buy,staged_new_entry,0.0,0.1456348935245734,0.0,0
2019-05-01,2019-04-30,V,buy,staged_new_entry,0.0,0.1226984398087598,0.0,0
2019-05-01,2019-04-30,AVGO,buy,staged_new_entry,0.0,0.0639943405669794,0.0,0
2019-05-01,2019-04-30,NOW,buy,staged_new_entry,0.0,0.0639943405669794,0.0,0
2019-05-01,2019-04-30,DHR,buy,staged_new_entry,0.0,0.0528036416052709,0.0,0
2019-05-01,2019-04-30,AMT,buy,staged_new_entry,0.0,0.0472143950255957,0.0,0
2019-05-01,2019-04-30,MELI,buy,staged_new_entry,0.0,0.0452855190389667,0.0,0
2019-05-01,2019-04-30,CSX,buy,staged_new_entry,0.0,0.0443767868530588,0.0,0
2019-05-01,2019-04-30,DG,buy,staged_new_entry,0.0,0.0438025547965812,0.0,0
2019-05-01,2019-04-30,W,buy,staged_new_entry,0.0,0.0435981696275517,0.0,0
2019-05-01,2019-04-30,CDNS,buy,staged_new_entry,0.0,0.0435942300007817,0.0,0
2019-05-01,2019-04-30,EL,buy,staged_new_entry,0.0,0.0430026885849006,0.0,0
2019-05-01,2019-04-30,CPRT,buy,staged_new_entry,0.0,0.04,0.0,0
2019-05-01,2019-04-30,EXR,buy,staged_new_entry,0.0,0.04,0.0,0
2019-05-01,2019-04-30,FDS,buy,staged_new_entry,0.0,0.04,0.0,0
2019-05-01,2019-04-30,KEYS,buy,staged_new_entry,0.0,0.04,0.0,0
2019-05-01,2019-04-30,PAYC,buy,staged_new_entry,0.0,0.04,0.0,0
2019-05-01,2019-04-30,VICI,buy,staged_new_entry,0.0,0.04,0.0,0
2019-06-03,2019-05-31,AVGO,sell,target_exit_policy,0.03634975038544582,0.0,-0.20608364272005442,33
2019-06-03,2019-05-31,CDNS,sell,target_exit_policy,0.02781342178478622,0.0,-0.09979574060726815,33
2019-06-03,2019-05-31,CPRT,hold,defer_target_exit_min_holding,0.03086262327617856,0.0,0.08013938409833576,33
2019-06-03,2019-05-31,CSX,hold,defer_target_exit_min_holding,0.029979651664957065,0.0,-0.055192617945940325,33
2019-06-03,2019-05-31,EL,hold,defer_target_exit_min_holding,0.029308440884767552,0.0,-0.03357949448637343,33
2019-06-03,2019-05-31,EXR,hold,defer_target_exit_min_holding,0.028664773819996048,0.0,0.01000059554665933,33
2019-06-03,2019-05-31,KEYS,sell,target_exit_policy,0.024329264531163967,0.0,-0.13568601727303442,33
2019-06-03,2019-05-31,MELI,hold,defer_target_exit_min_holding,0.034962664482432994,0.0,0.17337488218218078,33
2019-06-03,2019-05-31,VICI,hold,defer_target_exit_min_holding,0.027687186629331766,0.0,-0.03197581442500097,33
2019-06-03,2019-05-31,W,sell,target_exit_policy,0.026099824313513247,0.0,-0.1345318911772977,33
2019-06-03,2019-05-31,V,hold,skip_sell_inside_band,0.08521604383281296,0.0616564537080339,-0.0242404444793618,33
2019-06-03,2019-05-31,AMT,hold,skip_buy_inside_band,0.03551515061016801,0.0520626940974349,0.08491028358027486,33
2019-06-03,2019-05-31,MA,buy,staged_new_entry,0.0,0.0504,0.0,0
