date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,held_days
2019-05-01,HD,60.0,167.5145263671875,10050.87158203125,0.10068212748303006,167.5145263671875,0.0,0
2019-05-01,V,55.0,154.98843383789062,8524.363861083984,0.08539071283208477,154.98843383789062,0.0,0
2019-05-01,AVGO,168.0,26.60117530822754,4468.997451782227,0.0447670798984322,26.60117530822754,0.0,0
2019-05-01,NOW,82.0,54.08000183105469,4434.560150146484,0.04442211272168904,54.08000183105469,0.0,0
2019-05-01,DHR,32.0,112.98954010009766,3615.665283203125,0.036219035335227426,112.98954010009766,0.0,0
2019-05-01,AMT,20.0,159.7619171142578,3195.2383422851562,0.032007512133749146,159.7619171142578,0.0,0
2019-05-01,MELI,6.0,484.7300109863281,2908.3800659179688,0.02913398009077715,484.7300109863281,0.0,0
2019-05-01,CSX,129.0,24.00916290283203,3097.182014465332,0.031025257050943868,24.00916290283203,0.0,0
2019-05-01,DG,27.0,112.40971374511719,3035.062271118164,0.030402987840970667,112.40971374511719,0.0,0
2019-05-01,W,18.0,163.52999877929688,2943.5399780273438,0.029486185839740945,163.52999877929688,0.0,0
2019-05-01,CDNS,44.0,68.54000091552734,3015.760040283203,0.030209632503598063,68.54000091552734,0.0,0
2019-05-01,EL,19.0,155.79603576660156,2960.1246795654297,0.02965231899753701,155.79603576660156,0.0,0
2019-05-01,KEYS,32.0,85.86000061035156,2747.52001953125,0.027522604244906417,85.86000061035156,0.0,0
2019-05-01,CPRT,169.0,16.502500534057617,2788.9225902557373,0.02793734428707951,16.502500534057617,0.0,0
2019-05-01,EXR,34.0,81.476318359375,2770.19482421875,0.02774974350915501,81.476318359375,0.0,0
2019-05-01,FDS,11.0,253.60531616210938,2789.658477783203,0.027944715858912738,253.60531616210938,0.0,0
2019-05-01,PAYC,14.0,196.92333984375,2756.9267578125,0.027616833925895028,196.92333984375,0.0,0
2019-05-01,VICI,178.0,15.683971405029297,2791.746910095215,0.02796563621458155,15.683971405029297,0.0,0
2019-05-02,HD,60.0,169.37669372558594,10162.601623535156,0.10195375613178491,167.5145263671875,111.73004150390625,1
2019-05-02,V,55.0,153.39845275878906,8436.914901733398,0.08464123619722574,154.98843383789062,-87.44895935058594,1
2019-05-02,AVGO,168.0,26.344253540039062,4425.8345947265625,0.044401077368356426,26.60117530822754,-43.16285705566406,1
2019-05-02,NOW,82.0,52.534000396728516,4307.788032531738,0.043216804791309356,54.08000183105469,-126.7721176147461,1
2019-05-02,DHR,32.0,114.66429901123047,3669.257568359375,0.036810907793814074,112.98954010009766,53.59228515625,1
2019-05-02,AMT,20.0,159.6708526611328,3193.4170532226562,0.03203715697340201,159.7619171142578,-1.8212890625,1
2019-05-02,MELI,6.0,482.3500061035156,2894.1000366210938,0.029034333951586687,484.7300109863281,-14.280029296875,1
2019-05-02,CSX,129.0,23.942405700683594,3088.5703353881836,0.03098530852973592,24.00916290283203,-8.611679077148438,1
2019-05-02,DG,27.0,113.14507293701172,3054.9169692993164,0.030647689561056474,112.40971374511719,19.854698181152344,1
2019-05-02,W,18.0,151.9600067138672,2735.2801208496094,0.027441012914192337,163.52999877929688,-208.25985717773438,1
2019-05-02,CDNS,44.0,69.44999694824219,3055.7998657226562,0.030656546998351502,68.54000091552734,40.039825439453125,1
2019-05-02,EL,19.0,155.75033569335938,2959.256378173828,0.02968799863344558,155.79603576660156,-0.8683013916015625,1
2019-05-02,KEYS,32.0,87.3499984741211,2795.199951171875,0.028042143608323505,85.86000061035156,47.679931640625,1
2019-05-02,CPRT,169.0,16.684999465942383,2819.7649097442627,0.028288585404278248,16.502500534057617,30.84231948852539,1
2019-05-02,EXR,34.0,81.83758544921875,2782.4779052734375,0.02791451286837372,81.476318359375,12.2830810546875,1
2019-05-02,FDS,11.0,255.95469665527344,2815.501663208008,0.028245815450895405,253.60531616210938,25.843185424804688,1
2019-05-02,PAYC,14.0,196.93313598632812,2757.0639038085938,0.02765955326219581,196.92333984375,0.13714599609375,1
2019-05-02,VICI,178.0,15.683971405029297,2791.746910095215,0.028007501838343312,15.683971405029297,0.0,1
2019-05-03,HD,60.0,168.99749755859375,10139.849853515625,0.10070747984889335,167.5145263671875,88.978271484375,2
2019-05-03,V,55.0,154.2743682861328,8485.090255737305,0.08427265376611419,154.98843383789062,-39.27360534667969,2
2019-05-03,AVGO,168.0,26.3350772857666,4424.292984008789,0.043941419544608326,26.60117530822754,-44.7044677734375,2
2019-05-03,NOW,82.0,53.70399856567383,4403.727882385254,0.04373717001554606,54.08000183105469,-30.83226776123047,2
2019-05-03,DHR,32.0,115.58323669433594,3698.66357421875,0.036734576226424655,112.98954010009766,82.998291015625,2
2019-05-03,AMT,20.0,159.79505920410156,3195.9011840820312,0.03174121498292259,159.7619171142578,0.662841796875,2
2019-05-03,MELI,6.0,578.9400024414062,3473.6400146484375,0.03449967571819904,484.7300109863281,565.2599487304688,2
2019-05-03,CSX,129.0,24.4309024810791,3151.586420059204,0.03130108734106308,24.00916290283203,54.40440559387207,2
2019-05-03,DG,27.0,113.20860290527344,3056.632278442383,0.03035801693651172,112.40971374511719,21.57000732421875,2
2019-05-03,W,18.0,148.82000732421875,2678.7601318359375,0.02660504700701788,163.52999877929688,-264.77984619140625,2
2019-05-03,CDNS,44.0,70.2699966430664,3091.879852294922,0.030708090594875233,68.54000091552734,76.11981201171875,2
2019-05-03,EL,19.0,159.5742950439453,3031.911605834961,0.030112494894821932,155.79603576660156,71.78692626953125,2
2019-05-03,KEYS,32.0,88.18000030517578,2821.760009765625,0.028025300515012886,85.86000061035156,74.239990234375,2
2019-05-03,CPRT,169.0,16.77750015258789,2835.3975257873535,0.028160746294761882,16.502500534057617,46.47493553161621,2
2019-05-03,EXR,34.0,81.69922637939453,2777.773696899414,0.02758843500116455,81.476318359375,7.5788726806640625,2
2019-05-03,FDS,11.0,259.96356201171875,2859.5991821289062,0.028401113544133105,253.60531616210938,69.94070434570312,2
2019-05-03,PAYC,14.0,202.23106384277344,2831.234893798828,0.028119403653287026,196.92333984375,74.30813598632812,2
2019-05-03,VICI,178.0,15.704578399658203,2795.41495513916,0.027763645352831875,15.683971405029297,3.6680450439453125,2
2019-05-06,HD,60.0,168.2139129638672,10092.834777832031,0.10043460198800605,167.5145263671875,41.96319580078125,5
