date,price_state,price_crisis_score,price_trigger,spy_drawdown,spy_ret_5d,spy_above_ma20,spy_above_ma50,long_crisis_state,long_crisis_score,cash_gate_reason,cash_gate_allowed,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,long_crisis_feature_date,future_labels_excluded,raw_state,crisis_state,crisis_score,reentry_stage,reentry_trigger,state_source
2019-05-31,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-03,GREEN,0.005085794867279114,risk_on,-0.002542897433639557,0.0,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.005085794867279114,,risk_on,price_or_combined
2019-06-04,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-05,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-06,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-07,GREEN,0.0,risk_on,0.0,0.04497387169041045,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-10,GREEN,0.0,risk_on,0.0,0.052445733210395584,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-11,GREEN,0.0004844091644304882,risk_on,-0.0002422045822152441,0.02983676956907577,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0004844091644304882,,risk_on,price_or_combined
2019-06-12,GREEN,0.004015015746228645,risk_on,-0.0020075078731143225,0.019189596977458034,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.004015015746228645,,risk_on,price_or_combined
2019-06-13,GREEN,0.0,risk_on,0.0,0.01678350342802326,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-14,GREEN,0.0022096440762691127,risk_on,-0.0011048220381345564,0.005597330447772331,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0022096440762691127,,risk_on,price_or_combined
2019-06-17,GREEN,0.0014499326917238875,risk_on,-0.0007249663458619438,0.001384176912979429,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0014499326917238875,,risk_on,price_or_combined
2019-06-18,GREEN,0.0,risk_on,0.0,0.012114687380136324,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-19,GREEN,0.0,risk_on,0.0,0.016193744636787466,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-20,GREEN,0.0,risk_on,0.0,0.021686753471549913,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-21,GREEN,0.002907471705337672,risk_on,-0.001453735852668836,0.021329878565876426,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.002907471705337672,,risk_on,price_or_combined
2019-06-24,GREEN,0.005353036477021789,risk_on,-0.0026765182385108943,0.019691432213356785,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.005353036477021789,,risk_on,price_or_combined
2019-06-25,GREEN,0.02491686762977041,risk_on,-0.012458433814885206,-0.0007726596430217558,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.02491686762977041,,risk_on,price_or_combined
2019-06-26,GREEN,0.026885640018774026,risk_on,-0.013442820009387013,-0.004017011320458064,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.026885640018774026,,risk_on,price_or_combined
2019-06-27,GREEN,0.019889249969169853,risk_on,-0.009944624984584927,-0.009944624984584927,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.019889249969169853,,risk_on,price_or_combined
2019-06-28,GREEN,0.009700732627450082,risk_on,-0.004850366313725041,-0.0034015754532481512,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.009700732627450082,,risk_on,price_or_combined
2019-07-01,GREEN,0.0,risk_on,0.0,0.0068791155347436295,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-07-02,GREEN,0.0,risk_on,0.0,0.019501059590654846,True,True,GREEN,0.0,missing_long_crisis_features,False,0.0,0.0,0.0,,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
