rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return,equity,drawdown
2019-04-30,ai_compute_semiconductors,"QCOM,AVGO,AMAT",3,1.0,0.0,-0.1836296296194138,0.5,0.0025,-0.1861296296194138,0.8138703703805862,-0.18612962961941382
2019-05-31,financials,"PYPL,V,MKTX",3,1.0,0.0,0.05989768945606459,1.0,0.005,0.054897689456064595,0.8585499732312319,-0.14145002676876806
2019-06-28,ai_compute_semiconductors,"QCOM,AMAT,TER",3,1.0,0.0,0.011391653375995237,1.0,0.005,0.006391653375995236,0.864037527066096,-0.13596247293390396
2019-07-31,health_care,"EW,MDT,HUM",3,1.0,0.0,0.022197399293490815,1.0,0.005,0.017197399293490814,0.8788967254236121,-0.12110327457638792
2019-08-30,consumer_staples,"TGT,COST,DG",3,1.0,0.0,-0.020366113440565804,1.0,0.005,-0.025366113440565805,0.8566025313839749,-0.1433974686160251
2019-09-30,ai_compute_semiconductors,"INTC,KLAC,TER",3,1.0,0.0,0.07827209660284982,1.0,0.005,0.07327209660284982,0.9193675948137872,-0.08063240518621284
2019-10-31,consumer_discretionary,"BKNG,HD,LULU",3,1.0,0.0,-0.06177239972540279,1.0,0.005,-0.06677239972540279,0.8579792142782988,-0.14202078572170118
2019-11-29,information_technology,"AAPL,QRVO,UI",3,1.0,0.0,0.10668796499061242,1.0,0.005,0.10168796499061242,0.9452253745825036,-0.05477462541749645
2019-12-31,ai_compute_semiconductors,"AMD,AMAT,INTC",3,1.0,0.0,-0.013014090035256524,1.0,0.005,-0.018014090035256523,0.9281979995811652,-0.07180200041883478
2020-01-31,information_technology,"ADBE,AAPL,NOW",3,1.0,0.0,-0.006284412682691101,1.0,0.005,-0.011284412682691102,0.917723830302643,-0.08227616969735696
2020-02-28,information_technology,"ADBE,NOW,ENPH",3,1.0,0.0,-0.12457519822563251,0.2792504190644275,0.0013962520953221375,-0.12597145032095464,0.8021168284053175,-0.1978831715946825
2020-03-31,health_care,"QGEN,GILD,VRTX",3,1.0,0.0,0.0637574863601571,1.0,0.005,0.0587574863601571,0.8492471970095955,-0.1507528029904045
2020-04-30,consumer_discretionary,"AMZN,ETSY,EBAY",3,1.0,0.0,0.1441679301510501,1.0,0.005,0.13916793015105008,0.9674351716040018,-0.03256482839599817
2020-05-29,internet,"MELI,SE,PDD",3,1.0,0.0,0.2549298967585422,1.0,0.005,0.2499298967585422,1.2092261441635725,0.0
2020-06-30,internet,"SE,PDD,MELI",3,1.0,0.0,0.11726713430370267,0.23574513460386826,0.0011787256730193413,0.11608840863068333,1.349603282914139,0.0
2020-07-31,consumer_discretionary,"ETSY,TSLA,AMZN",3,1.0,0.0,0.2534198801793996,1.0,0.005,0.2484198801793996,1.6848715687453935,0.0
2020-08-31,consumer_discretionary,"TSLA,AMZN,HD",3,1.0,0.0,-0.09856523281384724,0.48076392392458805,0.0024038196196229404,-0.10096905243347018,1.5147516829770766,-0.10096905243347021
2020-09-30,consumer_discretionary,"HD,TSLA,NKE",3,1.0,0.0,-0.04820321089703672,0.6632793082832095,0.0033163965414160475,-0.05151960743845277,1.436712270903362,-0.1472867739271181
2020-10-30,information_technology,"ZM,ENPH,OLED",3,1.0,0.0,0.06317257830632449,1.0,0.005,0.05817257830632449,1.520289527986145,-0.09768224701055472
2020-11-30,ai_compute_semiconductors,"LRCX,QCOM,AMAT",3,1.0,0.0,0.03715942993137582,1.0,0.005,0.03215942993137582,1.5691811725368199,-0.06866422245745418
2020-12-31,information_technology,"ENPH,AAPL,PANW",3,1.0,0.0,0.062255882953856395,1.0,0.005,0.0572558829538564,1.659026026084983,-0.015339770187739465
2021-01-29,ai_compute_semiconductors,"AMAT,INTC,QCOM",3,1.0,0.0,0.1160946854471666,1.0,0.005,0.1110946854471666,1.843335000601557,0.0
2021-02-26,ai_compute_semiconductors,"AMAT,INTC,LRCX",3,1.0,0.0,0.0294077422348828,0.11621973615349272,0.0005810986807674636,0.028826643554115336,1.896472161614723,0.0
2021-03-31,ai_compute_semiconductors,"AMAT,INTC,LRCX",3,1.0,0.0,-0.05477165313072736,0.041535296201060654,0.00020767648100530328,-0.054979329611732665,1.792205393541832,-0.054979329611732686
2021-04-30,financials,"V,MA,MSCI",3,1.0,0.0,-0.037104792818779764,1.0,0.005,-0.04210479281877976,1.7167449567580535,-0.0947692291478951
2021-05-28,financials,"BAC,NDAQ,TROW",3,1.0,0.0,0.0014476662955667267,1.0,0.005,-0.0035523337044332734,1.7106465057862459,-0.09798491092548323
2021-06-30,software_ai_platforms,"SHOP,MDB,CRWD",3,1.0,0.0,0.016181992114099826,1.0,0.005,0.011181992114099825,1.7297749415239603,-0.08789858531265282
2021-07-30,health_care,"MRNA,DXCM,RMD",3,1.0,0.0,0.04235252768934003,1.0,0.005,0.03735252768934003,1.7943864079235605,-0.05382929196505748
2021-08-31,information_technology,"ADBE,MSFT,NOW",3,1.0,0.0,-0.0954454030583991,1.0,0.005,-0.10044540305839911,1.6141485419371655,-0.1488677900956782
2021-09-30,software_ai_platforms,"MDB,DDOG,SNOW",3,1.0,0.0,0.1395716712549584,1.0,0.005,0.1345716712549584,1.8313672088794044,-0.03432950614992736
2021-10-29,software_ai_platforms,"NET,DDOG,SNOW",3,1.0,0.0,0.011493018473297027,0.5645120868577922,0.002822560434288961,0.008670458039008067,1.8472460014180085,-0.025956700653492204
2021-11-30,ai_compute_semiconductors,"QCOM,AMD,NVDA",3,1.0,0.0,-0.04270796279693103,1.0,0.005,-0.04770796279693103,1.7591176579055787,-0.07242632214131528
2021-12-31,ai_compute_semiconductors,"AVGO,QCOM,LRCX",3,1.0,0.0,-0.06746714523651583,0.572278627433306,0.00286139313716653,-0.07032853837368236,1.635401484197744,-0.1376612231390174
2022-01-31,energy,"XOM,LNG,BKR",3,1.0,0.0,0.11905883339291665,1.0,0.005,0.11405883339291664,1.8219334696143832,-0.03930386826077903
2022-02-28,energy,"XOM,FANG,LNG",3,1.0,0.0,0.03952745352347926,0.2558911845449215,0.0012794559227246075,0.038247997600754646,1.8916187765889285,-0.0025591649189631305
2022-03-31,utilities,"ATO,SRE,NI",3,1.0,0.0,-0.05924055877600746,1.0,0.005,-0.06424055877600746,1.770100129389668,-0.0666353215105765
2022-04-29,materials,"STLD,RGLD,RS",3,1.0,0.0,-0.039771029053953036,1.0,0.005,-0.04477102905395303,1.6908509250683572,-0.10842301864916004
2022-05-31,energy,"VLO,XOM,DVN",3,1.0,0.0,-0.1522796928817559,1.0,0.005,-0.15727969288175592,1.424914410864773,-0.24864997245646314
2022-06-30,consumer_staples,"MNST,GIS,KO",3,1.0,0.0,0.03693660831796445,1.0,0.005,0.03193660831796445,1.4704213442911844,-0.22465440091711342
2022-07-29,information_technology,"ENPH,FSLR,CDNS",3,1.0,0.0,0.12396341234910255,1.0,0.005,0.11896341234910254,1.6453476849990183,-0.13241664270035403
