rebalance_date,net_return,drawdown,regime_state
2019-04-30,-0.1861296296194138,-0.18612962961941382,
2022-05-31,-0.15727969288175592,-0.24864997245646314,
2020-02-28,-0.12597145032095464,-0.1978831715946825,
2025-01-31,-0.12107647099194087,-0.20076293876152718,
2025-03-31,-0.11305227058962969,-0.3079951541917828,
2023-07-31,-0.10820780189857042,-0.2448478128882592,
2022-11-30,-0.10273528904095429,-0.2262806420205109,
2020-08-31,-0.10096905243347018,-0.10096905243347021,
2021-08-31,-0.10044540305839911,-0.1488677900956782,
2025-10-31,-0.09016342193392525,-0.09016342193392524,
