rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return
2019-04-30,ai_compute_semiconductors,"QCOM,AVGO,AMAT",3,1.0,0.0,-0.1836296296194138,0.5,0.0025,-0.1861296296194138
2019-05-31,financials,"PYPL,V,MKTX",3,1.0,0.0,0.05989768945606459,1.0,0.005,0.054897689456064595
2019-06-28,ai_compute_semiconductors,"QCOM,AMAT,TER",3,1.0,0.0,0.011391653375995237,1.0,0.005,0.006391653375995236
2019-07-31,health_care,"EW,MDT,HUM",3,1.0,0.0,0.022197399293490815,1.0,0.005,0.017197399293490814
2019-08-30,consumer_staples,"TGT,COST,DG",3,1.0,0.0,-0.020366113440565804,1.0,0.005,-0.025366113440565805
2019-09-30,ai_compute_semiconductors,"INTC,KLAC,TER",3,1.0,0.0,0.07827209660284982,1.0,0.005,0.07327209660284982
2019-10-31,consumer_discretionary,"BKNG,HD,LULU",3,1.0,0.0,-0.06177239972540279,1.0,0.005,-0.06677239972540279
2019-11-29,information_technology,"AAPL,QRVO,UI",3,1.0,0.0,0.10668796499061242,1.0,0.005,0.10168796499061242
2019-12-31,ai_compute_semiconductors,"AMD,AMAT,INTC",3,1.0,0.0,-0.013014090035256524,1.0,0.005,-0.018014090035256523
2020-01-31,information_technology,"ADBE,AAPL,NOW",3,1.0,0.0,-0.006284412682691101,1.0,0.005,-0.011284412682691102
2020-02-28,information_technology,"ADBE,NOW,ENPH",3,1.0,0.0,-0.12457519822563251,0.2792504190644275,0.0013962520953221375,-0.12597145032095464
2020-03-31,health_care,"QGEN,GILD,VRTX",3,1.0,0.0,0.0637574863601571,1.0,0.005,0.0587574863601571
2020-04-30,consumer_discretionary,"AMZN,ETSY,EBAY",3,1.0,0.0,0.1441679301510501,1.0,0.005,0.13916793015105008
2020-05-29,internet,"MELI,SE,PDD",3,1.0,0.0,0.2549298967585422,1.0,0.005,0.2499298967585422
2020-06-30,internet,"SE,PDD,MELI",3,1.0,0.0,0.11726713430370267,0.23574513460386826,0.0011787256730193413,0.11608840863068333
2020-07-31,consumer_discretionary,"ETSY,TSLA,AMZN",3,1.0,0.0,0.2534198801793996,1.0,0.005,0.2484198801793996
2020-08-31,consumer_discretionary,"TSLA,AMZN,HD",3,1.0,0.0,-0.09856523281384724,0.48076392392458805,0.0024038196196229404,-0.10096905243347018
2020-09-30,consumer_discretionary,"HD,TSLA,NKE",3,1.0,0.0,-0.04820321089703672,0.6632793082832095,0.0033163965414160475,-0.05151960743845277
2020-10-30,information_technology,"ZM,ENPH,OLED",3,1.0,0.0,0.06317257830632449,1.0,0.005,0.05817257830632449
2020-11-30,ai_compute_semiconductors,"LRCX,QCOM,AMAT",3,1.0,0.0,0.03715942993137582,1.0,0.005,0.03215942993137582
2020-12-31,information_technology,"ENPH,AAPL,PANW",3,1.0,0.0,0.062255882953856395,1.0,0.005,0.0572558829538564
2021-01-29,ai_compute_semiconductors,"AMAT,INTC,QCOM",3,1.0,0.0,0.1160946854471666,1.0,0.005,0.1110946854471666
2021-02-26,ai_compute_semiconductors,"AMAT,INTC,LRCX",3,1.0,0.0,0.0294077422348828,0.11621973615349272,0.0005810986807674636,0.028826643554115336
2021-03-31,ai_compute_semiconductors,"AMAT,INTC,LRCX",3,1.0,0.0,-0.05477165313072736,0.041535296201060654,0.00020767648100530328,-0.054979329611732665
2021-04-30,financials,"V,MA,MSCI",3,1.0,0.0,-0.037104792818779764,1.0,0.005,-0.04210479281877976
2021-05-28,financials,"BAC,NDAQ,TROW",3,1.0,0.0,0.0014476662955667267,1.0,0.005,-0.0035523337044332734
2021-06-30,software_ai_platforms,"SHOP,MDB,CRWD",3,1.0,0.0,0.016181992114099826,1.0,0.005,0.011181992114099825
2021-07-30,health_care,"MRNA,DXCM,RMD",3,1.0,0.0,0.04235252768934003,1.0,0.005,0.03735252768934003
2021-08-31,information_technology,"ADBE,MSFT,NOW",3,1.0,0.0,-0.0954454030583991,1.0,0.005,-0.10044540305839911
2021-09-30,software_ai_platforms,"MDB,DDOG,SNOW",3,1.0,0.0,0.1395716712549584,1.0,0.005,0.1345716712549584
2021-10-29,software_ai_platforms,"NET,DDOG,SNOW",3,1.0,0.0,0.011493018473297027,0.5645120868577922,0.002822560434288961,0.008670458039008067
2021-11-30,ai_compute_semiconductors,"QCOM,AMD,NVDA",3,1.0,0.0,-0.04270796279693103,1.0,0.005,-0.04770796279693103
2021-12-31,ai_compute_semiconductors,"AVGO,QCOM,LRCX",3,1.0,0.0,-0.06746714523651583,0.572278627433306,0.00286139313716653,-0.07032853837368236
2022-01-31,energy,"XOM,LNG,BKR",3,1.0,0.0,0.11905883339291665,1.0,0.005,0.11405883339291664
2022-02-28,energy,"XOM,FANG,LNG",3,1.0,0.0,0.03952745352347926,0.2558911845449215,0.0012794559227246075,0.038247997600754646
2022-03-31,utilities,"ATO,SRE,NI",3,1.0,0.0,-0.05924055877600746,1.0,0.005,-0.06424055877600746
2022-04-29,materials,"STLD,RGLD,RS",3,1.0,0.0,-0.039771029053953036,1.0,0.005,-0.04477102905395303
2022-05-31,energy,"VLO,XOM,DVN",3,1.0,0.0,-0.1522796928817559,1.0,0.005,-0.15727969288175592
2022-06-30,consumer_staples,"MNST,GIS,KO",3,1.0,0.0,0.03693660831796445,1.0,0.005,0.03193660831796445
2022-07-29,information_technology,"ENPH,FSLR,CDNS",3,1.0,0.0,0.12396341234910255,1.0,0.005,0.11896341234910254
2022-08-31,information_technology,"FSLR,ENPH,ANET",3,1.0,0.0,0.030701855285676715,0.0823464651938778,0.000411732325969389,0.030290122959707327
2022-09-30,health_care,"BIIB,SRPT,APLS",3,1.0,0.0,0.04119092982913645,1.0,0.005,0.03619092982913645
2022-10-31,energy,"FANG,DVN,XOM",3,1.0,0.0,-0.06399429973937584,1.0,0.005,-0.06899429973937585
2022-11-30,ai_compute_semiconductors,"MCHP,LSCC,LRCX",3,1.0,0.0,-0.09773528904095428,1.0,0.005,-0.10273528904095429
2022-12-30,health_care,"GILD,ISRG,A",3,1.0,0.0,-0.038587361854473715,1.0,0.005,-0.04358736185447371
2023-01-31,ai_compute_semiconductors,"AVGO,LRCX,AMAT",3,1.0,0.0,0.02479919857329737,1.0,0.005,0.01979919857329737
2023-02-28,consumer_discretionary,"BKNG,ABNB,MGM",3,1.0,0.0,0.008509806859741146,1.0,0.005,0.003509806859741146
2023-03-31,information_technology,"AAPL,MSFT,ANET",3,1.0,0.0,-0.0036693702919797233,1.0,0.005,-0.008669370291979724
2023-04-28,health_care,"ISRG,SYK,WST",3,1.0,0.0,-0.03561245242192089,1.0,0.005,-0.04061245242192089
2023-05-31,information_technology,"ADBE,NOW,AAPL",3,1.0,0.0,0.12261032145353025,1.0,0.005,0.11761032145353024
2023-06-30,information_technology,"ADBE,AAPL,PANW",3,1.0,0.0,0.053464295545306316,0.2991504870932926,0.0014957524354664632,0.05196854310983985
2023-07-31,ai_compute_semiconductors,"ON,MRVL,AVGO",3,0.9999999999999999,1.1102230246251565e-16,-0.10320780189857041,1.0,0.005,-0.10820780189857042
2023-08-31,information_technology,"ADBE,INTU,ANET",3,1.0,0.0,-0.0715483377429105,1.0,0.005,-0.0765483377429105
2023-09-29,energy,"FANG,XOM,PSX",3,1.0,0.0,-0.026985601501228806,1.0,0.005,-0.031985601501228804
2023-10-31,energy,"CHRD,OXY,FANG",3,1.0,0.0,-0.025695659305657564,0.7904745414434589,0.003952372707217294,-0.02964803201287486
2023-11-30,ai_compute_semiconductors,"QCOM,INTC,AMD",3,1.0,0.0,0.075269980742899,1.0,0.005,0.070269980742899
2023-12-29,ai_compute_semiconductors,"AVGO,QCOM,LRCX",3,1.0,0.0,0.04629440927877206,0.580308136091983,0.0029015406804599147,0.04339286859831215
2024-01-31,ai_compute_semiconductors,"LRCX,AMD,AVGO",3,1.0,0.0,0.1959150713404514,0.6877151709231027,0.003438575854615514,0.1924764954858359
2024-02-29,ai_compute_semiconductors,"NVDA,AMAT,AVGO",3,1.0,0.0,0.05768262744955259,0.88157297392605,0.004407864869630251,0.053274762579922336
2024-03-28,ai_compute_semiconductors,"NVDA,AMAT,LRCX",3,1.0,0.0,-0.02991078079291161,0.15074683696162852,0.0007537341848081426,-0.030664514977719753
2024-04-30,energy,"FANG,TRGP,XOM",3,1.0,0.0,-0.005683183132328435,1.0,0.005,-0.010683183132328435
2024-05-31,ai_compute_semiconductors,"NVDA,QCOM,TER",3,1.0,0.0,0.03458742671532269,1.0,0.005,0.029587426715322687
2024-06-28,information_technology,"AAPL,ANET,ORCL",3,1.0,0.0,0.0008469821022930049,1.0,0.005,-0.004153017897706995
2024-07-31,health_care,"HALO,VRTX,UTHR",3,0.9999999999999999,1.1102230246251565e-16,0.11017246537522744,1.0,0.005,0.10517246537522744
2024-08-30,information_technology,"ADBE,FTNT,PANW",3,1.0,0.0,-0.08187365814012447,1.0,0.005,-0.08687365814012447
2024-09-30,information_technology,"ORCL,CSCO,AAPL",3,1.0,0.0,0.036377810938401194,1.0,0.005,0.031377810938401196
2024-10-31,information_technology,"CSCO,ORCL,PANW",3,1.0,0.0,0.0766828121808551,0.1619141813741809,0.0008095709068709046,0.07587324127398419
2024-11-29,information_technology,"ORCL,CSCO,FICO",3,1.0,0.0,-0.07209128621770078,0.26145477924847726,0.0013072738962423864,-0.07339856011394316
2024-12-31,information_technology,"CSCO,AAPL,DBX",3,1.0,0.0,-0.01527114760441748,0.6723240850074074,0.003361620425037037,-0.018632768029454516
2025-01-31,information_technology,"HUBS,DBX,FFIV",3,1.0,0.0,-0.11672204374587442,0.8708854492132897,0.004354427246066449,-0.12107647099194087
2025-02-28,information_technology,"VRSN,FTNT,CSCO",3,1.0,0.0,-0.018807436074727714,1.0,0.005,-0.023807436074727715
2025-03-31,energy,"AM,XOM,CVX",3,1.0,0.0,-0.10805227058962968,1.0,0.005,-0.11305227058962969
2025-04-30,software_ai_platforms,"PLTR,TTWO,GWRE",3,1.0,0.0,0.03193844295481091,1.0,0.005,0.026938442954810907
2025-05-30,nuclear_power,"CEG,CCJ",2,1.0,0.0,0.10763672512041339,1.0,0.005,0.10263672512041339
2025-06-30,ai_compute_semiconductors,"NVDA,AVGO,AMAT",3,1.0,0.0,0.12766184285226012,1.0,0.005,0.12266184285226012
2025-07-31,ai_compute_semiconductors,"AMD,NVDA,AVGO",3,1.0,0.0,-0.044996082176544536,0.49541790935182073,0.0024770895467591037,-0.04747317172330364
2025-08-29,communication,"GOOGL,GOOG,EA",3,1.0,0.0,0.15644546279571783,1.0,0.005,0.15144546279571783
2025-09-30,ai_compute_semiconductors,"LRCX,NVDA,TER",3,1.0,0.0,0.19608790234821538,1.0,0.005,0.19108790234821538
2025-10-31,ai_compute_semiconductors,"AMD,LRCX,TER",3,1.0,0.0,-0.08766342193392525,0.5,0.0025,-0.09016342193392525
2025-11-28,optical_networking_ai_infra,"LITE,CIEN,COHR",3,1.0,0.0,0.19825153885866817,1.0,0.005,0.19325153885866816
2025-12-31,space_launch,"RKLB,ASTS,GE",3,1.0,0.0,0.25431460558942703,1.0,0.005,0.24931460558942703
2026-01-30,ai_compute_semiconductors,"AMAT,LRCX,TER",3,1.0,0.0,0.04327612920828396,1.0,0.005,0.038276129208283965
2026-02-27,optical_networking_ai_infra,"LITE,CIEN,COHR",3,1.0,0.0,-0.024302533005763755,1.0,0.005,-0.029302533005763756
2026-03-31,energy,"LNG,PR,PBR",3,1.0,0.0,0.009129609633293304,1.0,0.005,0.0041296096332933034
