rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,raw_period_forward_return,risk_adjusted_forward_return,weighted_forward_return,raw_weighted_forward_return,position_risk_action,position_risk_reason,position_risk_hard_stop,position_risk_enabled,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,target_stock_names,portfolio_mode
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.5,6.388084329836214,0.7682025769506069,early_scout,preferred_final_label,0.07223993666526707,0.07223993666526707,0.07223993666526707,0.036119968332633534,0.036119968332633534,hold,hold,-0.08,True,1,conviction_curve,initial_rebalance,1,2019-06-28,0.5649187052767333,0.13333333333333333,neutral,1,concentrated_alpha
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.5,5.780195796100241,0.7793294909541095,early_scout,preferred_final_label,0.015824750829606993,0.015824750829606993,0.015824750829606993,0.007912375414803496,0.007912375414803496,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-07-31,0.585149013827651,0.13333333333333333,promote_monster_early,1,concentrated_alpha
2019-07-31,V,VISA INC CLASS A,Financials,0.5,5.792349734818815,0.76446878201369,early_scout,preferred_final_label,0.008876038788547369,0.008876038788547369,0.008876038788547369,0.0044380193942736845,0.0044380193942736845,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-08-30,0.5641831253878486,0.13333333333333333,neutral,1,concentrated_alpha
2019-08-30,V,VISA INC CLASS A,Financials,0.5,5.800338086636284,0.7500576394815259,early_scout,preferred_final_label,-0.04154627820795831,-0.04154627820795831,-0.04154627820795831,-0.020773139103979155,-0.020773139103979155,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-09-30,0.552235185796699,0.13333333333333333,neutral,1,concentrated_alpha
2019-09-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.5,4.049549904835292,0.7158389138637824,early_scout,preferred_final_label,0.014784886727329916,0.014784886727329916,0.014784886727329916,0.007392443363664958,0.007392443363664958,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-10-31,0.5665480125200454,0.13333333333333333,neutral,1,concentrated_alpha
2019-10-31,V,VISA INC CLASS A,Financials,0.5,5.74893592977586,0.7505871324961748,early_scout,preferred_final_label,0.02452996805306351,0.02452996805306351,0.02452996805306351,0.012264984026531756,0.012264984026531756,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-11-29,0.494125743776664,0.146875,neutral,1,concentrated_alpha
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,0.5,6.16177983741256,0.7696405035850707,early_scout,preferred_final_label,0.033965380590298855,0.033965380590298855,0.033965380590298855,0.016982690295149427,0.016982690295149427,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-12-31,0.5424067881298361,0.146875,neutral,1,concentrated_alpha
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.5,2.8281759937198117,0.6823748245013554,early_scout,monster_extreme_early,0.01426722609921871,0.01426722609921871,0.01426722609921871,0.007133613049609355,0.007133613049609355,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2020-01-31,0.6500596449851296,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,0.5,6.454121728952761,0.7772201940669425,early_scout,preferred_final_label,-0.06245287281194123,-0.06245287281194123,-0.06245287281194123,-0.031226436405970615,-0.031226436405970615,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2020-02-28,0.5235642565146792,0.13333333333333333,neutral,1,concentrated_alpha
2020-02-28,MA,MASTERCARD INC CLASS A,Financials,0.5,6.413871152351764,0.7918869555192285,early_scout,preferred_final_label,-0.08,-0.227341210135503,-0.08,-0.04,-0.1136706050677515,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2020-03-31,0.40551889355120346,0.146875,neutral,1,concentrated_alpha
