rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.07763115025490891,-0.10038757130417453,
2021-12-31,-0.07438491607755252,-0.10247123861432039,
2022-11-30,-0.07297220646264475,-0.25230303676603116,
2020-08-31,-0.06391354499906049,-0.06391354499906032,
2023-08-31,-0.06020138989040553,-0.14572415780424608,
2019-08-30,-0.060140593023433914,-0.060140593023433886,
2021-08-31,-0.05993982616792916,-0.059939826167929144,
2026-02-27,-0.05259577743742225,-0.052595777437422275,
2023-03-31,-0.050729174154362455,-0.26710776796676283,
2022-03-31,-0.04899363576252979,-0.16657871983661476,
