rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth
2019-04-30,NOW,enter,monster_scout,scout,1.4000837984822687,0,0.3657768262876611,0.35,1.0
2019-04-30,ALGN,enter,monster_scout,scout,1.3821722583663947,0,0.5264011251312151,0.35,0.35
2019-04-30,CDNS,enter,monster_scout,scout,1.3619326792006907,0,0.4047614383672171,0.35,0.35
2019-05-31,NOW,hold,hold,confirm,0.9204105829868455,0,0.5259785323702689,0.35,1.0
2019-05-31,ALGN,trim,distribution_trim,scout,0.4810533871332571,0,0.8847162936386646,0.35,0.35
2019-05-31,CDNS,hold,watch_stale,scout,0.32035267330245315,1,0.5259785323702689,0.35,0.35
2019-05-31,SBAC,enter,monster_scout,scout,0.9881519289004551,0,0.5259785323702689,0.35,0.35
2019-05-31,BR,enter,monster_scout,scout,0.9661368394978286,0,0.5259785323702689,0.35,0.35
2019-05-31,SHOP,enter,monster_scout,scout,0.9563369211542799,0,0.5259785323702689,0.35,0.35
2019-06-28,NOW,hold,hold,confirm,0.8042905291918947,0,0.0516149525445256,0.35,1.0
2019-06-28,ALGN,trim,distribution_trim,scout,0.12622950068549244,1,0.8102749844158897,0.35,0.35
2019-06-28,CDNS,hold,hold,confirm,0.8203942761558688,0,0.1774473418662536,0.35,0.35
2019-06-28,SBAC,hold,hold,scout,0.6790994345120963,0,0.0516149525445256,0.35,0.35
2019-06-28,BR,hold,hold,confirm,0.8664245609127237,0,0.1530001229912858,0.35,0.35
2019-06-28,SHOP,hold,hold,confirm,0.7817373946454138,0,0.3624772943509092,0.35,0.35
2019-06-28,ADBE,enter,monster_scout,scout,1.146123760551983,0,0.0516149525445256,0.15,1.0
2019-06-28,HEI,enter,monster_scout,scout,1.0879023212128969,0,0.5122433199621943,0.35,0.35
2019-07-31,NOW,hold,watch_stale,confirm,0.0565693454040706,1,0.2846848712565041,0.35,1.0
2019-07-31,ALGN,exit,failed_recovery_after_peak,scout,,,,,
2019-07-31,CDNS,hold,hold,confirm,0.591589957830427,0,0.2846848712565041,0.35,0.35
2019-07-31,SBAC,hold,hold,confirm,0.805508583811238,0,0.2846848712565041,0.35,0.35
2019-07-31,BR,hold,watch_stale,confirm,0.12868259883215583,1,0.2846848712565041,0.35,0.35
2019-07-31,SHOP,hold,hold,confirm,0.5265447123768737,0,0.3761198326993142,0.35,0.35
2019-07-31,ADBE,hold,hold,confirm,0.9031285360385536,0,0.2846848712565041,0.15,1.0
2019-07-31,HEI,hold,hold,confirm,0.990559546294617,0,0.354888141021887,0.35,0.35
2019-07-31,CTAS,enter,monster_scout,scout,1.0847186040918873,0,0.2846848712565041,0.35,0.35
2019-08-30,NOW,hold,watch_stale,confirm,0.16653065483542678,2,0.2296455592676155,0.35,1.0
2019-08-30,CDNS,hold,watch_stale,confirm,0.12571715281207546,1,0.2296455592676155,0.35,0.35
2019-08-30,SBAC,hold,hold,confirm,0.656193294033698,0,0.2296455592676155,0.35,0.35
2019-08-30,BR,exit,stale_leader_review_exit,confirm,,,,,
2019-08-30,SHOP,hold,hold,confirm,0.7673711579840262,0,0.4320589198477393,0.35,0.35
2019-08-30,ADBE,hold,hold,confirm,0.44819354601540934,0,0.2296455592676155,0.15,1.0
2019-08-30,HEI,hold,hold,winner,0.9366865845171517,0,0.2296455592676155,0.35,0.35
2019-08-30,CTAS,hold,hold,confirm,1.0217250650929268,0,0.2296455592676155,0.35,0.35
2019-08-30,MU,enter,monster_scout,scout,1.306160627507684,0,0.2296455592676155,0.15,1.0
2019-09-30,NOW,exit,stale_leader_review_exit,confirm,,,,,
2019-09-30,CDNS,exit,stale_leader_review_exit,confirm,,,,,
2019-09-30,SBAC,hold,watch_stale,confirm,-0.09639684911281293,1,0.1942480183164893,0.35,0.35
2019-09-30,SHOP,hold,watch_stale,confirm,-0.35729561874261023,1,0.1942480183164893,0.35,0.35
2019-09-30,ADBE,hold,watch_stale,confirm,-0.16848340285809743,1,0.1942480183164893,0.15,1.0
2019-09-30,HEI,hold,watch_stale,winner,-0.1637863197686177,1,0.1942480183164893,0.35,0.35
2019-09-30,CTAS,hold,hold,winner,0.925170382502371,0,0.1942480183164893,0.35,0.35
2019-09-30,MU,hold,watch_stale,scout,0.3302931549097881,1,0.1942480183164893,0.15,1.0
2019-09-30,GMED,enter,monster_scout,scout,1.2243494655905791,0,0.8375251665750149,0.35,0.35
2019-09-30,SYY,enter,monster_scout,scout,1.1338685570272338,0,0.1942480183164893,0.35,0.35
2019-10-31,SBAC,exit,stale_leader_review_exit,confirm,,,,,
2019-10-31,SHOP,exit,stale_leader_review_exit,confirm,,,,,
2019-10-31,ADBE,hold,watch_stale,confirm,0.16938074879647824,2,0.0045461999719623,0.15,1.0
2019-10-31,HEI,exit,stale_leader_review_exit,winner,,,,,
2019-10-31,CTAS,hold,hold,winner,0.6190018463997373,0,0.0045461999719623,0.35,0.35
2019-10-31,MU,hold,hold,confirm,0.7145411480630726,0,0.0140867077386296,0.15,1.0
2019-10-31,GMED,exit,missing_from_candidate_book,scout,,,,,
2019-10-31,SYY,hold,hold,confirm,1.2492140075117912,0,0.0045461999719623,0.35,0.35
2019-10-31,AAPL,enter,monster_scout,scout,1.3447154694885808,0,0.2348268187018809,0.35,0.35
2019-10-31,VST,enter,monster_scout,scout,1.1151051191548302,0,0.0045461999719623,0.15,1.0
2019-10-31,NRG,enter,monster_scout,scout,1.0567811691953986,0,0.0045461999719623,0.15,1.0
2019-11-29,ADBE,hold,hold,confirm,0.6449145971028358,0,0.0887855024560437,0.15,1.0
2019-11-29,CTAS,hold,watch_stale,winner,-0.2568174173058729,1,0.0887855024560437,0.35,0.35
2019-11-29,MU,hold,hold,confirm,0.7536109028476053,0,0.0887855024560437,0.15,1.0
2019-11-29,SYY,hold,hold,confirm,0.5739774788719404,0,0.0887855024560437,0.35,0.35
2019-11-29,AAPL,hold,hold,confirm,1.0562697792564562,0,0.2834539684654212,0.35,0.35
2019-11-29,VST,hold,watch_stale,scout,-0.1342202998976514,1,0.0887855024560437,0.15,1.0
2019-11-29,NRG,hold,hold,scout,0.5363940010478391,0,0.0887855024560437,0.15,1.0
2019-11-29,DPZ,enter,monster_scout,scout,1.2343775037806708,0,0.0887855024560437,0.35,0.35
2019-12-31,ADBE,hold,hold,confirm,0.7765773875769562,0,0.2348553780376331,0.15,1.0
2019-12-31,CTAS,exit,stale_leader_review_exit,winner,,,,,
