rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-04-30,7,0.5,-0.11073918091630294,0.0025,0.5,-0.11323918091630295,0.0,7,"AMZN,MU,AAPL,GOOG,GOOGL,GDDY,HD",0.8867608190836971,-0.11323918091630292
2019-05-31,7,0.5,0.06518435103532014,0.005,1.0,0.06018435103532014,0.0,7,"V,TGT,KO,CZR,YUM,SPGI,RSG",0.9401299435037983,-0.059870056496201696
2019-06-28,7,0.5,0.02391258737107936,0.004785944552016295,0.957188910403259,0.019126642819063067,1.1102230246251565e-16,7,"AMZN,HD,AAPL,TREX,CME,KO,TTWO",0.9581114731367014,-0.04188852686329858
2019-07-31,7,0.5,-0.017365700740046452,0.004785944552016295,0.957188910403259,-0.022151645292062747,0.0,7,"GOOG,GOOGL,INTC,ORCL,KO,BSX,ISRG",0.9368877276335216,-0.06311227236647843
2019-08-30,7,0.5,-0.011921521032172802,0.0033798930283755464,0.6759786056751093,-0.015301414060548349,0.0,7,"ABT,CRM,GOOG,GOOGL,LOW,BKNG,SYY",0.9225520205847548,-0.07744797941524517
2019-09-30,7,0.5,0.04291202856938241,0.0033798930283755464,0.6759786056751093,0.03953213554100686,0.0,7,"INTC,NRG,GOOG,GOOGL,ORLY,KO,FIVE",0.959022472106141,-0.040977527893859
2019-10-31,7,0.5,0.009804577659649228,0.0032829845410142122,0.6565969082028424,0.006521593118635016,0.0,7,"GOOG,CRM,GOOGL,CAT,UNH,BKNG,LOW",0.9652768264608448,-0.03472317353915522
2019-11-29,7,0.5,-0.01763072120732314,0.002692194247944086,0.5384388495888172,-0.020322915455267227,1.1102230246251565e-16,7,"XYZ,CRM,GOOG,GOOGL,MU,ORCL,PANW",0.9456595871257524,-0.05434041287424762
2019-12-31,7,0.5,0.029629280121873186,0.004361395892518407,0.8722791785036813,0.02526788422935478,0.0,7,"AVGO,V,PLNT,LRCX,GOOG,GOOGL,DIS",0.9695544040936254,-0.030445595906374634
2020-01-31,7,0.5,-0.012439659088949732,0.005,1.0,-0.017439659088949733,1.1102230246251565e-16,7,"XYZ,AMZN,PYPL,INTU,MDT,CME,OGE",0.9526457058180428,-0.047354294181957246
2020-02-28,7,0.5,-0.2070017404605974,0.004999999999999999,0.9999999999999999,-0.21200174046059742,0.0,7,"ETSY,CSGP,HUBS,SBAC,IRDM,GILD,ROL",0.7506831581423035,-0.24931684185769654
2020-03-31,7,0.5,0.22054639984373856,0.004613183815144543,0.9226367630289086,0.215933216028594,0.0,6,"AMZN,VEEV,MOH,SBAC,ZS,COR",0.9127805866984727,-0.08721941330152727
2020-04-30,7,0.5,0.050464424653291436,0.0027008120686566363,0.5401624137313272,0.047763612584634796,0.0,7,"AMZN,ABT,COST,BABA,GOOGL,GOOG,CHTR",0.9563782850163143,-0.04362171498368572
2020-05-29,7,0.5,-0.02113835735277124,0.0030353761827163635,0.6070752365432727,-0.0241737335354876,0.0,7,"COST,ABT,GOOGL,GOOG,TGT,V,CRM",0.9332590511952034,-0.06674094880479664
2020-06-30,7,0.5,0.12074094423162528,0.004864595426704671,0.9729190853409342,0.1158763488049206,0.0,7,"MELI,NOW,SE,ETSY,V,HD,MA",1.041401702536848,0.0
