rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.21200174046059742,-0.24931684185769654,
2022-05-31,-0.1803907373181604,-0.4134942277079596,
2021-12-31,-0.13391837797388312,-0.13391837797388306,
2022-03-31,-0.1287642753950662,-0.29017083107248476,
2019-04-30,-0.11323918091630295,-0.11323918091630292,
2023-04-28,-0.09676917678627062,-0.370511867300121,
2022-11-30,-0.07784528897866996,-0.36075607615821625,
2022-01-31,-0.07208136916152375,-0.19634672709515888,
2025-02-28,-0.07087609202392076,-0.07087609202392076,
2020-09-30,-0.07039650723477528,-0.11381660411195482,
