ticker,side,reason,risk_rule_action,signal_date,fill_date,fill_price,sell_fraction,portfolio_kind,price_return,drawdown_from_peak,benchmark_return,relative_return,protected,quantity,gross_value,fee_usd,cash_after,shares_after
W,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-03,2019-05-06,151.82000732421875,1.0,main,-0.08995286225697952,-0.08995286225697952,0.007608018150395024,-0.09682423983332444,False,27.0,4099.140197753906,10.247850494384766,4734.6857763433545,0.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-13,2019-05-14,25.191450119018555,1.0,main,-0.08002516728897746,-0.08002516728897746,-0.037524058758223844,-0.04415809965693185,False,209.0,5265.013074874878,13.162532687187195,9986.536318531045,0.0
KEYS,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-05-20,2019-05-21,75.36000061035156,1.0,main,-0.13160963162624817,-0.15445682353646573,-0.02693495454448891,-0.10757212744473721,False,46.0,3466.560028076172,8.66640007019043,13444.429946537028,0.0
NOW,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-06-03,2019-06-04,51.5099983215332,1.0,main,-0.0814349666087032,-0.10641819806604069,-0.05907904600137892,-0.023759616057351662,False,86.0,4429.8598556518555,11.074649639129639,67213.24833110333,0.0
ORLY,SELL,weekly_relative_trim,weekly_relative_trim,2019-06-21,2019-06-24,25.03266716003418,0.5,main,0.0054780844892448055,-0.030131963538845508,0.07597276046752643,-0.06551715672397751,False,26.0,650.8493461608887,1.6271233654022217,67862.47055389882,26.0
AVGO,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,23.15580177307129,0.5,main,-0.05889792073220901,-0.05889792073220901,0.009470230172443195,-0.06772676287142532,False,78.0,1806.1525382995605,4.515381345748901,1821.794312033657,78.0
PEG,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,47.5430793762207,0.5,main,0.011237448633544922,-0.02551920874329172,0.09229520889894971,-0.07420865678529553,False,1.0,47.5430793762207,0.11885769844055176,1869.2185337114372,2.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-07-08,2019-07-09,23.203798294067383,1.0,main,-0.08453452442364284,-0.08453452442364284,0.003923874642627112,-0.0881126560495028,False,78.0,1809.8962669372559,4.524740667343139,3674.59005998135,0.0
UNH,SELL,weekly_relative_trim,weekly_relative_trim,2019-08-02,2019-08-05,218.6339874267578,0.5,main,0.006471661239056514,-0.06225400462069153,0.07092236602460122,-0.060182424823933656,False,8.0,1749.0718994140625,4.372679748535156,1755.5725300169124,9.0
XYZ,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-02,2019-08-05,64.8499984741211,1.0,main,-0.1405285800329389,-0.1405285800329389,-0.007529857354294456,-0.13400778216269493,False,38.0,2464.2999420166016,6.160749855041504,4213.711722178472,0.0
NOW,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-05,2019-08-06,52.34199905395508,1.0,main,-0.09417657550355085,-0.1505077903116585,-0.04004559685551823,-0.05638911438993155,False,119.0,6228.697887420654,15.571744718551637,10426.837864880574,0.0
GPK,SELL,weekly_relative_trim,weekly_relative_trim,2019-08-09,2019-08-12,11.51208782196045,0.5,main,-0.07876700731123476,-0.08441114490540846,-0.010921283244206492,-0.0685948680501024,False,157.0,1807.3977880477905,4.518494470119476,12229.717158458245,157.0
GPK,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-12,2019-08-13,11.644309997558594,1.0,main,-0.1054792503522306,-0.11095972948392085,-0.022962217274455354,-0.08445633785787254,False,157.0,1828.1566696166992,4.5703916740417485,14053.303436400902,0.0
ORCL,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-14,2019-08-15,47.697853088378906,1.0,main,-0.08355674251362366,-0.1266534208586373,-0.039775012334800075,-0.045595283127633945,False,141.0,6725.397285461426,16.813493213653565,20761.887228648673,0.0
UNH,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-08-27,2019-08-28,202.833740234375,1.0,main,-0.10268833426875956,-0.1639601455735905,0.04987870626347979,-0.14531873027049547,False,9.0,1825.503662109375,4.563759155273438,22582.827131602775,0.0
AMT,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-09-10,2019-09-11,176.91162109375,1.0,main,-0.09094352776182169,-0.1031233814355037,0.025418125585867424,-0.11347727375231098,False,18.0,3184.4091796875,7.9610229492187505,3672.421861875077,0.0
ROKU,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-09-10,2019-09-11,149.75999450683594,1.0,main,-0.08120859954511539,-0.15141882213755098,0.025418125585867424,-0.1039836555161946,False,20.0,2995.1998901367188,7.487999725341797,6660.133752286454,0.0
SHOP,SELL,daily_trailing_stop_exit,daily_trailing_stop_exit,2019-09-10,2019-09-11,34.750999450683594,1.0,main,0.20024919240461148,-0.1713801829018824,0.02662725087757356,0.16911877351650628,False,153.0,5316.90291595459,13.292257289886475,11963.744410951158,0.0
AMGN,SELL,weekly_relative_trim,weekly_relative_trim,2019-09-13,2019-09-16,159.18060302734375,0.5,main,-0.04890026012548587,-0.059018958660076004,0.035599290535071715,-0.08159483251180921,False,16.0,2546.8896484375,6.36722412109375,14504.266835267565,17.0
NOW,SELL,weekly_relative_trim,weekly_relative_trim,2019-09-13,2019-09-16,52.22999954223633,0.5,main,-0.043359413274112635,-0.06549962000878196,0.035599290535071715,-0.07624445529350266,False,62.0,3238.2599716186523,8.095649929046631,17734.43115695717,63.0
