rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,portfolio_sleeve_role,policy_id
2019-04-30,HD,0.1173686007772241,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-04-30,V,0.101629452569364,VISA INC CLASS A,Financials,core_compounder,core_compounder,fast_reentry
2019-04-30,NOW,0.0613463063679837,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,AVGO,0.0613463063679837,BROADCOM INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,DHR,0.0536671737657871,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-04-30,AMT,0.0498317953163657,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
2019-04-30,MELI,0.0485081876913908,MercadoLibre,Internet,core_compounder,core_compounder,fast_reentry
2019-04-30,CSX,0.0478846095771596,CSX CORP,Industrials,core_compounder,core_compounder,fast_reentry
2019-04-30,DG,0.0474905676928044,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-04-30,W,0.0473503172204907,WAYFAIR INC CLASS A,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-04-30,CDNS,0.0473476138222067,CADENCE DESIGN SYSTEMS INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,EL,0.0469416941394608,ESTEE LAUDER INC CLASS A,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-04-30,FDS,0.0448812291152963,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-04-30,VICI,0.0448812291152963,VICI PPTYS INC,Real Estate,core_compounder,core_compounder,fast_reentry
2019-04-30,KEYS,0.0448812291152963,KEYSIGHT TECHNOLOGIES INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,CPRT,0.0448812291152963,COPART INC,Industrials,core_compounder,core_compounder,fast_reentry
2019-04-30,PAYC,0.0448812291152963,PAYCOM SOFTWARE INC,Industrials,core_compounder,core_compounder,fast_reentry
2019-04-30,EXR,0.0448812291152963,EXTRA SPACE STORAGE REIT INC,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,CASH,0.2799999999999999,Cash,Cash,cash,cash,fast_reentry
2019-05-31,NOW,0.0847686061593086,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-05-31,V,0.0608950268720317,VISA INC CLASS A,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,AMT,0.0516385776135405,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,FDS,0.0506559160797808,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,MA,0.050034342759845,MASTERCARD INC CLASS A,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,DHR,0.0487079798911415,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-05-31,HD,0.0429103751110215,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,UNH,0.0392129468749923,UNITEDHEALTH GROUP INC,Health Care,core_compounder,core_compounder,fast_reentry
2019-05-31,PEG,0.035893933132222,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,core_compounder,fast_reentry
2019-05-31,DG,0.0351781145199843,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-05-31,PAYC,0.0322651855319691,PAYCOM SOFTWARE INC,Industrials,core_compounder,core_compounder,fast_reentry
2019-05-31,PYPL,0.0316150328528417,PAYPAL HOLDINGS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,ADBE,0.0315457579148764,ADOBE INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-05-31,SHOP,0.0291937847201669,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-05-31,SUI,0.0248172066135656,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,AZO,0.0242314138298816,AUTOZONE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,ELS,0.0235976398173319,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,KO,0.0228381597054978,COCA-COLA,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-06-28,MA,0.1149922431876744,MASTERCARD INC CLASS A,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,HD,0.1000892137663018,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,V,0.0867671097043142,VISA INC CLASS A,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,NOW,0.0743985865188226,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-06-28,ELS,0.0584079296810182,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,core_compounder,fast_reentry
