rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,leader_circuit_state,leader_circuit_multiplier,leader_circuit_source_rebalance_date,leader_circuit_target_book
2021-07-30,TROW,0.33,T ROWE PRICE GROUP INC,Financials,future_winner,normal,1.0,2021-07-30,True
2021-08-31,DHR,0.33,DANAHER CORP,Health Care,core_compounder,normal,1.0,2021-08-31,True
2021-08-31,TROW,0.33,T ROWE PRICE GROUP INC,Financials,future_winner,normal,1.0,2021-08-31,True
2021-09-28,DHR,0.29700000000000004,DANAHER CORP,Health Care,core_compounder,caution,0.9,2021-08-31,True
2021-09-28,TROW,0.29700000000000004,T ROWE PRICE GROUP INC,Financials,future_winner,caution,0.9,2021-08-31,True
2021-09-30,ORLY,0.29700000000000004,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.9,2021-09-30,True
2021-09-30,RGEN,0.29700000000000004,Repligen,Health Care,future_winner,caution,0.9,2021-09-30,True
2021-10-01,ORLY,0.23099999999999998,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,crisis,0.7,2021-09-30,True
2021-10-01,RGEN,0.23099999999999998,Repligen,Health Care,future_winner,crisis,0.7,2021-09-30,True
2021-10-18,ORLY,0.29700000000000004,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,caution,0.9,2021-09-30,True
2021-10-18,RGEN,0.29700000000000004,Repligen,Health Care,future_winner,caution,0.9,2021-09-30,True
2021-10-19,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2021-09-30,True
2021-10-19,RGEN,0.33,Repligen,Health Care,future_winner,normal,1.0,2021-09-30,True
2021-10-29,CPRT,0.33,COPART INC,Industrials,early_scout,normal,1.0,2021-10-29,True
2021-10-29,ODFL,0.33,OLD DOMINION FREIGHT LINE INC,Industrials,future_winner,normal,1.0,2021-10-29,True
2021-11-30,AZO,0.33,AUTOZONE INC,Consumer Discretionary,future_winner,normal,1.0,2021-11-30,True
2021-11-30,FDS,0.33,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,normal,1.0,2021-11-30,True
2021-12-01,AZO,0.29700000000000004,AUTOZONE INC,Consumer Discretionary,future_winner,caution,0.9,2021-11-30,True
2021-12-01,FDS,0.29700000000000004,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,caution,0.9,2021-11-30,True
2021-12-02,AZO,0.33,AUTOZONE INC,Consumer Discretionary,future_winner,normal,1.0,2021-11-30,True
2021-12-02,FDS,0.33,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,normal,1.0,2021-11-30,True
2021-12-31,FDS,0.33,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,normal,1.0,2021-12-31,True
2021-12-31,STE,0.33,STERIS,Health Care,future_winner,normal,1.0,2021-12-31,True
2022-01-10,FDS,0.29700000000000004,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,caution,0.9,2021-12-31,True
2022-01-10,STE,0.29700000000000004,STERIS,Health Care,future_winner,caution,0.9,2021-12-31,True
2022-01-25,FDS,0.23099999999999998,FACTSET RESEARCH SYSTEMS INC,Financials,future_winner,crisis,0.7,2021-12-31,True
2022-01-25,STE,0.23099999999999998,STERIS,Health Care,future_winner,crisis,0.7,2021-12-31,True
2022-01-31,AAPL,0.23099999999999998,APPLE INC,Information Technology,core_compounder,crisis,0.7,2022-01-31,True
2022-01-31,ATO,0.23099999999999998,ATMOS ENERGY CORP,Utilities,early_scout,crisis,0.7,2022-01-31,True
2022-02-16,AAPL,0.29700000000000004,APPLE INC,Information Technology,core_compounder,caution,0.9,2022-01-31,True
2022-02-16,ATO,0.29700000000000004,ATMOS ENERGY CORP,Utilities,early_scout,caution,0.9,2022-01-31,True
2022-02-17,AAPL,0.33,APPLE INC,Information Technology,core_compounder,normal,1.0,2022-01-31,True
2022-02-17,ATO,0.33,ATMOS ENERGY CORP,Utilities,early_scout,normal,1.0,2022-01-31,True
2022-02-24,AAPL,0.29700000000000004,APPLE INC,Information Technology,core_compounder,caution,0.9,2022-01-31,True
2022-02-24,ATO,0.29700000000000004,ATMOS ENERGY CORP,Utilities,early_scout,caution,0.9,2022-01-31,True
2022-02-25,AAPL,0.33,APPLE INC,Information Technology,core_compounder,normal,1.0,2022-01-31,True
2022-02-25,ATO,0.33,ATMOS ENERGY CORP,Utilities,early_scout,normal,1.0,2022-01-31,True
2022-02-28,BYD,0.33,BOYD GAMING CORP,Consumer Discretionary,early_scout,normal,1.0,2022-02-28,True
2022-02-28,FCX,0.33,FREEPORT MCMORAN INC,Materials,future_winner,normal,1.0,2022-02-28,True
2022-03-07,BYD,0.23099999999999998,BOYD GAMING CORP,Consumer Discretionary,early_scout,crisis,0.7,2022-02-28,True
2022-03-07,FCX,0.23099999999999998,FREEPORT MCMORAN INC,Materials,future_winner,crisis,0.7,2022-02-28,True
2022-03-16,BYD,0.29700000000000004,BOYD GAMING CORP,Consumer Discretionary,early_scout,caution,0.9,2022-02-28,True
2022-03-16,FCX,0.29700000000000004,FREEPORT MCMORAN INC,Materials,future_winner,caution,0.9,2022-02-28,True
2022-03-17,BYD,0.33,BOYD GAMING CORP,Consumer Discretionary,early_scout,normal,1.0,2022-02-28,True
2022-03-17,FCX,0.33,FREEPORT MCMORAN INC,Materials,future_winner,normal,1.0,2022-02-28,True
2022-03-31,OKE,0.33,ONEOK INC,Energy,future_winner,normal,1.0,2022-03-31,True
2022-03-31,STLD,0.33,STEEL DYNAMICS INC,Materials,future_winner,normal,1.0,2022-03-31,True
2022-04-29,FCX,0.33,FREEPORT MCMORAN INC,Materials,future_winner,normal,1.0,2022-04-29,True
2022-04-29,LYB,0.33,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,normal,1.0,2022-04-29,True
2022-05-02,FCX,0.29700000000000004,FREEPORT MCMORAN INC,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-02,LYB,0.29700000000000004,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-04,FCX,0.33,FREEPORT MCMORAN INC,Materials,future_winner,normal,1.0,2022-04-29,True
2022-05-04,LYB,0.33,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,normal,1.0,2022-04-29,True
2022-05-05,FCX,0.29700000000000004,FREEPORT MCMORAN INC,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-05,LYB,0.29700000000000004,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-12,FCX,0.23099999999999998,FREEPORT MCMORAN INC,Materials,future_winner,crisis,0.7,2022-04-29,True
2022-05-12,LYB,0.23099999999999998,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,crisis,0.7,2022-04-29,True
2022-05-17,FCX,0.29700000000000004,FREEPORT MCMORAN INC,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-17,LYB,0.29700000000000004,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-18,FCX,0.23099999999999998,FREEPORT MCMORAN INC,Materials,future_winner,crisis,0.7,2022-04-29,True
2022-05-18,LYB,0.23099999999999998,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,crisis,0.7,2022-04-29,True
2022-05-19,FCX,0.29700000000000004,FREEPORT MCMORAN INC,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-19,LYB,0.29700000000000004,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,caution,0.9,2022-04-29,True
2022-05-23,FCX,0.33,FREEPORT MCMORAN INC,Materials,future_winner,normal,1.0,2022-04-29,True
2022-05-23,LYB,0.33,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,future_winner,normal,1.0,2022-04-29,True
2022-05-31,AEE,0.33,AMEREN CORP,Utilities,early_scout,normal,1.0,2022-05-31,True
2022-05-31,VICI,0.33,VICI PPTYS INC,Real Estate,future_winner,normal,1.0,2022-05-31,True
2022-06-13,AEE,0.29700000000000004,AMEREN CORP,Utilities,early_scout,caution,0.9,2022-05-31,True
2022-06-13,VICI,0.29700000000000004,VICI PPTYS INC,Real Estate,future_winner,caution,0.9,2022-05-31,True
2022-06-24,AEE,0.33,AMEREN CORP,Utilities,early_scout,normal,1.0,2022-05-31,True
2022-06-24,VICI,0.33,VICI PPTYS INC,Real Estate,future_winner,normal,1.0,2022-05-31,True
2022-06-30,NOC,0.33,NORTHROP GRUMMAN CORP,Industrials,future_winner,normal,1.0,2022-06-30,True
2022-06-30,VRTX,0.33,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,normal,1.0,2022-06-30,True
2022-07-22,NOC,0.29700000000000004,NORTHROP GRUMMAN CORP,Industrials,future_winner,caution,0.9,2022-06-30,True
2022-07-22,VRTX,0.29700000000000004,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,caution,0.9,2022-06-30,True
2022-07-29,ENPH,0.33,Enphase Energy,Information Technology,future_winner,normal,1.0,2022-07-29,True
2022-07-29,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2022-07-29,True
2022-08-31,BJ,0.33,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,future_winner,normal,1.0,2022-08-31,True
2022-08-31,FSLR,0.33,FIRST SOLAR INC,Information Technology,early_scout,normal,1.0,2022-08-31,True
2022-09-23,BJ,0.29700000000000004,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,future_winner,caution,0.9,2022-08-31,True
2022-09-23,FSLR,0.29700000000000004,FIRST SOLAR INC,Information Technology,early_scout,caution,0.9,2022-08-31,True
2022-09-27,BJ,0.33,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,future_winner,normal,1.0,2022-08-31,True
2022-09-27,FSLR,0.33,FIRST SOLAR INC,Information Technology,early_scout,normal,1.0,2022-08-31,True
2022-09-30,HUBB,0.33,HUBBELL INC,Industrials,future_winner,normal,1.0,2022-09-30,True
2022-09-30,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2022-09-30,True
2022-10-31,FANG,0.33,DIAMONDBACK ENERGY INC,Energy,future_winner,normal,1.0,2022-10-31,True
2022-10-31,GILD,0.33,GILEAD SCIENCES INC,Health Care,future_winner,normal,1.0,2022-10-31,True
2022-11-30,CPRT,0.33,COPART INC,Industrials,early_scout,normal,1.0,2022-11-30,True
2022-11-30,DKS,0.33,DICKS SPORTING INC,Consumer Discretionary,early_scout,normal,1.0,2022-11-30,True
2022-12-15,CPRT,0.29700000000000004,COPART INC,Industrials,early_scout,caution,0.9,2022-11-30,True
2022-12-15,DKS,0.29700000000000004,DICKS SPORTING INC,Consumer Discretionary,early_scout,caution,0.9,2022-11-30,True
2022-12-30,JBL,0.33,JABIL INC,Information Technology,early_scout,normal,1.0,2022-12-30,True
2022-12-30,TPR,0.33,TAPESTRY INC,Consumer Discretionary,early_scout,normal,1.0,2022-12-30,True
2023-01-31,BEN,0.33,FRANKLIN RESOURCES INC,Financials,early_scout,normal,1.0,2023-01-31,True
2023-01-31,TPR,0.33,TAPESTRY INC,Consumer Discretionary,early_scout,normal,1.0,2023-01-31,True
2023-02-16,BEN,0.29700000000000004,FRANKLIN RESOURCES INC,Financials,early_scout,caution,0.9,2023-01-31,True
2023-02-16,TPR,0.29700000000000004,TAPESTRY INC,Consumer Discretionary,early_scout,caution,0.9,2023-01-31,True
2023-02-28,BKNG,0.29700000000000004,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,caution,0.9,2023-02-28,True
2023-02-28,MGM,0.29700000000000004,MGM RESORTS INTERNATIONAL,Consumer Discretionary,early_scout,caution,0.9,2023-02-28,True
2023-03-02,BKNG,0.33,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,normal,1.0,2023-02-28,True
2023-03-02,MGM,0.33,MGM RESORTS INTERNATIONAL,Consumer Discretionary,early_scout,normal,1.0,2023-02-28,True
2023-03-15,BKNG,0.29700000000000004,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,caution,0.9,2023-02-28,True
2023-03-15,MGM,0.29700000000000004,MGM RESORTS INTERNATIONAL,Consumer Discretionary,early_scout,caution,0.9,2023-02-28,True
2023-03-22,BKNG,0.33,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,normal,1.0,2023-02-28,True
2023-03-22,MGM,0.33,MGM RESORTS INTERNATIONAL,Consumer Discretionary,early_scout,normal,1.0,2023-02-28,True
2023-03-31,ADI,0.33,ANALOG DEVICES INC,Information Technology,future_winner,normal,1.0,2023-03-31,True
2023-03-31,BKNG,0.33,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,normal,1.0,2023-03-31,True
2023-04-28,BKNG,0.33,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,normal,1.0,2023-04-28,True
2023-04-28,ORLY,0.33,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,normal,1.0,2023-04-28,True
2023-05-31,AAPL,0.33,APPLE INC,Information Technology,core_compounder,normal,1.0,2023-05-31,True
2023-05-31,NOW,0.33,SERVICENOW INC,Information Technology,early_scout,normal,1.0,2023-05-31,True
2023-06-30,ALSN,0.33,ALLISON TRANSMISSION HOLDINGS INC,Industrials,early_scout,normal,1.0,2023-06-30,True
2023-06-30,OC,0.33,OWENS CORNING,Industrials,early_scout,normal,1.0,2023-06-30,True
2023-07-31,CARR,0.33,CARRIER GLOBAL CORP,Industrials,future_winner,normal,1.0,2023-07-31,True
2023-07-31,ON,0.33,ON SEMICONDUCTOR CORP,Information Technology,future_winner,normal,1.0,2023-07-31,True
2023-08-10,CARR,0.29700000000000004,CARRIER GLOBAL CORP,Industrials,future_winner,caution,0.9,2023-07-31,True
2023-08-10,ON,0.29700000000000004,ON SEMICONDUCTOR CORP,Information Technology,future_winner,caution,0.9,2023-07-31,True
2023-08-24,CARR,0.23099999999999998,CARRIER GLOBAL CORP,Industrials,future_winner,crisis,0.7,2023-07-31,True
2023-08-24,ON,0.23099999999999998,ON SEMICONDUCTOR CORP,Information Technology,future_winner,crisis,0.7,2023-07-31,True
2023-08-29,CARR,0.29700000000000004,CARRIER GLOBAL CORP,Industrials,future_winner,caution,0.9,2023-07-31,True
2023-08-29,ON,0.29700000000000004,ON SEMICONDUCTOR CORP,Information Technology,future_winner,caution,0.9,2023-07-31,True
2023-08-30,CARR,0.33,CARRIER GLOBAL CORP,Industrials,future_winner,normal,1.0,2023-07-31,True
2023-08-30,ON,0.33,ON SEMICONDUCTOR CORP,Information Technology,future_winner,normal,1.0,2023-07-31,True
2023-08-31,EXE,0.33,EXPAND ENERGY CORP,Energy,early_scout,normal,1.0,2023-08-31,True
2023-08-31,FANG,0.33,DIAMONDBACK ENERGY INC,Energy,future_winner,normal,1.0,2023-08-31,True
2023-09-22,EXE,0.29700000000000004,EXPAND ENERGY CORP,Energy,early_scout,caution,0.9,2023-08-31,True
2023-09-22,FANG,0.29700000000000004,DIAMONDBACK ENERGY INC,Energy,future_winner,caution,0.9,2023-08-31,True
2023-09-27,EXE,0.33,EXPAND ENERGY CORP,Energy,early_scout,normal,1.0,2023-08-31,True
2023-09-27,FANG,0.33,DIAMONDBACK ENERGY INC,Energy,future_winner,normal,1.0,2023-08-31,True
2023-09-29,DTM,0.33,DT MIDSTREAM INC,Energy,early_scout,normal,1.0,2023-09-29,True
2023-09-29,FANG,0.33,DIAMONDBACK ENERGY INC,Energy,future_winner,normal,1.0,2023-09-29,True
2023-10-31,AIZ,0.33,ASSURANT INC,Financials,early_scout,normal,1.0,2023-10-31,True
2023-10-31,CHRD,0.33,CHORD ENERGY CORP,Energy,early_scout,normal,1.0,2023-10-31,True
2023-11-16,AIZ,0.29700000000000004,ASSURANT INC,Financials,early_scout,caution,0.9,2023-10-31,True
2023-11-16,CHRD,0.29700000000000004,CHORD ENERGY CORP,Energy,early_scout,caution,0.9,2023-10-31,True
2023-11-17,AIZ,0.33,ASSURANT INC,Financials,early_scout,normal,1.0,2023-10-31,True
2023-11-17,CHRD,0.33,CHORD ENERGY CORP,Energy,early_scout,normal,1.0,2023-10-31,True
2023-11-30,AIZ,0.33,ASSURANT INC,Financials,early_scout,normal,1.0,2023-11-30,True
2023-11-30,CTAS,0.33,CINTAS CORP,Industrials,early_scout,normal,1.0,2023-11-30,True
2023-12-29,CTAS,0.33,CINTAS CORP,Industrials,early_scout,normal,1.0,2023-12-29,True
2023-12-29,DKS,0.33,DICKS SPORTING INC,Consumer Discretionary,early_scout,normal,1.0,2023-12-29,True
2024-01-31,DKS,0.33,DICKS SPORTING INC,Consumer Discretionary,early_scout,normal,1.0,2024-01-31,True
2024-01-31,FICO,0.33,FAIR ISAAC CORP,Information Technology,future_winner,normal,1.0,2024-01-31,True
2024-02-29,AWI,0.33,ARMSTRONG WORLD INDUSTRIES INC,Industrials,early_scout,normal,1.0,2024-02-29,True
2024-02-29,MLI,0.33,MUELLER INDUSTRIES INC,Industrials,early_scout,normal,1.0,2024-02-29,True
2024-03-28,FANG,0.33,DIAMONDBACK ENERGY INC,Energy,future_winner,normal,1.0,2024-03-28,True
2024-03-28,STLD,0.33,STEEL DYNAMICS INC,Materials,early_scout,normal,1.0,2024-03-28,True
2024-04-24,FANG,0.29700000000000004,DIAMONDBACK ENERGY INC,Energy,future_winner,caution,0.9,2024-03-28,True
2024-04-24,STLD,0.29700000000000004,STEEL DYNAMICS INC,Materials,early_scout,caution,0.9,2024-03-28,True
