ticker,Name,sector,portfolio_sleeve_label,score,style_row_turnaround_fit,market_style_regime_label
PDD,PDD Holdings (Pinduoduo / Temu),Internet,unassigned,1.8725324459992032,0.3488335047325603,balanced
APP,APPLOVIN CORP CLASS A,Information Technology,core_compounder,4.509736904185596,0.2179992944854581,balanced
AMZN,AMAZON.COM INC,Consumer Discretionary,core_compounder,5.024226965989361,0.2049944032168635,balanced
CART,MAPLEBEAR INC,Consumer Staples,unassigned,-0.2527528348379052,0.1937070997356408,balanced
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,core_compounder,6.897396060294389,0.1920092223260332,balanced
GOOGL,ALPHABET INC CLASS A,Communication,core_compounder,6.895798895873442,0.1887509637719057,balanced
GOOG,ALPHABET INC CLASS C,Communication,core_compounder,6.915342082672346,0.185504484929988,balanced
UDR,UDR REIT INC,Real Estate,unassigned,1.6123474266149485,0.1789140274495309,balanced
