rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,portfolio_sleeve_role,policy_id
2019-04-30,HD,0.1204837086007236,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-04-30,NOW,0.0615458093241506,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,AVGO,0.0615458093241506,BROADCOM INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,DHR,0.0615458093241506,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-04-30,AMD,0.0574496025202061,ADVANCED MICRO DEVICES INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,AMT,0.0568385055735788,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
2019-04-30,CSX,0.0551720489543673,CSX CORP,Industrials,core_compounder,core_compounder,fast_reentry
2019-04-30,MELI,0.0547458749380658,MercadoLibre,Internet,core_compounder,core_compounder,fast_reentry
2019-04-30,DG,0.0546892558116229,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-04-30,CDNS,0.0546853883733333,CADENCE DESIGN SYSTEMS INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-04-30,W,0.0546252555071122,WAYFAIR INC CLASS A,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-04-30,FDS,0.0438104188212196,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-04-30,SHOP,0.0438104188212196,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-04-30,CPRT,0.0438104188212196,COPART INC,Industrials,core_compounder,core_compounder,fast_reentry
2019-04-30,VICI,0.0438104188212196,VICI PPTYS INC,Real Estate,core_compounder,core_compounder,fast_reentry
2019-04-30,PAYC,0.0438104188212196,PAYCOM SOFTWARE INC,Industrials,core_compounder,core_compounder,fast_reentry
2019-04-30,MKTX,0.0438104188212196,MARKETAXESS HOLDINGS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-04-30,GPK,0.0438104188212196,GRAPHIC PACKAGING HOLDING,Materials,core_compounder,core_compounder,fast_reentry
2019-05-31,CASH,0.28,Cash,Cash,cash,cash,fast_reentry
2019-05-31,NOW,0.0850789008826406,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-05-31,AMT,0.0510287748596407,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
