policy_id,rebalance_date,macro_risk_state,macro_style_state,target_cash,realized_cash,policy_action,net_return,equity,drawdown
bargain_reentry,2019-04-30,green,quality_compounder,0.02,0.02000000000000024,green_redeploy_step,-0.00862497452162511,0.9913750254783749,-0.00862497452162514
bargain_reentry,2019-05-31,red,cash_defense,0.32,0.32,raise_or_hold_red_floor,0.043810955415442304,1.034808112519591,0.0
bargain_reentry,2019-06-28,green,quality_compounder,0.07,0.07,green_redeploy_step,0.007203035718436615,1.0422618723157977,0.0
bargain_reentry,2019-07-31,green,quality_compounder,0.02,0.02,green_redeploy_step,0.022345647657273406,1.0655518888811766,0.0
bargain_reentry,2019-08-30,green,quality_compounder,0.02,0.019999999999999907,normal_low_cash,0.005894301737750857,1.0718325732314726,0.0
bargain_reentry,2019-09-30,green,quality_compounder,0.02,0.02,normal_low_cash,0.01605858229672506,1.0890446848170208,0.0
bargain_reentry,2019-10-31,recovery,breakout_growth,0.05,0.05,bargain_reentry_step,0.004964884069144688,1.0944516654232554,0.0
bargain_reentry,2019-11-29,green,breakout_growth,0.02,0.019999999999999907,green_redeploy_step,0.021838403801886272,1.1183527428344153,0.0
bargain_reentry,2019-12-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.04431088255870992,1.1679079398813623,0.0
bargain_reentry,2020-01-31,green,quality_compounder,0.02,0.02000000000000013,green_redeploy_step,-0.012224393394743838,1.1536309737754078,-0.012224393394743793
bargain_reentry,2020-02-28,red,cash_defense,0.32,0.32000000000000006,raise_or_hold_red_floor,-0.052868323329066845,1.0926404384514232,-0.06444643354131563
bargain_reentry,2020-03-31,crisis,cash_defense,0.52,0.52,raise_or_hold_crisis_floor,0.09543252402820211,1.196913873348124,0.0
bargain_reentry,2020-04-30,yellow,turnaround_accumulation,0.27,0.27,yellow_partial_redeploy,0.09383971130282784,1.3092319256774612,0.0
bargain_reentry,2020-05-29,green,quality_compounder,0.020000000000000018,0.020000000000000018,green_redeploy_step,0.04402926484066491,1.3668764448709676,0.0
bargain_reentry,2020-06-30,green,quality_compounder,0.02,0.02,green_redeploy_step,0.08814158850477069,1.4873551060116483,0.0
bargain_reentry,2020-07-31,green,quality_compounder,0.02,0.020000000000000018,normal_low_cash,0.09961343245801565,1.6355156534054243,0.0
bargain_reentry,2020-08-31,yellow,quality_compounder,0.1,0.09999999999999987,yellow_partial_redeploy,-0.0208912298494238,1.601347719967801,-0.02089122984942382
bargain_reentry,2020-09-30,green,quality_compounder,0.02,0.020000000000000018,green_redeploy_step,-0.005449220411355197,1.5926216232864754,-0.02622660934466514
bargain_reentry,2020-10-30,red,cash_defense,0.32,0.31999999999999995,raise_or_hold_red_floor,0.07712217728698278,1.7154480704686572,0.0
bargain_reentry,2020-11-30,recovery,breakout_growth,0.06999999999999995,0.06999999999999995,bargain_reentry_step,0.05251698365571017,1.8055382287476793,0.0
bargain_reentry,2020-12-31,green,quality_compounder,0.02,0.020000000000000018,green_redeploy_step,-0.00661018504884803,1.793603286942888,-0.006610185048848027
bargain_reentry,2021-01-29,red,cash_defense,0.32,0.3200000000000003,raise_or_hold_red_floor,0.04338911535693338,1.871426146864628,0.0
bargain_reentry,2021-02-26,red,cash_defense,0.3200000000000003,0.3200000000000003,raise_or_hold_red_floor,-0.008012055597141868,1.8564321765300036,-0.00801205559714191
bargain_reentry,2021-03-31,recovery,quality_compounder,0.07000000000000028,0.07000000000000028,bargain_reentry_step,0.04175114372045803,1.9339403431395905,0.0
bargain_reentry,2021-04-30,green,quality_compounder,0.02,0.019999999999999796,green_redeploy_step,0.003983014543332489,1.9416432556522527,0.0
bargain_reentry,2021-05-28,green,quality_compounder,0.02,0.020000000000000018,normal_low_cash,0.0509619413420456,2.0405931653539815,0.0
bargain_reentry,2021-06-30,green,breakout_growth,0.02,0.019999999999999796,green_redeploy_step,0.05928500263448334,2.161569736537901,0.0
bargain_reentry,2021-07-30,green,quality_compounder,0.02,0.02000000000000013,normal_low_cash,0.056641879691620996,2.2840051094999296,0.0
bargain_reentry,2021-08-31,green,quality_compounder,0.02,0.019999999999999685,green_redeploy_step,-0.04916695336000348,2.171707536807137,-0.04916695336000343
bargain_reentry,2021-09-30,red,cash_defense,0.32,0.32,raise_or_hold_red_floor,0.08620904236484828,2.358928363851804,0.0
bargain_reentry,2021-10-29,recovery,breakout_growth,0.07,0.07000000000000006,bargain_reentry_step,0.01077694570630199,2.384350406754091,0.0
bargain_reentry,2021-11-30,green,quality_compounder,0.02,0.019999999999999796,green_redeploy_step,0.031527378372473935,2.459522724200389,0.0
bargain_reentry,2021-12-31,green,quality_compounder,0.02,0.019999999999999907,normal_low_cash,-0.05054106950305868,2.335215815252225,-0.0505410695030587
