policy_id,rebalance_date,macro_risk_state,macro_style_state,target_cash,realized_cash,policy_action,net_return
crisis_ladder,2017-05-31,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,0.0015568478879276512
crisis_ladder,2017-06-30,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,0.047611344456204005
crisis_ladder,2017-07-31,green,quality_compounder,0.03,0.030000000000000138,normal_low_cash,0.030082739390440445
crisis_ladder,2017-08-31,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,0.022674331082700973
crisis_ladder,2017-09-29,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.0652218354950521
crisis_ladder,2017-10-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.01550147621194343
crisis_ladder,2017-11-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.0029318290460426458
crisis_ladder,2017-12-29,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,0.04673825903746282
crisis_ladder,2018-01-31,recovery,quality_compounder,0.1,0.1,bargain_reentry_step,-0.004559257262323847
crisis_ladder,2018-02-28,yellow,quality_compounder,0.1,0.09999999999999987,yellow_partial_redeploy,-0.023358360322872952
crisis_ladder,2018-03-29,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.006895849976242644
crisis_ladder,2018-04-30,green,quality_compounder,0.03,0.03,green_redeploy_step,0.061283781382858234
crisis_ladder,2018-05-31,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,-0.020575160341486164
crisis_ladder,2018-06-29,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,0.02874924713314641
crisis_ladder,2018-07-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.0839472249810474
crisis_ladder,2018-08-31,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,0.024114884205459094
crisis_ladder,2018-09-28,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,-0.05912848270226038
crisis_ladder,2018-10-31,yellow,cash_defense,0.1,0.09999999999999998,yellow_partial_redeploy,0.022599928160085936
crisis_ladder,2018-11-30,green,turnaround_accumulation,0.03,0.03000000000000025,normal_low_cash,-0.06808130369995301
crisis_ladder,2018-12-31,yellow,cash_defense,0.1,0.1,yellow_partial_redeploy,0.05649344604430964
crisis_ladder,2019-01-31,yellow,turnaround_accumulation,0.1,0.1,yellow_partial_redeploy,0.054092909562455854
crisis_ladder,2019-02-28,green,turnaround_accumulation,0.03,0.03000000000000025,green_redeploy_step,0.029213040244635783
crisis_ladder,2019-03-29,green,breakout_growth,0.03,0.03,green_redeploy_step,0.03673386657839599
crisis_ladder,2019-04-30,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.0154855471068236
crisis_ladder,2019-05-31,red,cash_defense,0.3,0.30000000000000016,raise_or_hold_red_floor,0.04774889122164746
crisis_ladder,2019-06-28,green,quality_compounder,0.10000000000000014,0.09999999999999998,green_redeploy_step,0.006085075270125239
crisis_ladder,2019-07-31,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,0.0032038820690277617
crisis_ladder,2019-08-30,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.0036460057212608253
crisis_ladder,2019-09-30,green,quality_compounder,0.03,0.03,green_redeploy_step,0.016085563125619255
