rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,cash_target,regime_state,regime_state_score,policy_id
2017-05-31,GOOG,ALPHABET INC CLASS C,Communication,0.06577458146411357,5.3027376768834085,core_compounder,core_compounder,,-0.0585891774623634,-0.0040371560348202,18,0.0,neutral,0,crisis_ladder
2017-05-31,UNH,UNITEDHEALTH GROUP INC,Health Care,0.08755832207839034,4.671721557563975,core_compounder,core_compounder,,0.0641673990042488,0.0060385528556255,18,0.0,neutral,0,crisis_ladder
2017-05-31,AAPL,APPLE INC,Information Technology,0.08755832207839034,4.736317320286533,core_compounder,core_compounder,,-0.0541224464375142,-0.0050932601065387,18,0.0,neutral,0,crisis_ladder
2017-05-31,AMZN,AMAZON.COM INC,Consumer Discretionary,0.06577458146411357,4.646956968958846,core_compounder,core_compounder,,-0.0258364474017663,-0.0017802907305425,18,0.0,neutral,0,crisis_ladder
2017-05-31,AMAT,APPLIED MATERIAL INC,Information Technology,0.06310757682412504,4.164787537160064,core_compounder,core_compounder,,-0.08,-0.0052656723596539,18,0.0,neutral,0,crisis_ladder
2017-05-31,META,META PLATFORMS INC CLASS A,Communication,0.07943088024496199,5.35736841264712,core_compounder,core_compounder,,-0.000197879931737,-1.6761257412584847e-05,18,0.0,neutral,0,crisis_ladder
2017-05-31,BABA,Alibaba Group,Internet,0.052809509125699,3.795949329870605,core_compounder,core_compounder,,0.1541279124028096,0.0083086963639106,18,0.0,neutral,0,crisis_ladder
2017-05-31,NTES,NetEase,Internet,0.05284011355075799,3.729292200794943,core_compounder,core_compounder,,0.0609769134713418,0.0032892899649582,18,0.0,neutral,0,crisis_ladder
2017-05-31,ISRG,INTUITIVE SURGICAL INC,Health Care,0.053301758444960524,2.6050410934040102,core_compounder,core_compounder,,0.0282704297843079,0.0015400951695516,18,0.0,neutral,0,crisis_ladder
2017-05-31,TMUS,T MOBILE US INC,Communication,0.05322213195569207,2.791795597872221,core_compounder,core_compounder,,-0.08,-0.0043508105724993,18,0.0,neutral,0,crisis_ladder
2017-05-31,ADBE,ADOBE INC,Information Technology,0.05212019011837557,2.923691370630249,core_compounder,core_compounder,,0.0006353878726237,3.374568726031157e-05,18,0.0,neutral,0,crisis_ladder
2017-05-31,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,0.052566198775627536,1.940050598399476,core_compounder,core_compounder,,-0.0422039599510931,-0.0022632434595843,18,0.0,neutral,0,crisis_ladder
2017-05-31,CSX,CSX CORP,Industrials,0.04078716677495849,2.5509279777181773,core_compounder,core_compounder,,0.0099613782810445,0.0003984551312417,18,0.0,neutral,0,crisis_ladder
2017-05-31,TSLA,TESLA INC,Consumer Discretionary,0.04078716677495849,2.5768495361423907,core_compounder,core_compounder,,0.0762791164196026,0.0030511646567841,18,0.0,neutral,0,crisis_ladder
2017-05-31,MASI,MASIMO CORP,Health Care,0.04078716677495849,2.847307997075191,core_compounder,core_compounder,,0.0512379794837145,0.0020495191793485,18,0.0,neutral,0,crisis_ladder
2017-05-31,ACN,ACCENTURE PLC CLASS A,Information Technology,0.04078716677495849,2.118224242961994,core_compounder,core_compounder,,-0.0088849262245046,-0.0003553970489801,18,0.0,neutral,0,crisis_ladder
2017-05-31,JD,JD.com,Internet,0.04078716677495849,1.805239704385727,core_compounder,core_compounder,,-0.0092040717098111,-0.0003681628683924,18,0.0,neutral,0,crisis_ladder
2017-05-31,CASH,Cash,Cash,0.029999999999999916,,cash,cash,,0.0,0.0,,,,,crisis_ladder
2017-06-30,GOOGL,ALPHABET INC CLASS A,Communication,0.06193698337053569,5.14923966260932,core_compounder,core_compounder,,0.0156340118689919,0.0010059264881036,18,0.0,neutral,0,crisis_ladder
2017-06-30,ORCL,ORACLE CORP,Information Technology,0.08237567468091946,5.0741465697033705,core_compounder,core_compounder,,0.0057776418709061,0.0005053382687208,18,0.0,neutral,0,crisis_ladder
2017-06-30,V,VISA INC CLASS A,Financials,0.07142069862369747,4.509262706492459,core_compounder,core_compounder,,0.063360734538447,0.0047565600345492,18,0.0,neutral,0,crisis_ladder
2017-06-30,META,META PLATFORMS INC CLASS A,Communication,0.10256171319836759,5.523383459564931,core_compounder,core_compounder,,0.1192989109639406,0.0131587759390404,18,0.0,neutral,0,crisis_ladder
2017-06-30,UNH,UNITEDHEALTH GROUP INC,Health Care,0.08237567468091946,4.866119973045439,core_compounder,core_compounder,,0.0381662799623965,0.0033381926866798,18,0.0,neutral,0,crisis_ladder
2017-06-30,ISRG,INTUITIVE SURGICAL INC,Health Care,0.061044190282790026,3.282886169259419,core_compounder,core_compounder,,-0.002114826751825,-0.000133936566545,18,0.0,neutral,0,crisis_ladder
2017-06-30,BABA,Alibaba Group,Internet,0.055114703482948696,4.3212853130405335,core_compounder,core_compounder,,0.1022927594543898,0.0057922404472417,18,0.0,neutral,0,crisis_ladder
2017-06-30,AMZN,AMAZON.COM INC,Consumer Discretionary,0.05812152212450948,4.457759085831668,core_compounder,core_compounder,,0.0239722935938542,0.001438955116588,18,0.0,neutral,0,crisis_ladder
2017-06-30,ADBE,ADOBE INC,Information Technology,0.03952036704376916,4.2756846727018925,core_compounder,core_compounder,,0.0405700992967907,0.001581515640274,18,0.0,neutral,0,crisis_ladder
2017-06-30,TAL,TAL Education,Consumer Discretionary,0.035868563245789,2.782616933263202,core_compounder,core_compounder,,0.2855979691532844,0.0099533792917557,18,0.0,neutral,0,crisis_ladder
2017-06-30,NTES,NetEase,Internet,0.04214152900633869,3.595652870355732,core_compounder,core_compounder,,0.0377422284871018,0.0015831964174975,18,0.0,neutral,0,crisis_ladder
2017-06-30,AMAT,APPLIED MATERIAL INC,Information Technology,0.03122160905073704,4.359187978690033,core_compounder,core_compounder,,0.0740379959657393,0.0021910747101895,18,0.0,neutral,0,crisis_ladder
2017-06-30,TSLA,TESLA INC,Consumer Discretionary,0.05799466196012211,3.1516682727949137,core_compounder,core_compounder,,-0.08,-0.0047905793764279,18,0.0,neutral,0,crisis_ladder
2017-06-30,ACN,ACCENTURE PLC CLASS A,Information Technology,0.07186112950542392,2.7392545958367176,core_compounder,core_compounder,,0.0426425255876361,0.0032224683169869,18,0.0,neutral,0,crisis_ladder
2017-06-30,SHW,SHERWIN WILLIAMS,Materials,0.03979349557508391,1.89583678037652,core_compounder,core_compounder,,-0.0470337743517931,-0.0018480175014293,18,0.0,neutral,0,crisis_ladder
2017-06-30,MAS,MASCO CORP,Industrials,0.029764313489420265,1.6626503546488078,core_compounder,core_compounder,,0.0002355871173005,6.583549341575973e-06,18,0.0,neutral,0,crisis_ladder
2017-06-30,JD,JD.com,Internet,0.046883170678627975,1.918571331064483,core_compounder,core_compounder,,0.1503892137142934,0.0071151884078621,18,0.0,neutral,0,crisis_ladder
2017-06-30,CASH,Cash,Cash,0.029999999999999916,,cash,cash,,0.0,0.0,,,,,crisis_ladder
2017-07-31,UNH,UNITEDHEALTH GROUP INC,Health Care,0.09385746115200484,5.17902999219033,core_compounder,core_compounder,,0.0330401549392942,0.0034770496744408,21,0.0,neutral,0,crisis_ladder
2017-07-31,ORCL,ORACLE CORP,Information Technology,0.0466868796041868,4.465429380063407,core_compounder,core_compounder,,0.0039875960755577,0.0001922782189584,21,0.0,neutral,0,crisis_ladder
2017-07-31,CMCSA,COMCAST CORP CLASS A,Communication,0.03413890750531393,4.5503525203084765,core_compounder,core_compounder,,0.0091589833473686,0.000302718773886,21,0.0,neutral,0,crisis_ladder
2017-07-31,MSFT,MICROSOFT CORP,Information Technology,0.028501275514371482,4.564362641638056,core_compounder,core_compounder,,0.0274699425144151,0.0007207292697735,21,0.0,neutral,0,crisis_ladder
2017-07-31,META,META PLATFORMS INC CLASS A,Communication,0.13825556440024356,6.266777840875252,core_compounder,core_compounder,,0.0151924060663488,0.0024141314696049,21,0.0,neutral,0,crisis_ladder
2017-07-31,BAC,BANK OF AMERICA CORP,Financials,0.01828561462891319,3.801631661275988,core_compounder,core_compounder,,-0.0110230377187298,-0.0001530957906893,21,0.0,neutral,0,crisis_ladder
2017-07-31,V,VISA INC CLASS A,Financials,0.06676969218514006,5.8991547630820005,core_compounder,core_compounder,,0.0383375500783167,0.0027792585259212,21,0.0,neutral,0,crisis_ladder
2017-07-31,MA,MASTERCARD INC CLASS A,Financials,0.029075031563864054,2.840234084738664,core_compounder,core_compounder,,0.0402606149220163,0.00108424044812,21,0.0,neutral,0,crisis_ladder
2017-07-31,BABA,Alibaba Group,Internet,0.048080354950214475,3.921733026999304,core_compounder,core_compounder,,0.1007362120080801,0.0050270856512472,21,0.0,neutral,0,crisis_ladder
2017-07-31,ISRG,INTUITIVE SURGICAL INC,Health Care,0.05509502786054984,3.8359159189630514,core_compounder,core_compounder,,0.0670202041106149,0.0039128091613766,21,0.0,neutral,0,crisis_ladder
2017-07-31,MASI,MASIMO CORP,Health Care,0.0390974516476586,3.211449376088555,core_compounder,core_compounder,,-0.08,-0.0031236215299439,21,0.0,neutral,0,crisis_ladder
2017-07-31,AMAT,APPLIED MATERIAL INC,Information Technology,0.04422071611997086,4.246901399628188,core_compounder,core_compounder,,0.0203778028049324,0.0009218526023374,21,0.0,neutral,0,crisis_ladder
2017-07-31,TAL,TAL Education,Consumer Discretionary,0.04272960754872645,1.820354997537065,core_compounder,core_compounder,,0.1684810864644634,0.0073180907491666,21,0.0,neutral,0,crisis_ladder
2017-07-31,NTES,NetEase,Internet,0.027358218362522883,2.616004345554687,core_compounder,core_compounder,,-0.08,-0.001988426406596,21,0.0,neutral,0,crisis_ladder
2017-07-31,ACN,ACCENTURE PLC CLASS A,Information Technology,0.03276541888723772,2.363155950797976,core_compounder,core_compounder,,0.0143297857196997,0.0004498312985233,21,0.0,neutral,0,crisis_ladder
2017-07-31,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,0.03117888120687703,1.715541898534498,core_compounder,core_compounder,,0.2253414653619851,0.006641624691943,21,0.0,neutral,0,crisis_ladder
2017-07-31,ALGN,ALIGN TECHNOLOGY INC,Health Care,0.030271270448534907,1.551517840573752,core_compounder,core_compounder,,0.0561495352180791,0.0015933282256417,21,0.0,neutral,0,crisis_ladder
2017-07-31,LRCX,LAM RESEARCH CORP,Information Technology,0.03988729355193402,2.3439499628976943,core_compounder,core_compounder,,0.0347791324655564,0.0013911652986222,21,0.0,neutral,0,crisis_ladder
2017-07-31,JD,JD.com,Internet,0.04397074575786722,0.8428409560150316,core_compounder,core_compounder,,-0.08,-0.0035948737466925,21,0.0,neutral,0,crisis_ladder
2017-07-31,MNST,MONSTER BEVERAGE CORP,Consumer Staples,0.03988729355193402,1.2356049884411653,core_compounder,core_compounder,,0.0572346556969016,0.002289386227876,21,0.0,neutral,0,crisis_ladder
2017-07-31,CTAS,CINTAS CORP,Industrials,0.03988729355193402,1.723381617392465,core_compounder,core_compounder,,-0.0149597306771811,-0.0005983892270872,21,0.0,neutral,0,crisis_ladder
2017-07-31,CASH,Cash,Cash,0.030000000000000138,,cash,cash,,0.0,0.0,,,,,crisis_ladder
2017-08-31,GOOGL,ALPHABET INC CLASS A,Communication,0.05649097769008508,6.077233340940351,core_compounder,core_compounder,,0.0189874031249543,0.0011054679866092,18,0.0,neutral,0,crisis_ladder
2017-08-31,UNH,UNITEDHEALTH GROUP INC,Health Care,0.09525523913236546,4.631411694178288,core_compounder,core_compounder,,-0.0122823083061833,-0.0012201796226999,18,0.0,neutral,0,crisis_ladder
2017-08-31,MSFT,MICROSOFT CORP,Information Technology,0.06604096259607384,4.731370824772233,core_compounder,core_compounder,,-2.033030976900108e-07,-1.3896234314350748e-08,18,0.0,neutral,0,crisis_ladder
2017-08-31,META,META PLATFORMS INC CLASS A,Communication,0.171283833556324,6.155983728971826,core_compounder,core_compounder,,-0.0058584586509032,-0.0010545225571625,18,0.0,neutral,0,crisis_ladder
2017-08-31,PG,PROCTER & GAMBLE,Consumer Staples,0.035958379122758954,3.48573800877686,core_compounder,core_compounder,,-0.0125512233211068,-0.0004573535558063,18,0.0,neutral,0,crisis_ladder
2017-08-31,V,VISA INC CLASS A,Financials,0.09525523913236546,5.933924058840832,core_compounder,core_compounder,,0.0144173909082094,0.0014322883093433,18,0.0,neutral,0,crisis_ladder
