strategy,status,n,avg_return,median_return,hit_rate,loss_rate,worst_return,best_return,trade_sharpe
hold_3m_return,event_level,33,0.361168452918749,0.35141896646079274,0.9090909090909091,0.09090909090909091,-0.06394467883746813,1.179508427626205,1.3048085374671161
hold_6m_return,event_level,33,1.0193597864463628,0.824458933911201,1.0,0.0,0.5047477676826517,4.3706724355871645,1.3499760421341986
hold_12m_return,event_level,33,2.452229527937562,1.593475346224619,1.0,0.0,0.7982026667040656,7.5120303308718785,1.4073540929934754
hold_18m_return,event_level,24,3.3241888257623144,2.0622011396067155,1.0,0.0,0.6506141571155382,13.362525220898949,0.9738908276869487
trail20_after_50pct_return,event_level,32,1.7194963670150651,1.197803649757689,1.0,0.0,0.3295917836093556,6.015578054602121,1.22571404987866
ma50_5d_after_50pct_return,event_level,30,1.3180312021910718,1.1877359225902182,1.0,0.0,0.275182676413005,5.37711460024184,1.3659255062776758
ma200_after_50pct_return,event_level,23,2.8104894680251578,1.2385634846188642,1.0,0.0,0.15269420666925826,18.142335887099815,0.675876830561398
