book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-04-30,"NOW,VICI,FDS,APH,TSCO,FAST,WRB,EXR","0.5000,0.5000,0.3174,0.2023,0.1658,0.1234,0.1194,0.0882",10,0.0,"APH,EXR,FAST,FDS,NOW,TSCO,VICI,WRB",
concentrated_grid_presence,2019-05-31,"NOW,VICI,MA,PEG,FDS,ORLY,TSCO,AVGO","1.0000,0.5036,0.5000,0.5000,0.3277,0.2500,0.1668,0.1667",13,0.0,"AVGO,MA,ORLY,PEG","APH,EXR,FAST,WRB"
concentrated_grid_presence,2019-06-28,"NOW,MA,VEEV,VICI,FDS,AVGO,TSCO,PEG","1.0000,0.5000,0.5000,0.4894,0.3267,0.2500,0.1741,0.1667",14,0.0,VEEV,ORLY
concentrated_grid_presence,2019-07-31,"MA,V,ORLY,VEEV,TSCO,AVGO,PEG,CMS","1.0000,0.5000,0.5000,0.4959,0.2500,0.2402,0.1626,0.1259",16,0.0,"CMS,ORLY,V","FDS,NOW,VICI"
concentrated_grid_presence,2019-08-30,"V,BKNG,ORLY,AEP,TSCO,AVGO,WRB,LRCX","1.0000,0.5000,0.4972,0.2500,0.2351,0.1636,0.1291,0.1250",16,0.0,"AEP,BKNG,LRCX,WRB","CMS,MA,PEG,VEEV"
concentrated_grid_presence,2019-09-30,"V,ORLY,BKNG,AEP,DUK,AVGO,LRCX,WRB","1.0000,0.5207,0.5132,0.5000,0.1978,0.1682,0.1513,0.1348",19,0.0,DUK,TSCO
concentrated_grid_presence,2019-10-31,"V,BKNG,ORLY,DUK,LRCX,CBRE,LPX,WU","0.5000,0.5000,0.2500,0.1667,0.1250,0.0915,0.0873,0.0713",10,0.0,"CBRE,LPX,WU","AEP,AVGO,WRB"
concentrated_grid_presence,2019-11-29,"V,MA,CPRT,BKNG,ORLY,LRCX,DUK,CBRE","1.0000,0.5000,0.5000,0.4780,0.2531,0.1667,0.1579,0.0979",16,0.0,"CPRT,MA","LPX,WU"
concentrated_grid_presence,2019-12-31,"V,MA,LRCX,BKNG,CPRT,ORLY,AVGO,DUK","1.0000,0.5000,0.5000,0.4930,0.3455,0.2427,0.1667,0.1590",17,0.0,AVGO,CBRE
concentrated_grid_presence,2020-01-31,"LRCX,MA,CPRT,ADBE,AVGO,V,JD,CP","1.0000,0.5116,0.5000,0.1667,0.1525,0.1260,0.1250,0.0836",14,0.0,"ADBE,CP,JD","BKNG,DUK,ORLY"
concentrated_grid_presence,2020-02-28,"MA,LRCX,NVDA,ADBE,NOW,JD,TT,DUK","1.0000,0.5000,0.2500,0.1733,0.1667,0.1407,0.1250,0.0960",15,0.0,"DUK,NOW,NVDA,TT","AVGO,CP,CPRT,V"
concentrated_grid_presence,2020-03-31,"MA,VEEV,NVDA,JD,NOW,VRTX,LRCX,GPK","0.5000,0.5000,0.2507,0.2500,0.1667,0.1250,0.0889,0.0833",14,0.0,"GPK,VEEV,VRTX","ADBE,DUK,TT"
concentrated_grid_presence,2020-04-30,"NVDA,AMZN,SE,FTNT,TSCO,BKNG,ORLY,RNG","0.5000,0.5000,0.5000,0.4495,0.2863,0.1823,0.1742,0.1147",10,0.0,"AMZN,BKNG,FTNT,ORLY,RNG,SE,TSCO","GPK,JD,LRCX,MA,NOW,VEEV,VRTX"
concentrated_grid_presence,2020-05-29,"AMZN,SE,NVDA,V,FTNT,NOW,TSCO,VEEV","1.0000,0.5865,0.5113,0.4697,0.4658,0.3112,0.2785,0.2359",15,0.0,"NOW,V,VEEV","BKNG,ORLY,RNG"
concentrated_grid_presence,2020-06-30,"AMZN,SE,NVDA,MELI,NOW,FTNT,TSCO,ORLY","1.0000,0.6300,0.5120,0.5000,0.5000,0.4366,0.2852,0.2736",17,0.0,"MELI,ORLY","V,VEEV"
concentrated_grid_presence,2020-07-31,"NOW,NVDA,MELI,ORLY,ETSY,MNST,CTAS,JD","1.0000,0.5126,0.5106,0.2786,0.2561,0.2500,0.1844,0.1709",16,0.0,"CTAS,ETSY,JD,MNST","AMZN,FTNT,SE,TSCO"
concentrated_grid_presence,2020-08-31,"NVDA,BIO,META,SE,NOW,JD,BKNG,MNST","1.0000,0.5000,0.5000,0.5000,0.4652,0.4278,0.2615,0.2280",17,0.0,"BIO,BKNG,META,SE","CTAS,ETSY,MELI,ORLY"
concentrated_grid_presence,2020-09-30,"NVDA,SE,BIO,META,NOW,JD,CPRT,MNST","1.0000,0.5213,0.5126,0.5000,0.4635,0.4433,0.2679,0.2190",17,0.0,CPRT,BKNG
concentrated_grid_presence,2020-10-30,"GOOG,CPRT,LRCX,CBRE,XPO,AEP,LEA,ORLY","0.5000,0.5000,0.2599,0.1753,0.1250,0.0943,0.0850,0.0711",10,0.0,"AEP,CBRE,GOOG,LEA,LRCX,ORLY,XPO","BIO,JD,META,MNST,NOW,NVDA,SE"
concentrated_grid_presence,2020-11-30,"GOOG,LRCX,CPRT,CBRE,TECH,XPO,XYZ,LEA","1.0000,0.5000,0.4875,0.1855,0.1667,0.1312,0.1250,0.0888",16,0.0,"TECH,XYZ","AEP,ORLY"
concentrated_grid_presence,2020-12-31,"GOOG,CPRT,LRCX,CBRE,KEYS,XPO,TECH,LEA","1.0000,0.5142,0.5000,0.1818,0.1667,0.1411,0.1250,0.0947",16,0.0,KEYS,XYZ
concentrated_grid_presence,2021-01-29,"LRCX,NVDA,GOOG,AMAT,KEYS,TECH,QGEN,GEN","1.0000,0.5000,0.5000,0.2549,0.1759,0.1667,0.1279,0.0922",12,0.0,"AMAT,GEN,NVDA,QGEN","CBRE,CPRT,LEA,XPO"
concentrated_grid_presence,2021-02-26,"NVDA,GOOG,LRCX,AMAT,DXCM,TECH,QGEN,NOW","1.0000,0.5107,0.5000,0.2786,0.1990,0.1684,0.1088,0.0970",17,0.0,"DXCM,NOW","GEN,KEYS"
concentrated_grid_presence,2021-03-31,"LRCX,NVDA,GOOG,ORLY,AMAT,GOOGL,TECH,NOW","1.0000,1.0000,0.5211,0.5000,0.3062,0.2500,0.1713,0.1416",21,0.0,"GOOGL,ORLY","DXCM,QGEN"
concentrated_grid_presence,2021-04-30,"NVDA,GOOGL,ORLY,WSM,CSX,TSCO,NDAQ,RH","0.5000,0.5000,0.2500,0.1667,0.1250,0.0886,0.0833,0.0646",10,0.0,"CSX,NDAQ,RH,TSCO,WSM","AMAT,GOOG,LRCX,NOW,TECH"
concentrated_grid_presence,2021-05-28,"NVDA,GOOG,GOOGL,NDAQ,ORLY,AMAT,WSM,FTNT","1.0000,0.5000,0.4828,0.2500,0.2347,0.1886,0.1616,0.1477",16,0.0,"AMAT,FTNT,GOOG","CSX,RH,TSCO"
concentrated_grid_presence,2021-06-30,"NVDA,ABT,GOOGL,ORLY,NOW,DXCM,WSM,CSX","1.0000,0.5000,0.5000,0.2167,0.1909,0.1415,0.1338,0.1030",16,0.0,"ABT,CSX,DXCM,NOW","AMAT,FTNT,GOOG,NDAQ"
concentrated_grid_presence,2021-07-30,"ABT,GOOGL,MA,NVDA,NOW,DXCM,FTNT,AVGO","1.0000,0.5127,0.5000,0.2511,0.1949,0.1595,0.0981,0.0836",15,0.0,"AVGO,FTNT,MA","CSX,ORLY,WSM"
concentrated_grid_presence,2021-08-31,"ABT,MA,LRCX,GOOGL,DXCM,NVDA,BIO,ORLY","0.5293,0.5000,0.5000,0.3174,0.2131,0.2054,0.1392,0.1145",16,0.0,"BIO,LRCX,ORLY","AVGO,FTNT,NOW"
concentrated_grid_presence,2021-09-30,"MA,ABT,CPRT,LRCX,GOOGL,GTM,DXCM,NVDA","1.0000,0.5140,0.5000,0.4832,0.3067,0.2715,0.2264,0.1978",16,0.0,"CPRT,GTM","BIO,ORLY"
concentrated_grid_presence,2021-10-29,"GOOG,CPRT,PANW,ORLY,LRCX,TSCO,NVDA,INTU","0.5000,0.5000,0.3111,0.2072,0.1705,0.1000,0.0999,0.0807",10,0.0,"GOOG,INTU,ORLY,PANW,TSCO","ABT,DXCM,GOOGL,GTM,MA"
concentrated_grid_presence,2021-11-30,"GOOG,PANW,LRCX,CPRT,GOOGL,ORLY,QCOM,NVDA","1.0000,0.5000,0.5000,0.4933,0.2510,0.2130,0.1444,0.1212",16,0.0,"GOOGL,QCOM","INTU,TSCO"
concentrated_grid_presence,2021-12-31,"GOOG,V,PANW,CPRT,COO,ORLY,LRCX,AVGO","1.0000,0.5000,0.5000,0.4995,0.2500,0.2261,0.2024,0.1955",15,0.0,"AVGO,COO,V","GOOGL,NVDA,QCOM"
concentrated_grid_presence,2022-01-31,"V,LRCX,AVGO,PANW,GOOGL,COO,COR,ORLY","1.0000,0.5000,0.5000,0.4706,0.2569,0.2357,0.2002,0.1217",12,0.0,"COR,GOOGL","CPRT,GOOG"
concentrated_grid_presence,2022-02-28,"LRCX,AVGO,MA,WMB,ORLY,GOOGL,COR,AN","1.0000,0.5134,0.5000,0.5000,0.4556,0.2597,0.2135,0.1959",15,0.0,"AN,MA,WMB","COO,PANW,V"
concentrated_grid_presence,2022-03-31,"WMB,LRCX,AVGO,MA,ORLY,FCX,GOOGL,COR","1.0000,1.0000,0.5412,0.5001,0.5000,0.5000,0.2986,0.2241",17,0.0,FCX,AN
concentrated_grid_presence,2022-04-29,"BLDR,AVGO,FDS,ORLY,NOW,AGCO,THC,HALO","0.5000,0.5000,0.3010,0.2199,0.1775,0.0889,0.0887,0.0706",10,0.0,"AGCO,BLDR,FDS,HALO,NOW,THC","COR,FCX,GOOGL,LRCX,MA,WMB"
concentrated_grid_presence,2022-05-31,"BLDR,AEE,NFG,VLO,AVGO,ETR,ORLY,NOW","1.0000,0.5000,0.5000,0.5000,0.4974,0.3385,0.2271,0.1785",13,0.0,"AEE,ETR,NFG,VLO","AGCO,FDS,HALO,THC"
concentrated_grid_presence,2022-06-30,"ORLY,VICI,AEE,FDS,NOW,NOC,COO,SNX","0.5000,0.5000,0.2873,0.1824,0.1811,0.1265,0.0833,0.0833",12,0.0,"COO,FDS,NOC,SNX,VICI","AVGO,BLDR,ETR,NFG,VLO"
concentrated_grid_presence,2022-07-29,"ORLY,VICI,FANG,LI,AEE,KLAC,FDS,WCC","1.0000,0.5061,0.5000,0.5000,0.3106,0.2233,0.1829,0.1698",18,0.0,"FANG,KLAC,LI,WCC","COO,NOC,NOW,SNX"
concentrated_grid_presence,2022-08-31,"FANG,ORLY,DKS,AEE,WCC,MCK,CTAS,CHRW","1.0000,0.5000,0.5000,0.3110,0.2971,0.2181,0.1535,0.1158",15,0.0,"CHRW,CTAS,DKS,MCK","FDS,KLAC,LI,VICI"
