ticker,trade_count,win_rate,compound_realized_return,avg_realized_return,best_trade_return,worst_trade_return,avg_alpha_vs_benchmark,avg_holding_days,max_holding_days,dominant_exit_reason,churn_tag
NVDA,5,1.0,25.41841502436027,1.162871724348964,3.3074141741190197,0.1817562250236672,0.9644732521976749,280.6,579.0,scheduled_rebalance,patient_winner
LRCX,9,0.6666666666666666,6.015414551937032,0.2944646625740092,0.893822377809826,-0.0799999999999999,0.25859369846397695,120.88888888888889,422.0,scheduled_rebalance,normal
TSLA,4,0.75,4.297558282669238,0.6378853872965091,1.6241900944584513,-0.1410227766743048,0.6286161520449594,60.75,121.0,scheduled_rebalance,profitable_reentry_churn
SHOP,6,0.6666666666666666,3.0002712971684398,0.3540298048866736,1.5890504242933328,-0.0799999999999999,0.3184815190244111,96.5,274.0,scheduled_rebalance,normal
AVGO,7,0.7142857142857143,2.6528365540762837,0.2361468908016531,0.756247635849683,-0.0799999999999999,0.2023444370879594,130.71428571428572,427.0,scheduled_rebalance,normal
SE,5,1.0,2.075666016984551,0.2660179089015851,0.4859900303958253,0.0346234862852934,0.2077166629198194,54.8,154.0,scheduled_rebalance,profitable_reentry_churn
GOOGL,7,0.5714285714285714,2.042756519326835,0.21316320768903746,0.6644741196412736,-0.1331074767325023,0.1328247464425127,152.14285714285714,394.0,scheduled_rebalance,normal
LITE,1,1.0,1.4633610969621627,1.4633610969621629,1.4633610969621629,1.4633610969621629,1.4014660733164523,63.0,63.0,scheduled_rebalance,normal
MELI,5,0.8,1.440591126082336,0.21283818560556708,0.4555843149525442,-0.1154218671976929,0.13823843612356207,103.8,151.0,scheduled_rebalance,normal
JD,3,0.3333333333333333,1.3615929752609608,0.5214043803205509,1.6899334357230709,-0.0799999999999999,0.41886579626785103,142.33333333333334,395.0,scheduled_rebalance,normal
ORLY,10,1.0,1.3414393026090843,0.09698570015154884,0.4475625023972245,0.0013015815296806,0.035732128336282955,114.8,395.0,scheduled_rebalance,normal
TER,2,0.5,1.1415230468412565,0.6117285397187026,1.2871142361193035,-0.0636571566818985,0.6070374468322743,61.0,122.0,single_period_hold,normal
DUOL,2,1.0,1.0419794924959414,0.43420002181847794,0.5564710735362952,0.3119289701006607,0.37558677301032245,77.0,154.0,scheduled_rebalance,normal
FTNT,4,0.75,0.954960220127278,0.21029529998116925,0.5991488271378886,-0.0799999999999999,0.15548630575671385,38.25,124.0,single_period_hold,profitable_reentry_churn
PLTR,2,1.0,0.9548058535598845,0.40770413961620144,0.5714878113686244,0.2439204678637785,0.33412057348582747,137.5,184.0,scheduled_rebalance,normal
MSFT,7,0.8571428571428571,0.9101257518540891,0.1011542834232181,0.2298648419534414,-0.0425019386730733,0.0309541275113217,73.28571428571429,182.0,scheduled_rebalance,profitable_reentry_churn
NOW,7,0.5714285714285714,0.8797437841688229,0.1195730853391571,0.6737972483963153,-0.0756743471187361,0.05349391867300851,83.0,215.0,scheduled_rebalance,normal
AMAT,3,1.0,0.8745664875481807,0.2574307520042856,0.622589740138811,0.071347449390628,0.19467009175681035,109.66666666666667,181.0,scheduled_rebalance,normal
SMCI,2,1.0,0.8741662775273176,0.404951617607107,0.7207407407407407,0.0891624944734734,0.37596870846871094,44.0,57.0,scheduled_rebalance,normal
MRNA,2,0.5,0.8344843181643005,0.4857628778026329,1.0965058768554758,-0.1249801212502101,0.3452493080678851,44.5,59.0,scheduled_rebalance,normal
WDC,1,1.0,0.6898720156439779,0.6898720156439779,0.6898720156439779,0.6898720156439779,0.679745236411875,63.0,63.0,scheduled_rebalance,normal
AMD,6,0.5,0.6789276196365086,0.10050019412320614,0.4380155721447383,-0.0181600923931444,0.07549512157286702,25.333333333333332,62.0,single_period_hold,profitable_reentry_churn
CBRE,3,0.6666666666666666,0.6713685306855646,0.2069172621335326,0.5054945564957725,-0.0340186858845648,0.13193091730582357,40.0,91.0,scheduled_rebalance,normal
XYZ,4,0.25,0.6522868624573825,0.22047140268547288,1.121885610741891,-0.0799999999999999,0.19814229982787018,76.0,304.0,single_period_hold,normal
MA,8,0.625,0.6457701960099149,0.07570590909628969,0.4299667522228858,-0.1110032191840033,0.011204540303022365,163.25,335.0,scheduled_rebalance,normal
VEEV,3,0.6666666666666666,0.624524855674796,0.20080960970404102,0.5631236246130751,-0.0006037365515909,0.10364287576203617,19.666666666666668,59.0,single_period_hold,normal
TPL,2,0.5,0.6007091613769648,0.32995063118313295,0.7399012623662657,-0.0799999999999999,0.32218444737812707,60.5,121.0,single_period_hold,normal
AEM,2,1.0,0.5951783735717513,0.2743971094761782,0.4444253985032895,0.1043688204490669,0.21918877225606712,61.5,63.0,scheduled_rebalance,normal
TPR,2,1.0,0.5633081421742359,0.25882726891582514,0.4049024235172815,0.1127521143143688,0.2839161671202512,45.5,63.0,scheduled_rebalance,normal
COST,5,0.6,0.5447891489695691,0.10846118851999473,0.5179808648253912,-0.0799999999999999,-0.007510747251583983,78.4,241.0,scheduled_rebalance,normal
GOOG,5,1.0,0.5279820186801292,0.08998490201058859,0.1590142288019143,0.0157795026823222,0.05729125531577972,72.0,123.0,scheduled_rebalance,profitable_reentry_churn
BLDR,6,0.5,0.5147785351176393,0.08612097890633612,0.4606325009500833,-0.0799999999999999,0.06419385892484983,60.333333333333336,213.0,scheduled_rebalance,profitable_reentry_churn
FTAI,1,1.0,0.5133691189787597,0.5133691189787597,0.5133691189787597,0.5133691189787597,0.4848860118439675,61.0,61.0,scheduled_rebalance,normal
ETR,5,0.6,0.5090453902991683,0.09669189858346432,0.3888402927575611,-0.048404485105982,0.06690245105157906,61.0,153.0,scheduled_rebalance,profitable_reentry_churn
LNG,3,0.6666666666666666,0.5083678827678746,0.15903401326274352,0.2981202666693725,-0.068709195810482,0.16364587182026843,59.0,87.0,scheduled_rebalance,normal
WING,2,0.5,0.5062824072526098,0.2597508005836667,0.54381007664868,-0.0243084754813466,0.18661359518239434,76.0,152.0,single_period_hold,normal
