portfolio,candidate_id,source,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,governance_action,distance_to_target_pp,rank_score,notes,params
main,experiment_E6_risk_sensing_on,experiment:outputs/experiments/E6_risk_sensing_on/metrics.json,False,False,0.1846609658361189,0.25,6.5339,-0.2162517256738774,-0.2,1.6252,1.1194872875548136,,blocked_both,8.1591,-8.016900789890796,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,main_latest_champion,latest_run:outputs/backtest_metrics.json,True,False,0.19171466575132756,0.25,5.8285,-0.2490665083568635,-0.2,4.9067,1.0841080698543752,0.4467326346069263,blocked_both,10.7352,-10.596507385912238,Current production baseline artifact.,{}
main,main_rebalance_interval_adaptive_I1,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,False,0.19171466575132756,0.25,5.8285,-0.2490665083568635,-0.2,4.9067,1.0841080698543752,0.4467326346069263,blocked_both,10.7352,-10.596507385912238,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""adaptive"", ""rebalance_interval_months"": ""1""}"
main,main_rebalance_interval_fixed_interval_I1,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,False,0.19244077247071756,0.25,5.7559,-0.2500777337400768,-0.2,5.0078,1.0877409596961416,0.4362318023182977,blocked_both,10.7637,-10.624523855393305,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""1""}"
main,experiment_E0_baseline_latest,experiment:outputs/experiments/E0_baseline_latest/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E2_main_v2_balanced,experiment:outputs/experiments/E2_main_v2_balanced/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E3_main_v2_aggressive,experiment:outputs/experiments/E3_main_v2_aggressive/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E5_orchestrator_balanced,experiment:outputs/experiments/E5_orchestrator_balanced/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E9_kitchen_sink_all_on,experiment:outputs/experiments/E9_kitchen_sink_all_on/metrics.json,False,False,0.21403316158616126,0.25,3.5967,-0.2727261662085777,-0.2,7.2726,1.1831414285357171,0.4858881015027757,blocked_both,10.8693,-10.713422321947341,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E1_auto_feature_gates_on,experiment:outputs/experiments/E1_auto_feature_gates_on/metrics.json,False,False,0.20165834588806963,0.25,4.8342,-0.27307967491398366,-0.2,7.308,1.0971959712745438,,blocked_both,12.1421,-12.000454539752038,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,main_rebalance_interval_fixed_interval_I3,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,False,0.17873202837637092,0.25,7.1268,-0.27052048497005887,-0.2,7.052,1.0183747868204163,0.24878140967095871,blocked_both,14.1788,-14.060902280747031,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""3""}"
main,main_sleeve_cap_policy_sleeve_cap_policy_I1,latest_run_report:outputs/reports/sleeve_cap_policy_comparison.csv,False,False,0.16718916199527323,0.25,8.2811,-0.27050066881523493,-0.2,7.0501,0.9746871560445012,0.46982541279795875,blocked_both,15.3312,-15.225617977524578,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""sleeve_cap_policy"", ""rebalance_interval_months"": ""1""}"
main,main_sleeve_cap_policy_sleeve_cap_policy_I1,latest_run_report:outputs/reports/sleeve_cap_policy_comparison.csv,False,False,0.16101411361483287,0.25,8.8986,-0.30594009206021544,-0.2,10.594,0.9405970127134177,0.47839553667254336,blocked_both,19.4926,-19.40455381828722,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""sleeve_cap_policy"", ""rebalance_interval_months"": ""1""}"
main,main_sleeve_cap_policy_sleeve_cap_policy_I1,latest_run_report:outputs/reports/sleeve_cap_policy_comparison.csv,False,False,0.14306908014919895,0.25,10.6931,-0.2973232764884223,-0.2,9.7323,0.8485416438654796,0.4764781125922082,blocked_both,20.4254,-20.354576703842348,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""sleeve_cap_policy"", ""rebalance_interval_months"": ""1""}"
main,main_rebalance_interval_fixed_interval_I6,latest_run_report:outputs/reports/rebalance_interval_comparison.csv,False,False,0.13353917614214827,0.25,11.6461,-0.304337452005511,-0.2,10.4337,0.7944838806609975,0.20291730238322928,blocked_both,22.0798,-22.021699968182556,Comparison artifact; requires champion/challenger gate before production.,"{""policy_mode"": ""fixed_interval"", ""rebalance_interval_months"": ""6""}"
main,experiment_E7_tactical_bull_only,experiment:outputs/experiments/E7_tactical_bull_only/metrics.json,False,False,,0.25,,,-0.2,,,,blocked_both,,-101.3,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E8_alpha_sprint_sidecar,experiment:outputs/experiments/E8_alpha_sprint_sidecar/metrics.json,False,False,,0.25,,,-0.2,,,,blocked_both,,-101.3,Aggressive lab artifact; discovery-only unless replay-backed.,{}
