rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,weighted_forward_return,sector,industry_group,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.05,scout,1.3726171734448365,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.007283404577918056,Health Care,Medical Devices,1.0,1.0,1.0,2.332310767140255,nan,1.0,0.3724627890653667,0.0135416666666666,neutral,0.5223943774906274,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.352270747772993,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.00441810190087026,Information Technology,Software - Application,1.0,1.8969861788364808,1.0,0.5926621211437841,nan,1.0,0.5897760117952222,0.1083333333333333,promote_monster_early,0.4056758596947729,0.0,0.0
2019-04-30,ADBE,0.05,scout,1.29603171879624,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.00338831636094555,Information Technology,Software - Application,1.0,1.8969861788364808,1.0,0.0619405925811626,nan,1.0,0.5348713208696996,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,ALGN,0.022500000000000003,scout,0.47966684421557754,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0008121502497206723,Health Care,Medical Devices,0.7242355919431926,0.7242355919431926,1.0,1.4484711838863853,nan,1.0,0.2991913711374685,0.0270833333333333,neutral,0.8670615682422994,0.0,0.0
2019-05-31,CDNS,0.05,scout,0.3172418517445014,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.007929234625688784,Information Technology,Software - Application,0.608742967348525,2.49007193368074,1.0,-1.0059293477593243,nan,1.0,0.4310028252345843,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,ADBE,0.05,scout,0.5740946711236274,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.00567076846848716,Information Technology,Software - Application,0.4304980521621482,2.49007193368074,1.0,0.0709721097786128,nan,1.0,0.4304980521621482,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9829409573276076,0.04003659246853353,0.04003659246853353,1,0,0.0400365924685335,0.002001829623426675,Real Estate,Equity REITs,1.0,1.0,1.0,0.3535452828061294,nan,1.0,0.5079368455031698,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9610280321272253,0.04162120946579284,0.04162120946579284,1,0,0.0416212094657928,0.00208106047328964,Industrials,Software - Infrastructure,1.0,1.0,0.3192532264209921,1.8088069762818864,nan,0.0,0.3776814548275202,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.05,scout,0.8943211140405735,0.08691721527451879,0.08691721527451879,1,0,0.0869172152745187,0.004345860763725936,Financials,Capital Markets,1.0,1.0,0.8337267903988055,0.5633654763449347,nan,0.8337267903988055,0.5203410737059451,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,ALGN,0.022500000000000003,scout,0.12036330182051841,-0.38965646952924793,0.0,3,1,-0.2588369828138545,-0.0058238321133117265,Health Care,Medical Devices,0.2490056699514302,0.945669556446882,1.0,0.4722090750600904,nan,1.0,0.2490056699514302,0.1458333333333333,neutral,0.8134143956316509,0.0,0.0
2019-06-28,CDNS,0.14,confirm,0.8201311544718971,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.006116328923649687,Information Technology,Software - Application,0.94,1.961240773500582,1.0,-1.731621148209074,nan,1.0,0.5590603463662627,0.2416666666666667,neutral,0.1748847664762974,0.0,0.0
2019-06-28,ADBE,0.14,confirm,1.1251272204505216,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.001897511872362232,Information Technology,Software - Application,0.94,1.961240773500582,1.0,-0.0066392230293455,nan,1.0,0.5401274011320467,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.05,scout,0.6773144981182219,0.1368712974202635,0.1368712974202635,2,0,0.09310701724628,0.004655350862314,Real Estate,Equity REITs,0.7611411165753593,0.7611411165753593,1.0,-0.366971816202697,nan,1.0,0.4457464891241789,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
