rebalance_date,net_return,drawdown,regime_state
2022-11-30,-0.14490918589668436,-0.43684001145983564,
2021-12-31,-0.1368552073649965,-0.17543999090035167,
2022-05-31,-0.12801510688252973,-0.39970895415950947,
2020-02-28,-0.11708271237963502,-0.18906439631815997,
2023-03-31,-0.11175379850971069,-0.4156997713724354,
2019-08-30,-0.0990391745450559,-0.09903917454505584,
2021-08-31,-0.08491349516579004,-0.08491349516579005,
2022-03-31,-0.08087642386588983,-0.25401818582019886,
2022-04-29,-0.07716371092743984,-0.31158091088669626,
2025-10-31,-0.07198154890098178,-0.14132958854004052,
