status,split,rows,crisis_gate,liquidity_gate,trend_gate,tp,fp,fn,tn,precision,recall,signal_rate,false_positive_rate,whipsaw_rate,score
ok,train,837,0.35,0.2,0.2,9,97,80,651,0.08490566037735849,0.10112359550561797,0.12664277180406214,0.12967914438502673,0.37735849056603776,-0.1298513090421089
ok,validation,373,0.35,0.2,0.2,0,25,6,342,0.0,0.0,0.06702412868632708,0.0681198910081744,1.0,-0.4177363741955278
ok,test,279,0.35,0.2,0.2,0,0,6,273,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,373,0.35,0.2,0.2,0,19,27,327,0.0,0.0,0.05093833780160858,0.05491329479768786,0.6842105263157895,-0.2929957440595864
ok,train,837,0.35,0.2,0.35,7,95,82,653,0.06862745098039216,0.07865168539325842,0.12186379928315412,0.1270053475935829,0.37254901960784315,-0.15292666931128227
ok,validation,373,0.35,0.2,0.35,0,18,6,349,0.0,0.0,0.04825737265415549,0.04904632152588556,1.0,-0.39877018942078
ok,test,279,0.35,0.2,0.35,0,0,6,273,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,373,0.35,0.2,0.35,0,19,27,327,0.0,0.0,0.05093833780160858,0.05491329479768786,0.6842105263157895,-0.2929957440595864
ok,train,837,0.35,0.2,0.5,6,95,83,653,0.0594059405940594,0.06741573033707865,0.12066905615292713,0.1270053475935829,0.37623762376237624,-0.1682630043611856
ok,validation,373,0.35,0.2,0.5,0,18,6,349,0.0,0.0,0.04825737265415549,0.04904632152588556,1.0,-0.39877018942078
ok,test,279,0.35,0.2,0.5,0,0,6,273,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,373,0.35,0.2,0.5,0,18,27,328,0.0,0.0,0.04825737265415549,0.05202312138728324,0.6666666666666666,-0.28403844266402184
ok,train,837,0.35,0.35,0.2,0,45,89,703,0.0,0.0,0.053763440860215055,0.06016042780748663,0.4222222222222222,-0.20569926015371934
ok,validation,373,0.35,0.35,0.2,0,13,6,354,0.0,0.0,0.03485254691689008,0.035422343324250684,1.0,-0.38522291458167446
