ticker,pnl_usd,contribution_return_on_start,positive_contribution_share
SNDK,432208.9481201172,4.276579501665534,0.392623414007676
WDC,182313.81387329102,1.8039411786178416,0.16561589558714598
FTAI,62594.0950088501,0.6193500268896761,0.05686117186140614
CIEN,53123.00127410889,0.5256363601539044,0.04825752500796951
PLTR,41138.90566253662,0.40705728431254434,0.037371039308690894
ACLS,40204.70879364014,0.3978136830464907,0.036522404486073835
BE,36009.833740234375,0.3563066371061612,0.03271173334664598
LRCX,27362.689655303955,0.2707457080638396,0.024856571516220102
CROX,26182.48882293701,0.25906797045682833,0.023784463957979937
ELF,25597.089630126953,0.25327561886588607,0.02325268082244303
SQM,18322.760456085205,0.18129828667648215,0.016644599320775083
AVGO,17018.774185180664,0.16839572882602827,0.015460043693853185
TSCO,16525.375478744507,0.1635136947930199,0.015011834823050034
AMD,13486.501579284668,0.13344493781077302,0.012251287984919437
ROKU,13143.189636230469,0.13004796783889144,0.011939419598719142
TLN,9492.840515136715,0.09392884468539807,0.008623401870540505
P,8153.235290527344,0.08067384783999186,0.007406489590042141
TEAM,6983.361724853516,0.06909829547750204,0.006343763435690195
CHRW,6163.235954284668,0.06098339393634366,0.005598752067098798
ZS,5812.802734375,0.0575159610396239,0.005280414633824744
KKR,5687.569274902344,0.056276813057998636,0.0051666511668257194
TSLA,5574.832948684692,0.055161320507711366,0.005064240234625501
BKR,5467.456031799316,0.05409885772506573,0.004966697849451563
UAL,4867.559371948242,0.048163057992562895,0.004421745053663837
RH,4835.849868774414,0.047849301852457476,0.00439293978841714
CPRT,4418.945236206055,0.04372415401934101,0.004014218984818428
ENPH,4130.669540405272,0.04087175140978797,0.0037523461375462185
INTU,3294.4121704101562,0.03259723247122141,0.002992680644676058
PCTY,2997.609191894526,0.02966045492537462,0.00272306151897469
MRNA,2969.9301147460938,0.02938657865679467,0.0026979175375419434
NTNX,2266.889881134033,0.022430203817752917,0.002059267972543098
SSD,1813.7471618652344,0.01794649085210799,0.0016476280880708485
MOS,1424.6742362976074,0.014096729514744074,0.0012941899165597346
EXEL,1357.2000885009766,0.013429092811213291,0.0012328956504868136
ARES,1334.3405456542969,0.01320290440678353,0.0012121297875999958
ANET,1246.0624675750732,0.012329418976178523,0.0011319369999488978
PWR,911.315544128418,0.009017197335964558,0.0008278491727906648
SAN,789.0172100067139,0.007807091550169101,0.0007167520062947729
ALGN,616.9501647949219,0.006104539111897044,0.0005604443892889083
UTHR,481.9509887695349,0.004768762258032701,0.0004378096367928075
HII,474.5170135498047,0.0046952052755156425,0.00043105653104820414
HEI,341.4345397949219,0.003378393622803396,0.000310162932205573
TPG,287.9872283935547,0.002849548310015707,0.0002616108002721448
KBR,263.7079734802246,0.002609312275269839,0.00023955525515884682
MUSA,261.02532958984375,0.002582768308695869,0.00023711831162172354
EXE,252.661376953125,0.002500009475139392,0.0002295204040515305
TREX,169.85019683837527,0.0016806173803485915,0.0001542938072953208
PDD,164.27017211914062,0.0016254046888093275,0.00014922485079860279
COF,117.30834960937318,0.0011607313673067119,0.0001065642090835147
FDS,101.86441040039062,0.0010079181640322904,9.253476299191605e-05
CARR,63.901329040527344,0.0006322847203708412,5.804867779032435e-05
GGG,-1.8897972106933594,-1.869898355577278e-05,0.0
CHRD,-22.49212646484375,-0.00022255292817696874,0.0
RRX,-40.211029052734375,-0.00039787622013787947,0.0
DPZ,-43.2998046875,-0.00042843874000780943,0.0
AFG,-47.59294128417969,-0.00047091805480928826,0.0
LOW,-81.20623779296875,-0.0008035116659738187,0.0
CW,-100.27793884277389,-0.000992220497954832,0.0
SMG,-115.30133056640716,-0.0011408725084470488,0.0
MRVL,-124.7805404663086,-0.0012346664822327031,0.0
SAIA,-221.94044494628906,-0.0021960349538715385,0.0
PANW,-230.3997802734375,-0.0022797375708931184,0.0
GEN,-320.01891326904297,-0.0031664923426141544,0.0
PLNT,-387.24005126953125,-0.003831625589165136,0.0
CHE,-390.15216064453307,-0.003860440048731298,0.0
WSM,-392.5376281738281,-0.0038840435432495025,0.0
RGLD,-493.4564208984375,-0.004882605100514978,0.0
DAL,-598.6751861572266,-0.005923713612158378,0.0
BRKR,-742.9725570678711,-0.007351493349863369,0.0
UI,-756.0590362548792,-0.007480980184607424,0.0
TXRH,-796.5182876586914,-0.007881312491374448,0.0
MSI,-890.9662475585938,-0.008815847074794958,0.0
THC,-913.8596954345703,-0.009042370959445399,0.0
PODD,-1040.9795227050772,-0.01030018399160231,0.0
DKS,-1075.3162536621094,-0.01063993577231796,0.0
WMS,-1088.2188720703125,-0.01076760335912368,0.0
HUBS,-1432.5497436523438,-0.014174655326935083,0.0
AMAT,-1492.439552307129,-0.01476724724148412,0.0
VST,-1564.2284393310547,-0.015477577011446635,0.0
JBL,-1727.0740814208975,-0.017088886397626762,0.0
LI,-1759.8700618743933,-0.01741339290855042,0.0
NET,-1799.9767150878906,-0.017810236360679927,0.0
