rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len
2019-04-30,0.9691952922477304,96919.52922477304,0.9386810683613055,93868.10683613055,-0.030804707752269643,-0.06131893163869451,0.0,-0.030804707752269622,1.0,False,,0.0,0,1.0,1,0,0.0,1
2019-05-31,1.0142882757240896,101428.82757240896,1.0138863711765451,101388.6371176545,0.046526209771181284,0.08011805644118142,-0.030804707752269622,0.0,1.0142882757240896,False,,0.0,0,1.0,1,0,0.0,2
2019-06-28,1.0279456880419247,102794.56880419246,1.0102027204974469,101020.27204974469,0.013465020393817502,-0.0036331987329345505,0.0,0.0,1.0279456880419247,False,,0.0,0,1.0,1,0,0.0,3
2019-07-31,1.0342145146220498,103421.45146220499,0.9940281763363923,99402.81763363924,0.006098402525591016,-0.01601118650035893,0.0,0.0,1.0342145146220498,False,,0.0,0,1.0,1,0,0.0,4
2019-08-30,1.0257355491418543,102573.55491418543,1.0056503165476978,100565.03165476977,-0.00819845917874603,0.011691962549935209,0.0,-0.008198459178746068,1.0342145146220498,False,,0.0,0,1.0,1,0,0.0,5
2019-09-30,1.0456182915978938,104561.82915978938,1.0489716902723578,104897.16902723578,0.01938388746755806,0.043077969560411544,-0.008198459178746068,0.0,1.0456182915978938,False,,0.0,0,1.0,1,0,0.0,6
2019-10-31,1.053312024972338,105331.2024972338,1.0650333649139971,106503.3364913997,0.0073580707570510325,0.01531182851795454,0.0,0.0,1.053312024972338,False,,0.0,0,1.0,1,0,0.0,7
2019-11-29,1.076832116911141,107683.2116911141,1.114278678263725,111427.8678263725,0.022329652924470162,0.046238282266118924,0.0,0.0,1.076832116911141,False,,0.0,0,1.0,1,0,0.0,8
2019-12-31,1.1062561146803138,110625.61146803138,1.1112243606625787,111122.43606625787,0.027324591556179292,-0.0027410715656029927,0.0,0.0,1.1062561146803138,False,,0.0,0,1.0,1,0,0.0,9
2020-01-31,1.0415258936886478,104152.58936886478,1.0569478029777035,105694.78029777035,-0.05851287069303265,-0.048843923519200194,0.0,-0.05851287069303277,1.1062561146803138,False,,0.0,0,1.0,1,0,0.0,10
2020-02-28,0.9078780354764906,90787.80354764906,0.8449822658042982,84498.22658042982,-0.1283192852160714,-0.20054494325665084,-0.05851287069303277,-0.17932382616583373,1.1062561146803138,False,,0.0,0,1.0,1,0,0.0,11
2020-03-31,1.0838863493419968,108388.63493419968,0.9681844766787635,96818.44766787635,0.19386779610008972,0.1458044930176079,-0.17932382616583373,-0.020221145032749896,1.1062561146803138,True,triggered_level_2,0.5,2,0.9078780354764906,1,0,0.0,12
2020-04-30,1.1864197989759413,118641.97989759412,1.0451478077661074,104514.78077661074,0.09459797117676616,0.07949242416213598,-0.020221145032749896,0.0,1.1864197989759413,False,recovered,0.0,0,1.0,1,0,0.0,12
2020-05-29,1.2463922011965323,124639.22011965323,1.065714002318956,106571.40023189559,0.05054905714853715,0.019677785668236414,0.0,0.0,1.2463922011965323,False,,0.0,0,1.0,1,0,0.0,12
2020-06-30,1.3400411246159343,134004.11246159344,1.1268516586688926,112685.16586688926,0.07513599918990138,0.0573677893101745,0.0,0.0,1.3400411246159343,False,,0.0,0,1.0,1,0,0.0,12
2020-07-31,1.443809654008117,144380.9654008117,1.2062160322601614,120621.60322601614,0.07743682450187755,0.07043018748804863,0.0,0.0,1.443809654008117,False,,0.0,0,1.0,1,0,0.0,12
2020-08-31,1.432391796949556,143239.17969495562,1.1563311249670802,115633.11249670802,-0.007908145666476157,-0.04135652814994395,0.0,-0.007908145666476204,1.443809654008117,False,,0.0,0,1.0,1,0,0.0,12
2020-09-30,1.416333211959091,141633.3211959091,1.1321975695430155,113219.75695430156,-0.011211028312689122,-0.02087079981069584,-0.007908145666476204,-0.01903051553419757,1.443809654008117,False,,0.0,0,1.0,1,0,0.0,12
2020-10-30,1.5166117896547586,151661.17896547588,1.2526635496437772,125266.35496437772,0.07080154362613635,0.10640014017110544,-0.01903051553419757,0.0,1.5166117896547586,False,,0.0,0,1.0,1,0,0.0,12
2020-11-30,1.5969088573446113,159690.88573446113,1.2657290515882111,126572.90515882112,0.05294503724524765,0.010430176521181167,0.0,0.0,1.5969088573446113,False,,0.0,0,1.0,1,0,0.0,12
2020-12-31,1.529089267408595,152908.9267408595,1.2907689834560647,129076.89834560647,-0.042469292861703326,0.019783011092645797,0.0,-0.04246929286170334,1.5969088573446113,False,,0.0,0,1.0,1,0,0.0,12
2021-01-29,1.5856553315571005,158565.53315571006,1.3345349946814515,133453.49946814516,0.036993304023623136,0.03390692818493535,-0.04246929286170334,-0.007047068300581366,1.5969088573446113,False,,0.0,0,1.0,1,0,0.0,12
2021-02-26,1.5728386603848796,157283.86603848796,1.3749115000359131,137491.15000359132,-0.008082885931859463,0.03025511171709616,-0.007047068300581366,-0.015072993583213214,1.5969088573446113,False,,0.0,0,1.0,1,0,0.0,12
2021-03-31,1.6581001211410074,165810.01211410074,1.4340106644594406,143401.06644594404,0.05420865019636785,0.04298397709378654,-0.015072993583213214,0.0,1.6581001211410074,False,,0.0,0,1.0,1,0,0.0,12
