rebalance_date,regime_state,style_regime,gross_return,cost,turnover,net_return,cash_weight,n_positions,single_name_cap,selected_tickers,equity,drawdown
2021-09-30,neutral,quality_compounder,0.0679852088774774,0.002433226991628114,0.4866453983256228,0.06555198188584929,0.0,10,0.33,"RGEN,ORCL,MPWR,PWR,GOOGL,GOOG,AN,CPRT,SITE,LSCC",2.2101155752073214,0.0
2021-10-29,bull,balanced,0.02627250870049997,0.003926635054596712,0.7853270109193423,0.022345873645903257,0.0,10,0.33,"SAIA,GOOG,SITE,BLD,TSLA,GOOGL,ODFL,MSFT,MPWR,MEDP",2.259502538593747,0.0
2021-11-30,neutral,quality_compounder,-0.0030513570176376,0.002706495928112272,0.5412991856224544,-0.005757852945749872,0.0,10,0.33,"COST,TSLA,SAIA,ON,GOOG,GOOGL,BLD,WMS,ENTG,HLI",2.2464926552459756,-0.0057578529457498195
2021-12-31,bull,quality_compounder,-0.09723032770233792,0.002276745326754419,0.45534906535088376,-0.09950707302909234,0.0,11,0.33,"BLD,AAPL,ACLS,WMS,ON,COST,SAIA,GOOG,GOOGL,KNSL,TSLA",2.022950746541095,-0.10469197888127857
2022-01-31,neutral,quality_compounder,0.025144399263471104,0.0034890575545029274,0.6978115109005855,0.021655341708968177,0.0,8,0.33,"AAPL,LNG,GOOGL,GOOG,FICO,XOM,ON,HPQ",2.066758436217855,-0.08530377774917253
2022-02-28,bear,balanced,0.014352027585832285,0.0038367593698585283,0.7673518739717057,0.010515268215973757,0.4,6,0.33,"FCX,LPX,FTNT,AAPL,NUE,LAD",2.088490955512312,-0.07568550163606702
2022-03-31,neutral,quality_compounder,-0.09994639362431489,0.002244653875468341,0.4489307750936682,-0.10219104749978322,0.0,9,0.33,"AGCO,FCX,STLD,FTNT,FANG,AM,AAPL,SCCO,OKE",1.8750658770746857,-0.17014216844311403
2022-04-29,bear,cash_defense,0.018378355787638707,0.0028068623711710477,0.5613724742342096,0.01557149341646766,0.51,5,0.33,"LPX,STLD,RS,AGCO,LOW",1.9042634530349973,-0.15722004268242185
2022-05-31,bear,balanced,-0.1043863533844826,0.001745053255646286,0.34901065112925717,-0.10613140664012889,0.4,7,0.33,"FANG,LPX,VLO,STLD,HALO,AMGN,VICI",1.702161294151004,-0.24666546504064424
2022-06-30,bear,balanced,0.03100851707861353,0.002061971798422642,0.41239435968452837,0.02894654528019089,0.4,6,0.33,"VICI,UTHR,FANG,AFG,HALO,HD",1.7514329831263344,-0.22485903281331165
2022-07-29,bear,turnaround_accumulation,0.03407573774025782,0.0022627242649521265,0.45254485299042524,0.0318130134753057,0.37,7,0.33,"FANG,ENPH,NEE,AM,WMS,HALO,TMUS",1.8071513442196272,-0.20019946277894018
2022-08-31,bear,balanced,-0.013530076434076584,0.0024256492266562695,0.48512984533125386,-0.015955725660732854,0.4,7,0.33,"AM,DKS,LOW,ENPH,WCC,OGE,FSLR",1.7783169331438342,-0.2129608607341461
2022-09-30,bear,quality_compounder,0.04944780564381443,0.0014522705469683414,0.2904541093936683,0.047995535096846086,0.42999999999999994,7,0.33,"LOW,DKS,FSLR,AM,LPX,ON,MCK",1.863668205921855,-0.17518649610292025
2022-10-31,bear,turnaround_accumulation,0.004838246787909096,0.0022735921551550486,0.45471843103100973,0.002564654632754047,0.37,7,0.33,"WCC,FANG,GILD,LOW,FSLR,TSCO,ORLY",1.868447871220089,-0.17307113432899246
2022-11-30,neutral,turnaround_accumulation,-0.07961663910332273,0.00371641042059963,0.743282084119926,-0.08333304952392236,0.0,11,0.33,"FSLR,MCHP,DKS,CPRT,TPL,ORLY,AXON,HALO,LSCC,CSCO,FICO",1.7127444122348379,-0.24198163844471554
2022-12-30,bear,balanced,0.06741986661387216,0.0028496965422686728,0.5699393084537345,0.06457017007160348,0.4,7,0.33,"CPRT,DKS,CTAS,PG,ACLS,JBL,HALO",1.8233366102220299,-0.1930362639216926
2023-01-31,neutral,breakout_growth,0.05308049367135413,0.002805641665892783,0.5611283331785566,0.05027485200546135,1.1102230246251565e-16,11,0.33,"ACLS,NOW,DKS,LSCC,CPRT,AMKR,FSLR,BEN,STLD,OGE,TPR",1.915004588457082,-0.15246628151658148
2023-02-28,neutral,quality_compounder,-0.011675928276227819,0.0035238330068272155,0.7047666013654431,-0.015199761283055033,0.0,9,0.33,"STLD,BKNG,ACLS,RS,LSCC,MAS,JBL,ORLY,MLI",1.8858969758565796,-0.16534859171686933
2023-03-31,bull,breakout_growth,-0.06822349479119504,0.0031462394515901332,0.6292478903180266,-0.07136973424278517,0.0,11,0.33,"LSCC,ACLS,FTNT,MSFT,BKNG,FSLR,NUE,JBL,NOW,PWR,STM",1.7513010098804234,-0.22491744091140276
2023-04-28,neutral,balanced,-0.004505189629066419,0.004245778812664379,0.8491557625328758,-0.008750968441730799,0.0,9,0.33,"NOW,BYD,ORLY,PWR,DKS,CHDN,FTNT,CHH,STLD",1.7359754300109884,-0.231700163925723
2023-05-31,bull,breakout_growth,0.06226562493613327,0.004131538187270612,0.8263076374541224,0.058134086748862654,0.0,10,0.33,"NOW,ONTO,CXT,ACLS,CDNS,AAPL,ON,SNPS,GOOG,GOOGL",1.8368947762531413,-0.187035754606244
2023-06-30,bull,quality_compounder,0.001191511353842774,0.0031190782505353515,0.6238156501070703,-0.0019275668966925775,0.0,10,0.33,"NOW,AN,EXP,CXT,LPX,STLD,PANW,ACLS,OC,AAPL",1.8333540386897282,-0.18860279757385967
2023-07-31,bull,quality_compounder,-0.030023495467150756,0.0036927031136327827,0.7385406227265565,-0.03371619858078354,0.0,9,0.33,"ON,EXP,ONTO,UNP,SAIA,ACLS,STLD,CHRD,CARR",1.7715403098523839,-0.2159600267787517
2023-08-31,bull,quality_compounder,-0.06763815906184696,0.004092842721068584,0.8185685442137169,-0.07173100178291554,0.0,8,0.33,"EXE,MTDR,FANG,CHRD,EXP,EQT,AMGN,TRGP",1.6444659487278557,-0.2721999994957621
2023-09-29,bear,quality_compounder,-0.006660374229337015,0.0021357099983176893,0.42714199966353783,-0.008796084227654703,0.43000000000000005,6,0.33,"EXP,FANG,CHRD,UNH,AM,DINO",1.6300010877333355,-0.2786017896010845
2023-10-31,bear,balanced,0.021532398816983694,0.002186701741356924,0.43734034827138474,0.01934569707562677,0.42515825342160896,6,0.33,"CHRD,SSD,OGE,DINO,UEC,ELV",1.6615345950095666,-0.2646458383518079
2023-11-30,neutral,turnaround_accumulation,0.016656440309631204,0.0035669855357630537,0.7133971071526107,0.01308945477386815,0.0,10,0.33,"PANW,FICO,OGE,EXPE,ELV,DECK,MCK,VALE,RGA,AIZ",1.6832831769461618,-0.255020453310138
2023-12-29,bull,balanced,0.016859129821006506,0.0029573158722678012,0.5914631744535602,0.013901813948738705,0.0,10,0.33,"FICO,DKS,OGE,CTAS,DHI,ELV,COST,BLD,AXON,BPOP",1.7066838664951094,-0.24466388625643976
2024-01-31,neutral,quality_compounder,0.06907478400384913,0.0034559180194382528,0.6911836038876505,0.06561886598441087,0.0,10,0.33,"ISRG,FICO,URI,ELV,PANW,EXP,UBER,DKS,FDS,MSFT",1.818674526408408,-0.19509958703551544
2024-02-29,neutral,balanced,0.05405547863194758,0.004492527176598651,0.8985054353197303,0.04956295145534893,0.0,10,0.33,"KNSL,DKS,SFM,FTNT,RL,FANG,PR,PWR,URI,WM",1.9088134036738675,-0.15520634694136648
2024-03-28,strong_bull,quality_compounder,-0.022504414306536043,0.004506562845367867,0.9013125690735735,-0.02701097715190391,0.0,8,0.33,"FTAI,WSM,PEG,FANG,EXP,CRH,MSFT,BLD",1.8572544884399846,-0.17802504900220673
2024-04-30,neutral,quality_compounder,0.029271164006097316,0.004301082853451565,0.860216570690313,0.024970081152645752,0.0,8,0.33,"CMG,GE,PWR,FANG,TT,DKS,SFM,CRH",1.9036302837374464,-0.15750026777034987
2024-05-31,neutral,balanced,-0.11130290276097292,0.0034792840737710652,0.695856814754213,-0.11478218683474399,0.0,7,0.33,"FSLR,DECK,CMG,CROX,GE,DKS,THC",1.6851274368452183,-0.2542042294433553
2024-06-28,neutral,balanced,0.006573263214398055,0.00438364724098194,0.876729448196388,0.002189615973416115,0.0,9,0.33,"UTHR,FTAI,AAPL,ACLS,CMG,FICO,LNG,INSM,FSLR",1.6888172187981763,-0.25257122311123836
2024-07-31,neutral,quality_compounder,0.027457816356980802,0.004604659611355057,0.9209319222710114,0.022853156745625745,0.0,10,0.33,"PLTR,MLI,CRS,LNG,CW,PHM,BLD,SFM,DECK,AAPL",1.7274120234140828,-0.23549011611680803
2024-08-30,neutral,balanced,0.03903944885865608,0.0034660797005996546,0.6932159401199309,0.03557336915805643,0.0,9,0.33,"PLTR,AXON,WDAY,UTHR,HALO,LNG,PSN,BKNG,FTAI",1.7888618890110572,-0.20829392379244838
2024-09-30,neutral,balanced,0.04898827828148158,0.003327919697324855,0.665583939464971,0.04566035858415672,0.0,8,0.33,"BKNG,CRS,AXON,VST,PHM,PLTR,ORCL,PSN",1.8705419643208339,-0.17214434045955596
2024-10-31,neutral,quality_compounder,0.23363169321513413,0.0037646403106329713,0.7529280621265942,0.22986705290450116,0.0,8,0.33,"PANW,AXON,PLTR,HLNE,TPL,EXP,CEG,CHH",2.300517932993461,0.0
2024-11-29,bull,balanced,-0.058555201461207664,0.003127893585465451,0.6255787170930902,-0.06168309504667312,0.0,9,0.33,"PLTR,FICO,AXON,ORCL,EXP,VST,APO,TPL,UAL",2.158614866676049,-0.06168309504667313
2024-12-31,neutral,quality_compounder,0.049368185004376106,0.003800715623836108,0.7601431247672216,0.045567469380539995,0.0,9,0.33,"DECK,GOOGL,PLTR,ARES,WSM,EXPE,FICO,DKS,ROIV",2.256977483517688,-0.01892636821096949
2025-01-31,neutral,balanced,-0.048853521278599044,0.003151800833550811,0.6303601667101622,-0.05200532211214985,0.0,9,0.33,"PLTR,JBL,ISRG,WSM,APP,GOOGL,GTLS,ARES,TMUS",2.1396026424874814,-0.06994741844789476
2025-02-28,neutral,quality_compounder,-0.051236232540237375,0.004901130354563177,0.9802260709126353,-0.05613736289480055,0.0,8,0.33,"GILD,UBER,NRG,HWM,GE,TMUS,FTNT,ALSN",2.0194909924954874,-0.1221581177297314
2025-03-31,bear,cash_defense,0.03470910579690336,0.0021816960063939118,0.43633920127878234,0.03252740979050945,0.5508228910016411,5,0.33,"UBER,AM,WH,JBL,ALSN",2.0851798035766307,-0.0936041950938542
2025-04-30,bear,balanced,0.047768236942821674,0.0006945970516459383,0.13891941032918767,0.04707363989117574,0.5113382883399835,5,0.33,"UBER,NRG,FTNT,SFM,BKNG",2.1833368067585495,-0.05093684537483001
2025-05-30,neutral,balanced,0.015835038312659783,0.003233879857252758,0.6467759714505517,0.012601158455407024,0.0,8,0.33,"THC,NRG,AXON,CEG,BKNG,GE,PLTR,TXRH",2.2108493798220366,-0.038977550179209675
2025-06-30,bull,balanced,0.020375428935503745,0.0021622171431417113,0.4324434286283423,0.018213211792362034,0.0,11,0.33,"CEG,NRG,GE,BKNG,ATI,UBER,AXON,CW,FLEX,ORCL,THC",2.2511160478177477,-0.02147424476340898
2025-07-31,bull,quality_compounder,0.045708841690023226,0.0034984538542993456,0.6996907708598691,0.04221038783572388,0.0,11,0.33,"GE,GOOGL,BBVA,NRG,GOOG,UEC,FTI,ORCL,MLI,SPGI,CEG",2.346136529259357,0.0
2025-08-29,bull,balanced,0.11929507072122973,0.003535864956469713,0.7071729912939426,0.11575920576476002,0.0,11,0.33,"MLI,KGC,INSM,UEC,NEM,PDD,UBER,GOOGL,GOOG,APH,NEU",2.6177234305021106,0.0
2025-09-30,neutral,balanced,0.07378672437078596,0.003322793231724634,0.6645586463449268,0.07046393113906133,0.0,9,0.33,"UTHR,APH,PDD,GE,TER,UBER,CW,KGC,MLI",2.802178514050119,0.0
2025-10-31,neutral,quality_compounder,-0.026916951855149536,0.00409177619642613,0.8183552392852259,-0.031008728051575667,0.0,8,0.33,"GOOGL,P,UBER,TER,NXT,NTRA,ROIV,GOOG",2.7152865225559704,-0.03100872805157573
2025-11-28,bull,quality_compounder,-0.002202829022234846,0.002721907818035388,0.5443815636070776,-0.004924736840270234,0.0,7,0.33,"GOOGL,GOOG,RVMD,NTRA,ROIV,TER,INSM",2.7019144509864494,-0.03578075506644052
2025-12-31,neutral,balanced,0.1000508566009567,0.0008392472483091276,0.16784944966182552,0.09921160935264757,0.0,6,0.33,"GOOGL,GOOG,RVMD,EXPE,NTRA,TER",2.9699757320019904,0.0
2026-01-30,neutral,quality_compounder,0.055474704015779155,0.0036461408843423766,0.7292281768684753,0.05182856313143678,0.0,9,0.33,"QGEN,MTSI,RGLD,GOOGL,TER,FTI,GOOG,RVMD,UI",3.1239053067268907,0.0
2026-02-27,neutral,quality_compounder,-0.1292215489758373,0.004503768864932809,0.9007537729865619,-0.1337253178407701,0.0,9,0.33,"TPL,SW,SCCO,UI,XPO,RGLD,CW,TRGP,THC",2.706160076680369,-0.13372531784077013
2026-03-31,bear,cash_defense,0.02899159372547722,0.00228780359677133,0.45756071935426595,0.02670379012870589,0.51,6,0.33,"COST,TPL,UI,CW,SU,WM",2.778424807422724,-0.11059250053457859
