ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
AMD,-11549.260646820068,0.08545943969909528,0.1314949258710369,20,Information Technology,Semiconductors,MARKET_LEADER
NOW,-8261.06372833252,0.0854846490656905,0.1189582769904889,20,Information Technology,Software - Application,QUALITY_COMPOUNDER
PENN,-7886.63965177536,0.03647365478760954,0.0669040921522951,20,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER
STM,-6064.003087043762,0.03255118957153928,0.0570411079022703,20,Semiconductors,Semiconductors,MARKET_LEADER
DAR,-5749.399814605713,0.03221980931118323,0.0561361604349498,20,Consumer Staples,Food Beverage & Tobacco,QUALITY_COMPOUNDER
PCTY,-5391.119812011719,0.03155309280917368,0.0526172557935001,20,Industrials,Software - Application,MARKET_LEADER
TSLA,-5268.778400421143,0.04741613407119708,0.0614615230838696,20,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER
SHOP,-5223.18098449707,0.04009797086394006,0.0588829713699077,20,Software,Software - Application,MARKET_LEADER
DXCM,-4826.679718017578,0.05124856126977787,0.070105280837497,20,Health Care,Medical Devices,MARKET_LEADER
QRVO,-4626.799957275391,0.03200220807244158,0.0544351369180666,20,Information Technology,Semiconductors,MARKET_LEADER
SE,-3465.5202026367188,0.04662480512709322,0.0590375893888083,20,Internet,Internet Content & Information,MARKET_LEADER
PODD,-3185.8499908447266,0.021951193419523653,0.0233883648981346,13,Health Care,Medical Devices,MARKET_LEADER
RNG,-2440.2664794921875,0.06184756854614888,0.0686552582525555,20,Information Technology,Software - Application,MARKET_LEADER
PAYC,-856.312042236329,0.04853276923696847,0.0494665588642845,7,Industrials,Software - Application,MARKET_LEADER
MA,-684.4994659423828,0.02074988503861227,0.0218572518476439,13,Financials,Consumer Finance,QUALITY_COMPOUNDER
GOOGL,-585.0721740722652,0.0216759108470665,0.022547211517791,13,Communication,Internet Content & Information,MARKET_LEADER
UI,-460.41015625,0.046126004628694386,0.0478454073998319,7,Information Technology,Communication Equipment,MARKET_LEADER
