rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,sector,regime_state,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2026-03-31,COST,0.1455612100973245,0.1455612100973245,,hold,hold,0.0219323526411681,0.0219323526411681,-0.08,False,Consumer Staples,bear,4.973859585550177,1.8311567477455255,-4.0312755749282285,0.0,0.0,1.21163570892914
2026-03-31,CW,0.1351673241447426,0.1351673241447426,,hold,hold,0.0366414168074324,0.0366414168074324,-0.08,False,Industrials,bear,0.9104630317034564,1.80867408414444,-0.0654351339077386,0.0,0.0,-1.9033166237076733
2026-03-31,TRGP,0.1324828506207727,0.1324828506207727,,hold,hold,0.0554451865219802,0.0554451865219802,-0.08,False,Energy,bear,1.548238258669228,1.7472395368401936,-0.0341957647964959,0.0,0.0,1.882121815979585
2026-03-31,UI,0.1087259276523226,0.0,,move_to_cash_proxy,distribution_risk_decay,0.2643899430309879,0.2643899430309879,-0.08,True,Information Technology,bear,0.8464292800205642,1.747232270278503,1.918513977537632,0.0,0.0,-2.0799576903552737
2026-03-31,FTI,0.0783300690209798,0.0,,move_to_cash_proxy,distribution_risk_decay,0.0799538294462032,0.0799538294462032,-0.08,True,Energy,bear,1.409383343241612,1.7335438279237108,0.9453221731030388,0.0,0.0,-0.0314063340288983
2026-03-31,TPL,0.0713176521669257,0.0713176521669257,,hold,hold,-0.0487311906712029,-0.0487311906712029,-0.08,False,Energy,bear,0.7246499811490378,1.7095653475771422,1.297362851335813,0.0,0.0,3.0
2026-03-31,WM,0.0367457689033716,0.0367457689033716,,hold,hold,0.018498457986978,0.018498457986978,-0.08,False,Industrials,bear,3.2133251033416896,1.523529129782767,-1.7924066444351656,0.0,0.0,0.6841558096254782
2026-03-31,SPG,0.0237997692022385,0.0237997692022385,,hold,hold,0.0919318725246158,0.0919318725246158,-0.08,False,Real Estate,bear,2.6920581792286,1.462889181227572,-0.9670956264169382,0.0,0.0,-0.0675926006331445
2026-03-31,SU,0.0178694281913217,0.0178694281913217,,hold,hold,0.0522261469479368,0.0522261469479368,-0.08,False,Energy,bear,1.8201524148188577,1.4601254882799912,-0.2733578149118698,0.0,0.0,1.348264576056554
2026-03-31,CASH,0.0,0.18705599667330242,0.18705599667330242,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0,-0.08,False,Cash,,,,,,,
