start_date,end_date,months,cagr,sharpe,max_dd,ending_equity
2019-04-30,2022-03-31,36,0.31972634531469524,1.906746205078276,-0.09412509794213797,2.298537848760554
2019-05-31,2022-04-29,36,0.3315260377144904,1.9806914215437135,-0.09412509794213797,2.3607445197698222
2019-06-28,2022-05-31,36,0.28650135884687367,1.691935564198481,-0.1274228809360406,2.12927006164215
2019-07-31,2022-06-30,36,0.2875056923821697,1.6966305721170554,-0.12742288093604048,2.1342607300388012
2019-08-30,2022-07-29,36,0.28130715725769595,1.67137860321002,-0.1274228809360407,2.1035835028412846
2019-09-30,2022-08-31,36,0.27300664992060786,1.6153828663762193,-0.12742288093604048,2.062965746336461
2019-10-31,2022-09-30,36,0.29340578981175214,1.698197027653106,-0.1274228809360406,2.1637366536767595
2019-11-29,2022-10-31,36,0.3033225699431621,1.7542271895056427,-0.1274228809360406,2.2138885202282528
2019-12-31,2022-11-30,36,0.26253098530342833,1.5223450267360823,-0.12742288093604037,2.0124548072677446
2020-01-31,2022-12-30,36,0.2925891833432155,1.652982828164273,-0.1274228809360407,2.1596409413402737
2020-02-28,2023-01-31,36,0.32490771388721607,1.8261676340777973,-0.12742288093604048,2.325717099432933
2020-03-31,2023-02-28,36,0.34231236188467173,1.95049557588142,-0.12742288093604026,2.418581738374882
2020-04-30,2023-03-31,36,0.2947907043899378,1.7333876658413476,-0.12742288093604026,2.170694563260513
2020-05-29,2023-04-28,36,0.29497340246345516,1.7336160929919022,-0.1274228809360406,2.1716135635471705
2020-06-30,2023-05-31,36,0.29934328297771584,1.7446903813473147,-0.12742288093604037,2.1936721263950565
2020-07-31,2023-06-30,36,0.25538196262207147,1.6415388226880507,-0.12742288093604015,1.9784617263885602
2020-08-31,2023-07-31,36,0.21669893471591029,1.443715503499791,-0.12742288093604048,1.8011479304588243
2020-09-30,2023-08-31,36,0.20099766515464457,1.3125801899642517,-0.1274228809360406,1.7323134976698156
2020-10-30,2023-09-29,36,0.1840008697799571,1.210598600663061,-0.12742288093604037,1.6598011619214414
2020-11-30,2023-10-31,36,0.16454704255216868,1.1383228571706616,-0.12742288093604048,1.5793235464613895
2020-12-31,2023-11-30,36,0.1533907421852938,1.0821987191178866,-0.12742288093604037,1.5343674737113226
2021-01-29,2023-12-29,36,0.14270069428284726,1.0313169181804287,-0.12742288093604048,1.492098431191817
2021-02-26,2024-01-31,36,0.208979041740323,1.1479156792663492,-0.12742288093604037,1.7670804277232568
2021-03-31,2024-02-29,36,0.24763595813178507,1.33286018804078,-0.1274228809360406,1.942064498133166
2021-04-30,2024-03-28,36,0.2325380097327594,1.2539210919936326,-0.1274228809360406,1.8724100502333074
2021-05-28,2024-04-30,36,0.24938250829944342,1.3358407046512635,-0.1274228809360406,1.9502319372781944
2021-06-30,2024-05-31,36,0.231689675785838,1.2562900590044839,-0.12742288093604037,1.8685464712789381
2021-07-30,2024-06-28,36,0.20428901350430273,1.1176995870338429,-0.1274228809360406,1.7465948415303474
2021-08-31,2024-07-31,36,0.18089699025374162,1.0120271007494352,-0.12742288093604037,1.646781756663604
2021-09-30,2024-08-30,36,0.20660712277541138,1.1468063672021902,-0.12742288093604015,1.7567002134745158
2021-10-29,2024-09-30,36,0.1903622788776902,1.083481103772164,-0.1274228809360406,1.6866985379518065
2021-11-30,2024-10-31,36,0.23282881457561966,1.1821035257447279,-0.12742288093604037,1.8737356914392052
2021-12-31,2024-11-29,36,0.2232342042093618,1.1338655482370752,-0.12134919414479683,1.8303276863470037
2022-01-31,2024-12-31,36,0.2707244282934349,1.350904692847861,-0.0896882734188833,2.0518902910377235
2022-02-28,2025-01-31,36,0.26252894250777037,1.3085488363758215,-0.08968827341888341,2.012445038729772
2022-03-31,2025-02-28,36,0.23663737901879944,1.178566454887329,-0.08968827341888341,1.8911549267739147
2022-04-29,2025-03-31,36,0.2648197768112792,1.310891330489394,-0.08968827341888341,2.0234195553007437
2022-05-31,2025-04-30,36,0.2811114754489954,1.3716315783141109,-0.08968827341888341,2.102619869350262
2022-06-30,2025-05-30,36,0.3190521041882044,1.5592946731194541,-0.0896882734188833,2.2950167162465127
2022-07-29,2025-06-30,36,0.327402405321533,1.589273851171142,-0.08968827341888319,2.3388792493099873
2022-08-31,2025-07-31,36,0.3113236080139894,1.519774637207119,-0.0896882734188833,2.254912218574328
2022-09-30,2025-08-29,36,0.37119416282354756,1.721445033151726,-0.08968827341888319,2.578082835275585
2022-10-31,2025-09-30,36,0.39454903685294895,1.7614326313146726,-0.08968827341888352,2.712072969327644
2022-11-30,2025-10-31,36,0.3818946122242657,1.7070381204431604,-0.0896882734188833,2.638911166120179
2022-12-30,2025-11-28,36,0.4452232979339483,1.9432176340095721,-0.08968827341888341,3.0185950961683594
2023-01-31,2025-12-31,36,0.4924979174500197,1.9703851972226718,-0.08968827341888341,3.3246137861527454
2023-02-28,2026-01-30,36,0.4765085813450278,1.9176848311382477,-0.08968827341888319,3.2189032707927945
2023-03-31,2026-02-27,36,0.45658671282835983,1.8273811488819136,-0.08968827341888352,3.0903597007465984
2023-04-28,2026-03-31,36,0.49825984216208785,1.9765346896494442,-0.08968827341888341,3.363267555996489
