variant_id,portfolio_kind,target_n,single_cap,subindustry_cap,theme_cap,risk_mode,status,metric_mode,start_date,end_date,cagr,max_dd,sharpe,trade_count,total_fees_usd,avg_cash_weight,target_book,research_only,production_activation_allowed,cagr_delta_vs_baseline,mdd_improvement_vs_baseline,avg_monthly_turnover,avg_name_overlap,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,avg_benchmark_risk_score,min_gross_exposure_cap
main_N12_cap12_sub40_theme60,main,12,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.44868284000149594,-0.351595875755518,1.332314661097075,1203,42063.17247967958,0.07721339068410144,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme60.csv,True,False,,,0.29197554980950624,0.7787698412698412,3.0,17,156,217,0.0,1.0
main_N12_cap12_sub40_theme70,main,12,0.12,0.4,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.4531283395135819,-0.3909593574255077,1.313591935712228,1203,43129.59130722165,0.04882432409977797,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme70.csv,True,False,,,0.2972562213086175,0.7797619047619048,3.0,17,156,213,0.0,1.0
main_N12_cap12_sub50_theme60,main,12,0.12,0.5,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.4500713778222223,-0.3527205877509365,1.3253348805383174,1202,41897.67250260711,0.07262938191107217,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme60.csv,True,False,,,0.29177751199949054,0.7787698412698412,3.0,17,156,217,0.0,1.0
main_N12_cap12_sub50_theme70,main,12,0.12,0.5,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.4540987895325197,-0.390629631860703,1.30682723746348,1201,42855.317638974186,0.044565777828774106,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme70.csv,True,False,,,0.2972839291963933,0.7797619047619048,3.0,17,156,213,0.0,1.0
main_N12_cap15_sub40_theme60,main,12,0.15,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.4585782460962906,-0.3531913111834546,1.3342687826609205,1202,43564.05902769685,0.0691011025366285,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme60.csv,True,False,,,0.30658385837480484,0.7787698412698412,3.0,17,156,217,0.0,1.0
main_N12_cap15_sub40_theme70,main,12,0.15,0.4,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.4646720557199633,-0.39178874561678323,1.3197385480877313,1200,44451.6761497128,0.04454586660104037,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme70.csv,True,False,,,0.31147221821414767,0.7797619047619048,3.0,17,156,213,0.0,1.0
main_N12_cap15_sub50_theme60,main,12,0.15,0.5,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.4579002723322734,-0.3573500041234564,1.326328091959333,1200,43468.01734089256,0.06509731545254631,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme60.csv,True,False,,,0.30648940072368824,0.7787698412698412,3.0,17,156,217,0.0,1.0
main_N12_cap15_sub50_theme70,main,12,0.15,0.5,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.46432013952915674,-0.39150609658647484,1.3117073668529802,1200,44113.13881923676,0.04062654776410467,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme70.csv,True,False,,,0.31149312459846595,0.7797619047619048,3.0,17,156,213,0.0,1.0
main_N15_cap12_sub40_theme60,main,15,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.42896507918579707,-0.3930611333675179,1.284857930636056,1497,38106.157500003574,0.06718048872676687,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60.csv,True,False,,,0.313385514841658,0.7761904761904761,3.0,20,191,268,0.0,1.0
main_N15_cap12_sub40_theme60_risk,main,15,0.12,0.4,0.6,benchmark_guard,completed,broker_ledger_next_close,2019-06-03,2026-06-26,0.3637495581433281,-0.3079012162676076,1.2249022567521448,1486,31392.046478090288,0.15677059271540075,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60_risk.csv,True,False,,,0.29968342635319867,0.7761904761904761,3.0,20,191,268,0.9642857142857143,0.35
