portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.3135739941005504,0.3,True,0.0,-0.3745044500752168,-0.25,False,12.4504,1.1364976778234772,0.0,False
concentrated,broker_ledger_next_close,0.3978868352941922,0.45,False,5.2113,-0.35204443232782134,-0.25,False,10.2044,1.1854235002443043,0.0,False
