as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-06-22,current_broker_ledger_mark_to_market,main,equity,SNDK,60.0,2288.22998046875,137293.798828125,0.1690139145866768,761.0600128173828,91630.19805908205,1510.2809069824218,2026-03-02,2026-05-01,112,2,60.0,761.0600128173828,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,WDC,153.0,759.655029296875,116227.21948242188,0.1430801501154534,337.388781099158,64606.7359742507,30697.34044313821,2026-02-02,2026-05-01,140,2,153.0,369.17709051393996,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MRVL,311.0,307.739990234375,95707.13696289062,0.1178191441277806,164.9499969482422,44407.687911987305,-1545.473207445145,2026-05-01,2026-05-01,52,1,311.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,STM,1138.0,80.0999984741211,91153.7982635498,0.1122138101317564,55.75,27710.298263549805,229.23301129817915,2026-05-01,2026-05-01,52,1,1138.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,CIEN,104.0,438.4700012207031,45600.880126953125,0.0561364265876464,385.0750004882438,5553.080076175771,23215.02670231239,2026-03-02,2026-05-01,112,2,104.0,409.59461622971753,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,ON,329.0,130.89999389648438,43066.09799194336,0.0530160128841936,103.02999877929688,9169.228393554688,449.0910072231289,2026-05-01,2026-05-01,52,1,329.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MU,34.0,1187.760009765625,40383.84033203125,0.0497140511721474,470.0354830366454,24402.633908785305,20103.16551752237,2026-01-02,2026-05-01,171,2,34.0,475.4681234920726,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,LITE,39.0,841.1900024414062,32806.410095214844,0.0403859448937636,310.40636825454817,20700.561733287464,62425.38419528615,2026-02-02,2026-05-01,140,2,39.0,463.9207810621995,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,PWR,42.0,712.3900146484375,29920.38061523437,0.0368331322817775,742.2100219726562,-1252.4403076171875,951.0120153808592,2026-05-01,2026-05-01,52,1,42.0,742.2100219726562,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,FIX,12.0,2011.8599853515625,24142.31982421875,0.0297201185743493,1866.2886962890625,1746.85546875,0.0,2026-05-01,2026-05-01,52,1,12.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,COHR,46.0,415.0899963378906,19094.13983154297,0.0235056160302949,280.01750584652547,6213.334562602797,6994.824187320911,2025-12-01,2026-05-01,203,3,46.0,298.9191310716712,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,TER,24.0,442.989990234375,10631.759765625,0.0130881026839597,213.3746349537267,5510.768526735559,11939.400793866858,2026-01-02,2026-03-02,171,2,24.0,261.62128067016596,target_rebalance,"future_winner,unassigned",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,KEYS,20.0,371.9500122070313,7439.000244140625,0.0091576936657381,313.2699890136719,1173.6004638671875,-3749.787242736817,2026-03-02,2026-03-02,112,1,20.0,313.2699890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,cash,CASH,0.0,1.0,118855.67738077902,0.1463158822644615,1.0,0.0,0.0,,,,0,0.0,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
