as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-22,concentrated,equity,SNDK,0.3877299195277713,0.285,0.2243790181633706,-0.10272991952777133,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-62.0,-141870.2587890625,1,ready,,0.03,none,0.0
2026-06-22,concentrated,equity,BE,0.2400343749611238,0.285,0.18029103137309466,0.04496562503887619,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,181.0,62646.81323242188,1,ready,,0.03,none,0.0
2026-06-22,concentrated,equity,WDC,0.2069296345094451,0.1661678794262132,0.14571562756199777,-0.040761755083231904,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-75.0,-56974.127197265625,1,ready,,0.03,none,0.0
2026-06-22,concentrated,equity,CIEN,0.0702213543707728,0.1212263713163135,0.1107715163741856,0.0510050169455407,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,162.0,71032.1401977539,1,ready,,0.03,none,0.0
2026-06-22,concentrated,equity,LITE,0.0396934945861787,0.0641057492574732,0.06372605048123307,0.0244122546712945,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,40.0,33647.60009765625,1,ready,,0.03,none,0.0
2026-06-22,concentrated,cash,CASH,0.0553912220447082,0.0,0.12015820943298879,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-22,main,equity,SNDK,0.1690139145866768,0.12,0.2243790181633706,-0.04901391458667681,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-17.0,-38899.90966796875,1,ready,,0.03,none,0.0
2026-06-22,main,equity,WDC,0.1430801501154534,0.1105003290937229,0.14571562756199777,-0.03257982102173049,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-34.0,-25828.27099609375,1,ready,,0.03,none,0.0
2026-06-22,main,equity,MRVL,0.1178191441277806,0.0854176755752068,0.03138244460346494,-0.03240146855257381,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-85.0,-26157.899169921875,1,ready,,0.03,none,0.0
2026-06-22,main,equity,STM,0.1122138101317564,0.1056136514089967,0.038802443901605456,-0.006600158722759694,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-66.0,-5286.599899291992,1,ready,,0.03,none,0.0
2026-06-22,main,equity,CIEN,0.0561364265876464,0.0927700346951081,0.1107715163741856,0.0366336081074617,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,67.0,29377.49008178711,1,ready,,0.03,none,0.0
2026-06-22,main,equity,ON,0.0530160128841936,0.0565105887188765,0.0207619840745712,0.003494575834682899,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,21.0,2748.899871826172,1,ready,,0.03,none,0.0
2026-06-22,main,equity,MU,0.0497140511721474,0.0315455551257625,0.011589833480637822,-0.018168496046384902,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-12.0,-14253.1201171875,1,ready,,0.03,none,0.0
2026-06-22,main,equity,LITE,0.0403859448937636,0.0630722737811363,0.06372605048123307,0.02268632888737271,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,21.0,17664.99005126953,1,ready,,0.03,none,0.0
2026-06-22,main,equity,PWR,0.0368331322817775,0.0528285408637678,0.019409200097927893,0.0159954085819903,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,18.0,12823.020263671877,1,ready,,0.03,none,0.0
2026-06-22,main,equity,FIX,0.0297201185743493,0.0397040791547243,0.014587274310779627,0.009983960580374998,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,8047.43994140625,1,ready,,0.03,none,0.0
2026-06-22,main,equity,COHR,0.0235056160302949,0.0253330290843892,0.00930735209691856,0.001827413054094302,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,3.0,1245.269989013672,1,ready,,0.03,none,0.0
2026-06-22,main,equity,TER,0.0130881026839597,0.0135350772086049,0.004972785876486148,0.00044697452464519984,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-22,main,equity,KEYS,0.0091576936657381,0.0112826059138231,0.004145228170737684,0.002124912248085,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,1487.800048828125,1,ready,,0.03,none,0.0
2026-06-22,main,cash,CASH,0.1463158822644615,0.0,0.12015820943298879,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
