rebalance_date,held_ticker,replacement_ticker,decision,held_score,candidate_score,score_advantage,held_weight,replacement_weight,weakness_reason,gate_reason
2019-06-28,ORLY,SPGI,swap,0.7079357686060297,0.9875206765900086,0.27958490798397895,0.000309160325432,0.000309160325432,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2019-08-30,DG,SPGI,swap,0.7894985228911908,1.0,0.21050147710880918,0.0281534632713735,0.0281534632713735,defensive_rotation_action,monster_gate_override
2019-09-30,NOW,,no_swap_candidate,0.8027606174623493,,,,,relative_3m_lag+rs_acceleration_negative,
2019-09-30,MLM,SYY,swap,0.6074538383543757,1.0,0.3925461616456243,0.0169884158795005,0.0169884158795005,defensive_rotation_action,candidate_gate_pass
2019-10-31,TAL,SBUX,swap,0.19275882834019992,1.0,0.8072411716598,0.0542934125987852,0.0542934125987852,held_score_below_threshold,candidate_gate_pass
2019-11-29,VEEV,NSC,swap,0.5802445208445592,0.8093996722869548,0.2291551514423955,0.0521741540225924,0.0521741540225924,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2019-11-29,SBUX,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2019-12-31,MCHP,BKNG,swap,0.5068200001008253,1.0,0.4931799998991747,0.0210714449679986,0.0210714449679986,defensive_rotation_action,candidate_gate_pass
2019-12-31,PG,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2020-01-31,CPRT,ATO,swap,0.5537749378966343,0.9150426115461703,0.36126767364953594,0.1127886861299458,0.1127886861299458,defensive_rotation_action,candidate_gate_pass
2020-01-31,GOOG,,no_swap_candidate,1.0,,,,,defensive_rotation_action,
2020-05-29,SE,AKAM,swap,0.6967126430177306,1.0,0.3032873569822694,0.0195893433610273,0.0195893433610273,defensive_rotation_action,monster_gate_override
2020-05-29,VEEV,BABA,swap,0.776804810354504,1.0,0.223195189645496,0.0554514525369944,0.0554514525369944,defensive_rotation_action,candidate_gate_pass
2020-06-30,PDD,,no_swap_candidate,0.8308218103776295,,,,,defensive_rotation_action,
2020-06-30,SE,,no_swap_candidate,0.8386766038184275,,,,,defensive_rotation_action,
2020-07-31,VRTX,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2020-07-31,UNH,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2020-08-31,UNH,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2020-08-31,SE,,no_swap_candidate,0.9733505265078743,,,,,defensive_rotation_action,
2020-09-30,CLX,,no_swap_candidate,0.9061911543425599,,,,,relative_3m_lag+rs_acceleration_negative,
2020-10-30,CLX,,no_swap_candidate,0.8771270973002799,,,,,relative_3m_lag+rs_acceleration_negative,
2020-10-30,GOOGL,,no_swap_candidate,1.0,,,,,defensive_rotation_action,
2020-11-30,CRM,,no_swap_candidate,0.824765535698599,,,,,stale_leader_score+relative_3m_lag+rs_acceleration_negative+defensive_rotation_action,
2020-11-30,CLX,ADI,swap,0.744258116989363,1.0,0.25574188301063705,0.0007314760779437,0.0007314760779437,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2020-12-31,HPQ,SE,swap,0.6139222173950297,1.0,0.3860777826049703,0.0096076326119842,0.0096076326119842,defensive_rotation_action,candidate_gate_pass
2020-12-31,PG,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2021-01-29,LAD,INTU,swap,0.019920363249600892,1.0,0.9800796367503991,0.0285683469772717,0.0285683469772717,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,monster_gate_override
2021-01-29,HALO,ADI,swap,0.274267986103394,1.0,0.725732013896606,0.0576,0.0576,rs_acceleration_negative+held_score_below_threshold,candidate_gate_pass
2021-03-31,LPX,ORLY,swap,0.0747216311387735,1.0,0.9252783688612265,0.0344221854718186,0.0344221854718186,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-03-31,NOW,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2021-04-30,CRWD,,no_swap_candidate,0.8948160229757849,,,,,relative_3m_lag+rs_acceleration_negative,
2021-04-30,AAPL,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2021-05-28,TER,ABT,swap,0.4508158703861773,1.0,0.5491841296138227,0.0097279826039096,0.0097279826039096,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2021-05-28,AAPL,SBUX,swap,0.7742200593602182,1.0,0.2257799406397818,0.0121673340010285,0.0121673340010285,stale_leader_score+relative_3m_lag+rs_acceleration_negative+defensive_rotation_action,candidate_gate_pass
2021-06-30,NTLA,AMT,swap,0.0,1.0,1.0,0.0258192640256086,0.0258192640256086,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,monster_gate_override
2021-06-30,ENPH,GS,swap,0.08304568365834541,1.0,0.9169543163416546,0.0281090860600732,0.0281090860600732,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-08-31,AMKR,SPGI,swap,0.06709386370421966,1.0,0.9329061362957803,0.0382812142888023,0.0382812142888023,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-08-31,LSCC,PLD,swap,0.24342410470402043,1.0,0.7565758952959796,0.0346253256359046,0.0346253256359046,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-09-30,LSCC,ORLY,swap,0.2023866986848244,1.0,0.7976133013151756,0.0237710657543055,0.0237710657543055,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-10-29,SAIA,SPGI,swap,0.22593483174445073,1.0,0.7740651682555493,0.0378801038054883,0.0378801038054883,held_score_below_threshold,candidate_gate_pass
2021-10-29,FDS,GS,swap,0.7481364502922854,1.0,0.25186354970771463,0.0405031427927081,0.0405031427927081,defensive_rotation_action,candidate_gate_pass
2021-11-30,CROX,GS,swap,0.15245062866359427,1.0,0.8475493713364057,0.0004378916602721,0.0004378916602721,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-11-30,RGEN,ADI,swap,0.2639776374988761,1.0,0.736022362501124,0.0003011656664858,0.0003011656664858,rs_acceleration_negative+held_score_below_threshold,candidate_gate_pass
2021-12-31,EXP,SPGI,swap,0.6791466964370209,1.0,0.32085330356297914,0.0300925306127253,0.0300925306127253,defensive_rotation_action,candidate_gate_pass
2021-12-31,COO,ADI,swap,0.7653348207211959,1.0,0.23466517927880415,0.04,0.04,relative_3m_lag,candidate_gate_pass
2022-01-31,MSFT,,no_swap_candidate,1.0,,,,,stale_leader_score+rs_acceleration_negative+defensive_rotation_action,
2022-01-31,COST,,no_swap_candidate,1.0,,,,,stale_leader_score+rs_acceleration_negative+defensive_rotation_action,
2022-03-31,OKE,AMZN,swap,0.7596174546521116,1.0,0.2403825453478884,0.0189218803757204,0.0189218803757204,defensive_rotation_action,candidate_gate_pass
2022-03-31,FCX,,no_swap_candidate,1.0,,,,,defensive_rotation_action,
2022-11-30,TPL,GS,swap,0.16244966083110812,1.0,0.8375503391688919,0.037302412494964,0.037302412494964,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2022-11-30,FICO,MS,swap,0.14493591090361824,1.0,0.8550640890963818,0.0390608486551816,0.0390608486551816,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2023-01-31,MCK,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2023-01-31,DKS,NOC,swap,0.2636691972059268,1.0,0.7363308027940731,0.04,0.04,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2023-02-28,AXON,PANW,swap,0.0810892955266338,1.0,0.9189107044733662,0.017233251227345,0.017233251227345,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2023-02-28,STLD,SYK,swap,0.5217394663104498,1.0,0.47826053368955024,0.0322336475600692,0.0322336475600692,defensive_rotation_action,monster_gate_override
2023-03-31,ACLS,GOOG,swap,0.09832978642411161,1.0,0.9016702135758884,0.0296825740138765,0.0296825740138765,defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2023-03-31,STM,CSCO,swap,0.25735608059824466,1.0,0.7426439194017553,0.040660244363866,0.040660244363866,held_score_below_threshold,candidate_gate_pass
2023-04-28,SAIA,SYK,swap,0.10579776836733279,1.0,0.8942022316326672,0.034738553029571,0.034738553029571,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,monster_gate_override
2023-05-31,STLD,AZO,swap,0.41637506180883105,1.0,0.5836249381911689,0.0267352359310096,0.0267352359310096,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2023-05-31,CRM,,no_swap_candidate,0.804613237188808,,,,,defensive_rotation_action,
2023-06-30,STLD,CDNS,swap,0.47678682861135246,1.0,0.5232131713886475,0.0514190067484005,0.0514190067484005,relative_3m_lag+rs_acceleration_negative,monster_gate_override
2023-06-30,LPX,SPGI,swap,0.28976386269378873,1.0,0.7102361373062113,0.0448064381193364,0.0448064381193364,defensive_rotation_action+held_score_below_threshold,monster_gate_override
2023-07-31,MELI,CTAS,swap,0.7081253700457212,1.0,0.2918746299542788,0.0268847300627794,0.0268847300627794,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2023-07-31,SAIA,UNP,swap,0.11710484165000068,1.0,0.8828951583499993,0.0384591922959489,0.0384591922959489,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,monster_gate_override
2023-08-31,PEP,,no_swap_candidate,1.0,,,,,stale_leader_score+relative_3m_lag+rs_acceleration_negative+defensive_rotation_action,
2023-08-31,OC,UNP,swap,0.5179220209476878,1.0,0.4820779790523122,0.0619040783811505,0.0619040783811505,defensive_rotation_action,monster_gate_override
