as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-05-12,ATO,1.0,182.77999877929688,182.77999877929688,0.0008088038758742722,170.45627698031342,12.323721798983456,-118.43196974667768
2026-05-12,CNQ,6.0,46.560001373291016,279.3600082397461,0.0012361716759906657,36.17146301269531,62.33123016357422,1150.1766934967043
2026-05-12,COST,4.0,1021.3099975585938,4085.239990234375,0.018077240179697338,1001.3170776367188,79.9716796875,4235.751420364379
2026-05-12,DKS,1.0,218.3800048828125,218.3800048828125,0.0009663343666827257,220.25265860704928,-1.872653724236784,24.084718619867385
2026-05-12,ETR,94.0,112.95500183105469,10617.77017211914,0.04698377134098607,106.07267391501908,646.9388241073466,1789.85027761728
2026-05-12,FTI,92.0,73.25,6739.0,0.029820162796357838,67.65106826479058,515.1017196392668,121.78518116716063
2026-05-12,GTLS,15.0,207.375,3110.625,0.013764556150529841,207.05999755859375,4.72503662109375,-1853.554360237124
2026-05-12,KO,50.0,80.16500091552734,4008.250045776367,0.017736558672438053,79.48899231236497,33.800430158118616,-345.206992143136
2026-05-12,PBA,6.0,46.86000061035156,281.1600036621094,0.0012441366791851414,40.50447082519531,38.1331787109375,579.6422626018525
2026-05-12,PR,306.0,20.155000686645508,6167.430210113525,0.027290959029642493,18.87886947355809,390.49615120474937,-61.056990810080535
2026-05-12,STT,1.0,150.5,150.5,0.00066596446072887,128.17948306690562,22.320516933094382,113.88120948444758
2026-05-12,VRT,21.0,367.69500732421875,7721.595153808594,0.03416815915330761,255.80920167328202,2349.6019186696712,445.2056755533551
2026-05-12,VTR,1.0,88.7249984741211,88.7249984741211,0.0003926092741660323,79.20775561234738,9.51724286177371,-234.25214245894207
2026-05-12,WBS,1.0,71.94499969482422,71.94499969482422,0.00031835756095616164,55.877403259277344,16.067596435546875,568.4808182430268
2026-05-12,WEC,1.0,112.58999633789062,112.58999633789062,0.0004982122006287627,108.83038393656413,3.7596124013264927,-144.2215806897484
