horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-04-29,2026-05-29,0.11802133917680435,2.8893755525548004,-0.04475177941733688,5.900408972088991,0.2320355507020965,329170.15753996227,368019.2603498683,0.25448055620963755,0.2433285997294118,main,portfolio
3M,completed,2026-03-02,2026-05-29,0.15666736489728295,0.8295787826958383,-0.07361679354769868,2.7666967636352666,0.2230508140065467,318172.07912886,368019.2603498683,0.27404317570050757,0.2433285997294118,main,portfolio
6M,completed,2025-12-01,2026-05-29,0.3147557916571171,0.7478483280808668,-0.09134429107324571,2.643331105791123,0.22161759257544053,279914.5382626663,368019.2603498683,0.14172688879536646,0.2433285997294118,main,portfolio
YTD,completed,2026-01-02,2026-05-29,0.2588083994553336,0.7716139277444518,-0.09134429107324571,2.6315914943199545,0.2283710499825437,292355.26273029664,368019.2603498683,0.1719161605252224,0.2433285997294118,main,portfolio
1Y,completed,2025-05-29,2026-05-29,0.38247354703193515,0.3827802575429369,-0.13577291762485533,1.6081413918572707,0.21701013678578254,266203.4735781943,368019.2603498683,0.07199116550517447,0.2433285997294118,main,portfolio
2Y,completed,2024-05-29,2026-05-29,0.5454183164000512,0.24333388393391742,-0.24631457138532098,1.1279156681970357,0.21468520157838736,238135.6920934809,368019.2603498683,0.07902319401183265,0.2433285997294118,main,portfolio
FULL,completed,2019-05-01,2026-05-29,2.6893166483142847,0.20256111641055585,-0.33266241466304314,0.9466523322059909,0.22142539017883345,99752.69011349918,368019.2603498683,0.05754462026034248,0.2433285997294118,main,portfolio
1M,completed,2026-04-29,2026-05-29,-0.07232122155599163,-0.5990723158370124,-0.10212677011667404,-4.453309725648251,0.19750309651515965,819761.7791898134,760475.605933893,6.869287181514554e-06,7.245789324130072e-06,concentrated,portfolio
3M,completed,2026-03-02,2026-05-29,-0.030419936878752107,-0.12034042209318863,-0.10212677011667404,-0.5838356288620524,0.1854851325649329,784335.0279767397,760475.605933893,6.909140121722228e-06,7.245789324130072e-06,concentrated,portfolio
6M,completed,2025-12-01,2026-05-29,0.3257767825709261,0.7778749554233959,-0.10212677011667404,2.1631257592767343,0.28626984604934796,573607.5755220199,760475.605933893,8.888787777949593e-05,7.245789324130072e-06,concentrated,portfolio
YTD,completed,2026-01-02,2026-05-29,0.18983709816670324,0.5401511461410833,-0.10212677011667404,1.7637442009221853,0.2659778212654321,639142.6247388244,760475.605933893,5.7834355807664645e-05,7.245789324130072e-06,concentrated,portfolio
1Y,completed,2025-05-29,2026-05-29,0.6532886687858976,0.6538580942577423,-0.18788076959894606,1.794933157389189,0.30790449742151693,459977.510456388,760475.605933893,0.00012941276444828817,7.245789324130072e-06,concentrated,portfolio
2Y,completed,2024-05-29,2026-05-29,1.253451434777586,0.5015677766340612,-0.21511812009432563,1.5904870546884902,0.28217116773661893,337471.48671475647,760475.605933893,0.00017583437940042501,7.245789324130072e-06,concentrated,portfolio
FULL,completed,2019-05-01,2026-05-29,6.623750424460452,0.33243750900623237,-0.39883394206555056,1.0874995512634291,0.3086175191776611,99750.85274223328,760475.605933893,0.0004772802354897606,7.245789324130072e-06,concentrated,portfolio
1M,completed,2026-04-29,2026-05-29,0.06309896610438015,1.1063704146759767,-0.019300430077719755,7.697827577106234,0.09612388334854176,711.5800170898438,756.47998046875,,,SPY,benchmark
3M,completed,2026-03-02,2026-05-29,0.10513987400113889,0.5142802260465251,-0.07675651461049293,2.9065374049664623,0.1434447296914242,684.5106201171875,756.47998046875,,,SPY,benchmark
6M,completed,2025-12-01,2026-05-29,0.11836093856587548,0.2564108728367587,-0.08884972579331007,1.875023519025811,0.1265515640670801,676.41845703125,756.47998046875,,,SPY,benchmark
YTD,completed,2026-01-02,2026-05-29,0.11033263660023862,0.29699126987607305,-0.08884972579331007,2.0160819791813647,0.13404081106075458,681.309326171875,756.47998046875,,,SPY,benchmark
1Y,completed,2025-05-29,2026-05-29,0.296757877221272,0.29698870930484844,-0.08884972579331007,2.269265868450247,0.11810586264778952,583.362548828125,756.47998046875,,,SPY,benchmark
2Y,completed,2024-05-29,2026-05-29,0.47289565292517466,0.21379007875978417,-0.18755230510174514,1.2510681374513963,0.16678551040258163,513.6005249023438,756.47998046875,,,SPY,benchmark
FULL,completed,2011-05-31,2026-05-29,6.31859296141176,0.14194955493755912,-0.33717259886422934,0.8599159981190895,0.17196210949939333,103.36412811279297,756.47998046875,,,SPY,benchmark
1M,completed,2026-04-29,2026-05-29,0.11599677945612585,2.8044888052733823,-0.025368439805888876,8.663780342192448,0.15376497826454608,661.5700073242188,738.3099975585938,,,QQQ,benchmark
3M,completed,2026-03-02,2026-05-29,0.21567685721177043,1.2492799450284866,-0.08475817363885085,4.282978993518405,0.18982370009770652,607.32421875,738.3099975585938,,,QQQ,benchmark
6M,completed,2025-12-01,2026-05-29,0.19933474017012132,0.44903252816324657,-0.11723572714706232,2.246063533408364,0.17254173751254748,615.599609375,738.3099975585938,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-05-29,0.20570348504112745,0.5916875279607101,-0.11723572714706232,2.6780136282281366,0.18051736895041315,612.347900390625,738.3099975585938,,,QQQ,benchmark
1Y,completed,2025-05-29,2026-05-29,0.42689163713161604,0.4272391162089064,-0.11964367111609375,2.3199370367120165,0.1594362386675814,517.4254150390625,738.3099975585938,,,QQQ,benchmark
2Y,completed,2024-05-29,2026-05-29,0.6353047410837893,0.2790057536383219,-0.22768304800555927,1.2669298083150966,0.21318286688388077,451.4815979003906,738.3099975585938,,,QQQ,benchmark
FULL,completed,2011-05-31,2026-05-29,13.42100871749474,0.19478858293447088,-0.35118718560279216,0.9616495484232026,0.2080658797697947,51.196834564208984,738.3099975585938,,,QQQ,benchmark
