as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,risk_state,account_source,approval_status,backtest_metric_mode,official_broker_cagr,official_broker_max_dd,official_broker_sharpe,official_broker_avg_cash_weight,daily_monitoring_backtest_status,daily_monitoring_position_risk_cagr,daily_monitoring_position_risk_max_dd,daily_monitoring_risk_action_count
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,241.0,1559.3199462890625,375796.10705566406,0.3451124172944727,89729.10705566406,0.0,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.40608448651423723,-0.29942350136210616,1.3249504374920587,0.41928817635882465,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,BE,986.0,263.6099853515625,259919.44555664065,0.2386970659720126,-26533.263610839844,0.0,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.40608448651423723,-0.29942350136210616,1.3249504374920587,0.41928817635882465,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,WDC,454.0,511.7200012207031,232320.8805541992,0.2133519192208239,51296.63534309936,110653.0975841467,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.40608448651423723,-0.29942350136210616,1.3249504374920587,0.41928817635882465,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,170.0,488.2099914550781,82995.69854736328,0.07621911353776,16559.942130122407,76704.33601772763,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.40608448651423723,-0.29942350136210616,1.3249504374920587,0.41928817635882465,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,LITE,69.0,863.6599731445312,59592.538146972656,0.0547268172992768,29523.847260909293,288580.44151220785,,,,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.40608448651423723,-0.29942350136210616,1.3249504374920587,0.41928817635882465,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,78284.59049477911,0.0718926666756536,0.0,0.0,,,,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.40608448651423723,-0.29942350136210616,1.3249504374920587,0.41928817635882465,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,SNDK,66.0,1559.3199462890625,102915.11645507812,0.1362443804866033,52401.19561767578,1582.1990454101565,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.33456953577953397,-0.26233862234479555,1.2511404095300012,0.2724822683415284,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,STM,1386.0,70.72000122070312,98017.92169189452,0.1297612195126426,20748.42169189453,212.2391270494464,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.33456953577953397,-0.26233862234479555,1.2511404095300012,0.2724822683415284,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,WDC,183.0,511.7200012207031,93644.76022338869,0.1239718010523862,32354.22069245961,37240.52230802865,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.33456953577953397,-0.26233862234479555,1.2511404095300012,0.2724822683415284,missing,,,0
2026-06-05,current_broker_ledger_mark_to_market,main,equity,MRVL,315.0,263.4700012207031,82993.05038452148,0.1098705139129699,31033.801345825195,-6056.643403606415,,,,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.33456953577953397,-0.26233862234479555,1.2511404095300012,0.2724822683415284,missing,,,0
