ticker,source_etf,source_etf_theme,source_etf_label,etf_attention_score,ticker_in_scored_universe,ticker_participation_score,ticker_ret_5d,ticker_ret_21d,ticker_dollar_volume_20d,ticker_market_cap,ticker_name,combined_watch_score
MU,DRAM,memory_semiconductors,Roundhill Memory ETF,2.0486217172680994,True,4.645721543515934,0.3773445109730109,0.7717491406048635,23095762852.473907,842203063874.053,MICRON TECHNOLOGY INC,4.371482489026066
SNDK,DRAM,memory_semiconductors,Roundhill Memory ETF,2.0486217172680994,True,4.480120036924156,0.3162089012808025,0.83465828103723,18281070841.283875,231366547452.05835,SANDISK CORP,4.288681735730178
MU,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,4.645721543515934,0.3773445109730109,0.7717491406048635,23095762852.473907,842203063874.053,MICRON TECHNOLOGY INC,3.940313153827894
AMD,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,4.43377713746592,0.2625228591924531,0.9235547820125545,15814573613.707275,742233108847.3687,ADVANCED MICRO DEVICES INC,3.834340950802887
QCOM,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,4.199383332343974,0.23772669983010264,0.7149901865979698,4029200480.78804,230920856140.13672,QUALCOMM INC,3.7171440482419147
MU,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.361222382951446,True,4.645721543515934,0.3773445109730109,0.7717491406048635,23095762852.473907,842203063874.053,MICRON TECHNOLOGY INC,3.6840831547094126
MU,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3566412107297516,True,4.645721543515934,0.3773445109730109,0.7717491406048635,23095762852.473907,842203063874.053,MICRON TECHNOLOGY INC,3.6795019824877184
AMD,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.361222382951446,True,4.43377713746592,0.2625228591924531,0.9235547820125545,15814573613.707275,742233108847.3687,ADVANCED MICRO DEVICES INC,3.5781109516844056
AMD,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3566412107297516,True,4.43377713746592,0.2625228591924531,0.9235547820125545,15814573613.707275,742233108847.3687,ADVANCED MICRO DEVICES INC,3.5735297794627114
STX,DRAM,memory_semiconductors,Roundhill Memory ETF,2.0486217172680994,True,2.9190192590949287,0.07663739635723554,0.5628732388495232,3058404292.6376343,175490581583.48438,Seagate Technology,3.5081313468155635
QCOM,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3566412107297516,True,4.199383332343974,0.23772669983010264,0.7149901865979698,4029200480.78804,230920856140.13672,QUALCOMM INC,3.4563328769017385
WDC,DRAM,memory_semiconductors,Roundhill Memory ETF,2.0486217172680994,True,2.7886881358275413,0.11234708060022713,0.4206226857563804,3234589783.880615,165447422880.0,WESTERN DIGITAL CORP,3.44296578518187
MRVL,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,2.7045269949237465,0.031403504276485084,0.4192876600728124,4057012507.445221,147332584228.51562,MARVELL TECHNOLOGY INC,2.969715879531801
MRVL,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.361222382951446,True,2.7045269949237465,0.031403504276485084,0.4192876600728124,4057012507.445221,147332584228.51562,MARVELL TECHNOLOGY INC,2.7134858804133195
NVDA,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,2.11394708028038,0.08440413332114383,0.1701375273942176,30702558842.28554,5267450325302.124,NVIDIA CORP,2.6744259222101174
ON,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,2.0999593165329418,0.0016499871004509448,0.5067893147480134,1258418980.056305,40444408115.206375,ON SEMICONDUCTOR CORP,2.6674320403363985
AMAT,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,1.9546388884020698,0.11915291834351383,0.09459290896094164,2409375603.433075,353577281982.4219,APPLIED MATERIAL INC,2.5947718262709625
AVGO,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,1.8958399446808603,0.020698825593358894,0.2115747529319567,8422065186.62735,2014980000000.0,BROADCOM INC,2.565372354410358
LRCX,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,1.7733776470177767,0.1454112901011282,0.1363811125966028,2577500157.4481964,367730387284.2407,LAM RESEARCH CORP,2.504141205578816
MCHP,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.6174523820699276,True,1.7159167464225864,0.05470994738275614,0.3913225869067509,969643483.078804,53620827847.763214,MICROCHIP TECHNOLOGY INC,2.475410755281221
ARM,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3566412107297516,True,2.2220502210616564,0.009896825784478702,0.42374583183295456,2193363024.678726,226492744537.35352,Arm Holdings,2.46766632126058
NVDA,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3566412107297516,True,2.11394708028038,0.08440413332114383,0.1701375273942176,30702558842.28554,5267450325302.124,NVIDIA CORP,2.4136147508699417
