portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3520463923349362,0.35,True,0.0,-0.2448808978591479,-0.25,True,0.0,1.3053974441470826,0.0,True
concentrated,broker_ledger_next_close,True,0.44432765211562475,0.5,False,5.5672,-0.2592091275279844,-0.25,False,0.9209,1.402077357312984,0.0,False
