portfolio_kind,ticker,entry_date,entry_signal_date,entry_reason,quantity_open,entry_price,entry_value_usd,entry_fee_unrealized_usd,entry_target_weight,fill_mode,entry_name,entry_sector,entry_industry_group,entry_source_universe,entry_score,entry_raw_score,entry_sleeve,entry_sleeve_role,entry_selection_path,entry_candidate_gate_label,entry_candidate_minimum_pass,entry_defensive_rotation_action,entry_monster_early_score,entry_stale_mega_leader_score,entry_stale_leader_reason,entry_risk_entry_block_score,entry_theme_phase,entry_theme_horizon,entry_theme_holding_profile,entry_theme_short_cycle_flag,entry_theme_structural_growth,entry_style_regime,entry_regime_state,entry_regime_state_score,entry_rs_acceleration_score,entry_h6_dynamic_leader_score,entry_explosion_entry_score,entry_explosion_exit_score,entry_explosion_net_score,entry_quality_score,entry_concentrated_score,entry_selection_confirmation_score,entry_ml_technical_agreement_score,entry_trend_template_full,entry_breakout_setup_quality_score,entry_volatility_contraction_score,entry_oneil_leadership_score,entry_industry_group_strength_score,entry_future_winner_scout_score,entry_profitability_inflection_score,entry_market_cap_live,entry_mktcap,entry_dollar_vol_20d,entry_current_price_live,entry_px,entry_signal_breakdown
main,KO,2026-03-02,2026-02-27,target_rebalance,205.0,79.67218017578125,16332.796936035156,40.83199234008789,0.0513616706345255,next_close,COCA-COLA,Consumer Staples,Food Beverage & Tobacco,current_constituents_proxy,4.430628601049164,4.430628601049164,core_compounder,,,core_strict,True,neutral,0.4705883248841518,0.0,,0.0,,unknown,neutral,0.0,0.35,quality_compounder,neutral,0.0,0.2117398886733952,0.8115080003468925,0.0,0.0,0.0,0.5416375347386235,,1.0,1.0,1.0,0.7041554964423254,-0.014456117721588,0.0526202832434636,-0.0807488198189015,0.4206134252311315,0.2319346680489701,,348474997375.4883,1625650501.928482,,81.00302124023438,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.8115080003468925, ""rs_acceleration_score"": 0.2117398886733952, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main,BKNG,2025-07-01,2025-06-30,target_rebalance,1.0,227.8784027099609,227.8784027099609,11.963616142272947,0.1007435896518453,next_close,BOOKING HOLDINGS INC,Consumer Discretionary,Other,current_constituents_proxy,6.25338841764326,6.25338841764326,future_winner,,,future_relaxed,True,promote_monster_early,0.5847763435307225,0.0,,0.0,,unknown,neutral,0.0,0.35,balanced,bull,1.0,0.4732233458188279,1.0,0.0,0.0,0.0,0.4038044778619187,,1.0,1.0,1.0,0.6638616899450668,0.3728457701457413,0.4225990169952988,0.7564975424882471,1.396566549922348,0.6041578092038207,,14848221633.911133,1211623336.5325928,,230.2049865722656,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 0.4732233458188279, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.05, ""theme_phase_multiplier_primary"": 1.05}"
main,BKNG,2026-03-02,2026-02-27,target_rebalance,53.0,166.81065368652344,8840.964645385742,22.102411613464355,0.0288,next_close,BOOKING HOLDINGS INC,Consumer Discretionary,Other,current_constituents_proxy,4.755167025430922,4.755167025430922,early_scout,,,early_relaxed,True,neutral,0.2073911702728926,0.0,,0.3197916666666667,,unknown,neutral,0.0,0.35,quality_compounder,neutral,0.0,-0.1486391074379108,0.0,0.0,0.0,0.0,0.5,,1.0,0.0,0.0,-0.5466694961708316,-0.4816909510890761,-0.0496780683446952,0.0725855125852141,-0.4570616974190066,-0.0534349482973293,,10836156182.617188,2708828741.81366,,169.18804931640625,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.058511563851576, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": -0.1486391074379108, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.5, ""theme_phase_multiplier_primary"": 0.5}"
main,LRCX,2025-11-03,2025-10-31,target_rebalance,8.0,160.7823486328125,1286.2587890625,6.029338073730469,0.0463233272694024,next_close,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,5.267065502371614,5.267065502371614,future_winner,,,future_relaxed,True,promote_monster_early,0.6445910092463705,0.0,,0.1083333333333333,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,0.8164854243364075,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.4786890035523161,-0.1450663574582149,0.7466666666666668,2.9447578941598977,2.2597874448811024,0.9173959375293612,,204708782103.28677,1671884535.0722504,,157.01307678222656,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 0.8164854243364075, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,LRCX,2025-12-01,2025-11-28,target_rebalance,70.0,154.35064697265625,10804.545288085938,27.011363220214843,0.0867021850790281,next_close,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,5.562497403950944,5.562497403950944,future_winner,,,future_relaxed,True,promote_monster_early,0.5826337348454573,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,bull,1.0,-0.3137422485520611,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.1953137253461479,-0.1134160685887619,0.7466666666666668,2.628871558282508,1.7864792480800662,0.5964353014183847,,202810681760.5896,1717301337.508545,,155.55722045898438,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -0.3137422485520611, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,LRCX,2026-03-02,2026-02-27,target_rebalance,25.0,230.72357177734372,5768.089294433593,14.420223236083984,0.0749685082684117,next_close,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,6.009172923170756,6.009172923170756,core_compounder,,,core_strict,True,neutral,0.5782455146610691,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.4796436312377766,-0.0903515121335893,0.2733392987586455,1.7500447406898414,1.335155849364534,0.5420725512598833,,294156240623.0469,2580358411.6156006,,233.610107421875,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -3.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,VZ,2026-03-02,2026-02-27,target_rebalance,140.0,49.239402770996094,6893.516387939453,17.233790969848634,0.0217470564294741,next_close,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy,4.13702616706635,4.13702616706635,future_winner,,,future_relaxed,True,promote_monster_early,0.5935280832630672,0.0,,0.0,,unknown,neutral,0.0,0.35,quality_compounder,neutral,0.0,0.7541534804077936,0.6172869434333641,0.0,0.0,0.0,0.358196350979856,,1.0,1.0,1.0,0.5607142857142857,-0.5095763471565344,1.0912967974671104,2.4282419936677755,0.750928840443414,0.4527871406296622,,211984093511.92477,1889367015.1266289,,49.39702987670898,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.6172869434333641, ""rs_acceleration_score"": 0.7541534804077936, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.15, ""theme_phase_multiplier_primary"": 1.15}"
main,GOOG,2026-01-02,2025-12-31,target_rebalance,28.0,315.0980224609375,8822.74462890625,134.70440460205077,0.2069005726933387,next_close,ALPHABET INC CLASS C,Communication,Internet Content & Information,current_constituents_proxy,6.423609573517673,6.423609573517673,core_compounder,,,core_strict,True,neutral,0.5184096164060336,0.0,,0.1083333333333333,,structural_growth,long_duration,0.0,1.0,balanced,neutral,0.0,0.2075901619971611,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.6208988239264217,0.2631590550381311,0.066357872776355,0.3635787277635509,1.4273489132287998,0.2160298011833389,,3787094441009.5215,6069722092.857971,,313.5790710449219,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 0.2075901619971611, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.05, ""theme_phase_multiplier_primary"": 1.05}"
main,GOOG,2026-03-02,2026-02-27,target_rebalance,42.0,306.1443176269531,12858.061340332031,32.14515335083008,0.0674085042663504,next_close,ALPHABET INC CLASS C,Communication,Internet Content & Information,current_constituents_proxy,6.835243553222702,6.835243553222702,core_compounder,,,core_strict,True,rotate_out_stale_core,0.3478731633923227,0.6158643959431861,mega_rs_decay,0.1739583333333333,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-2.912680616286917,0.0,0.0,0.0,0.0,0.2199926504784677,,1.0,0.0,0.0,0.1930012723023655,-0.1090300478719068,-0.0147017639727972,-0.4470176397279725,0.5167463826751684,0.213609230351284,,3800194521911.621,8185822537.955017,,311.21075439453125,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": -2.912680616286917, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.8, ""theme_phase_multiplier_primary"": 0.5}"
main,AMAT,2026-02-02,2026-01-30,target_rebalance,27.0,327.9909362792969,8855.755279541016,22.13938819885254,0.0279097127327123,next_close,APPLIED MATERIAL INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,5.36236790226774,5.36236790226774,future_winner,,,future_relaxed,True,promote_monster_early,0.6178851722001046,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-0.6655922688330138,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.3179080038007373,-0.1919798345525767,0.14,2.8000408499827327,1.704910669604381,0.745099888896371,,271699229248.04688,2448488095.7400517,,321.91851806640625,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -0.6655922688330138, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
