signal_date,effective_next_trading_day,portfolio,crisis_state,prior_cash_weight,target_cash_weight,policy_cash_floor,equity_drawdown,equity_drawdown_cash_floor,base_cash_floor,turnover_from_cash_action,estimated_cost_usd,cash_action
2019-07-01,2019-07-02,concentrated,GREEN,0.8348651941402275,0.7348651941402276,0.03,-0.009544011203099223,0.0,0.1579222357898681,0.09999999999999998,25.349360475812656,RELEASE_CASH
2019-07-02,2019-07-03,concentrated,GREEN,0.7348651941402276,0.6348651941402276,0.03,-0.005456352493234395,0.0,0.1557564213620013,0.09999999999999998,25.45397848540673,RELEASE_CASH
2019-07-03,2019-07-05,concentrated,GREEN,0.6348651941402276,0.5348651941402276,0.03,-0.0031493238255319023,0.0,0.1548362351344139,0.09999999999999998,25.513023715065707,RELEASE_CASH
2019-07-05,2019-07-08,concentrated,GREEN,0.5348651941402276,0.4348651941402276,0.03,-0.006602168199638991,0.0,0.1557459385448876,0.09999999999999998,25.424652906371374,RELEASE_CASH
2019-07-08,2019-07-09,concentrated,GREEN,0.4348651941402276,0.33486519414022764,0.03,-0.004522873888039514,0.0,0.1552025358219515,0.09999999999999998,25.47786958801724,RELEASE_CASH
2019-07-09,2019-07-10,concentrated,GREEN,0.33486519414022764,0.23486519414022763,0.03,0.0,0.0,0.1540287212500656,0.1,25.624330391492805,RELEASE_CASH
2019-07-10,2019-07-11,concentrated,GREEN,0.23486519414022763,0.1543048825394207,0.03,-0.0018682919950686605,0.0,0.1543048825394207,0.08056031160080693,20.604473181856843,RELEASE_CASH
2019-08-01,2019-08-02,concentrated,WATCH,0.1543048825394207,0.0763354336215741,0.03,-0.0008151717860066521,0.0,0.0763354336215741,0.0779694489178466,20.71746240087637,RELEASE_CASH
2019-08-02,2019-08-05,concentrated,WATCH,0.0763354336215741,0.25,0.25,-0.010697575718106367,0.0,0.0770829402701093,0.1736645663784259,45.688463525086455,RAISE_CASH
2019-09-03,2019-09-04,concentrated,GREEN,0.25,0.5574316912800961,0.03,-0.015663608946176244,0.0,0.5574316912800961,0.30743169128009606,87.35236097149924,RAISE_CASH
2019-09-27,2019-09-30,concentrated,GREEN,0.5574316912800961,0.5877958994124425,0.03,-0.06746804697804376,0.0,0.5877958994124425,0.030364208132346415,8.17350162764257,RAISE_CASH
2019-10-01,2019-10-02,concentrated,WATCH,0.5877958994124425,0.5558177080711402,0.25,-0.06674521869661565,0.0,0.5558177080711402,0.03197819134130231,8.614629271714803,RELEASE_CASH
2019-11-01,2019-11-04,concentrated,GREEN,0.5558177080711402,0.4558177080711402,0.03,-0.06185202909966114,0.0,0.1773440328912556,0.09999999999999998,27.08032147492724,RELEASE_CASH
2019-11-04,2019-11-05,concentrated,GREEN,0.4558177080711402,0.3558177080711402,0.03,-0.077523983545977,0.0,0.1818693097773173,0.09999999999999998,26.62793914536855,RELEASE_CASH
2019-11-05,2019-11-06,concentrated,GREEN,0.3558177080711402,0.25581770807114024,0.03,-0.06907346676393034,0.0,0.1797207757335331,0.09999999999999998,26.87186944014654,RELEASE_CASH
2019-11-06,2019-11-07,concentrated,GREEN,0.25581770807114024,0.1805018621413242,0.03,-0.0729599736914317,0.0,0.1805018621413242,0.07531584592981605,20.154281317869348,RELEASE_CASH
2019-11-07,2019-11-08,concentrated,GREEN,0.1805018621413242,0.45,0.03,-0.115929074665439,0.45,0.1892392785139664,0.2694981378586758,68.7741685723428,RAISE_CASH
