portfolio_kind,weekly_signal_date,ticker,leader_rank,target_weight_after,leader_overlay_weight,weekly_leader_score,weekly_ret_4w,weekly_rs_4w,weekly_dollar_vol_20d,regime_state
main,2019-05-03,QCOM,1,0.18188773169441097,0.18188773169441097,4.285932806505903,0.5397483552680025,0.5208276268628085,1954613261.2298963,bull
main,2019-05-03,SHOP,2,0.14316613504689513,0.11516613504689512,3.8846599929997296,0.34263913799678836,0.32371840959159437,416798104.45013046,bull
main,2019-05-03,MELI,3,0.03396517793936566,0.0029461332586939054,2.5715979699520433,0.1513174811858844,0.1323967527806904,262553214.91012573,bull
main,2019-05-10,QCOM,1,0.26310870511972106,0.26310870511972106,4.3962173124125945,0.5072868184992945,0.5143864387491781,1954613261.2298963,bull
main,2019-05-10,SHOP,2,0.06073365024304278,0.03273365024304277,3.108927354481862,0.20481309217324717,0.2119127124231308,416798104.45013046,bull
main,2019-05-10,MELI,3,0.03517668931790794,0.004157644637236181,2.657450179555776,0.10568468842242829,0.11278430867231193,262553214.91012573,bull
main,2019-05-17,SHOP,1,0.1986222056814716,0.1706222056814716,3.082374569833334,0.2391264841210552,0.25353910156830506,416798104.45013046,bull
main,2019-05-17,ZS,2,0.10447626991406037,0.10447626991406037,2.9400499778421936,0.2560178780565392,0.27043049550378906,136932702.5641632,bull
main,2019-05-17,MELI,3,0.05592056908513979,0.024901524404468033,2.677972269176665,0.16782521813865592,0.18223783558590578,262553214.91012573,bull
main,2019-05-24,SHOP,1,0.19464333628395042,0.16664333628395042,3.2005175895263442,0.24100226242363698,0.277231629797532,416798104.45013046,bull
main,2019-05-24,MELI,2,0.1374970407247292,0.10647799604405746,3.0756144524861244,0.21047148449829556,0.2467008518721906,262553214.91012573,bull
main,2019-05-24,SE,3,0.0268786676719921,0.0268786676719921,2.8280308336787403,0.17377693411502526,0.2100063014889203,98959105.69760324,bull
main,2019-06-07,SHOP,1,0.11779731198903458,0.06018977064177959,3.1993105330950216,0.1785728023854718,0.1801348362608174,498288152.3077965,bear
main,2019-06-07,HEI,2,0.04269151449350778,0.012796000434678701,2.804638712875455,0.22381624446675463,0.22537827834210022,65979092.84488678,bear
main,2019-06-07,MKTX,3,0.007014228923541707,0.007014228923541707,2.7169728445618895,0.19099476464117404,0.19255679851651963,112550641.84936523,bear
main,2019-06-14,HEI,1,0.09678463508995866,0.06688912103112958,3.0533480762728247,0.22328900331694035,0.2113245608846568,65979092.84488678,bear
main,2019-06-14,SHOP,2,0.07071842031612541,0.013110878968870428,2.7386688004700677,0.1155758410971488,0.10361139866486524,498288152.3077965,bear
main,2019-06-21,SHOP,1,0.12952293230063602,0.07191539095338104,3.5546293505631006,0.18488317774457008,0.14014895610335043,498288152.3077965,bear
main,2019-06-21,HEI,2,0.037980123105448044,0.00808460904661896,3.0590027042496937,0.23206208238011117,0.18732786073889152,65979092.84488678,bear
main,2019-07-05,SE,1,0.2,0.2,2.864924385658849,0.1575364227846856,0.11490982452132181,114521502.2890091,neutral
main,2019-07-12,PAGS,1,0.1187619504024314,0.1187619504024314,3.09253625421117,0.2242542637969791,0.17982240803154115,70564993.33916664,neutral
main,2019-07-12,SE,2,0.06735032784843213,0.06735032784843213,2.9120061302427795,0.17389850613089108,0.12946665036545313,114521502.2890091,neutral
main,2019-07-12,SRPT,3,0.01388772174913648,0.01388772174913648,2.611459178379692,0.3055114702845707,0.26107961451913275,180464945.94169617,neutral
main,2019-07-19,PAGS,1,0.1868101254693296,0.1868101254693296,3.771543961537454,0.21415270796329033,0.20337027213042247,70564993.33916664,neutral
main,2019-07-19,MKTX,2,0.03220246257971072,0.007823114342599488,2.5984086808136317,0.1019277848835376,0.09114534905066973,238450166.15600583,neutral
main,2019-07-19,RGLD,3,0.0053667601880709355,0.0053667601880709355,2.546570793128143,0.19152656608254315,0.18074413024967528,41034460.9539032,neutral
main,2019-07-26,PAGS,1,0.12599118219818858,0.12599118219818858,3.3050617176277464,0.23992810448132285,0.20917675250801704,70564993.33916664,neutral
main,2019-07-26,MANH,2,0.05904697982194506,0.05904697982194506,3.076240160472337,0.2756382533627988,0.24488690138949298,32703889.866027832,neutral
main,2019-07-26,SHOP,3,0.052400164837952484,0.014961837979866357,2.829594803878243,0.12123938074174534,0.09048802876843953,591676797.0399857,neutral
main,2019-08-02,PAGS,1,0.2,0.2,2.8228399899095677,0.1266354201786175,0.14620233093701274,109687530.29823305,neutral
main,2019-08-09,PODD,1,0.11794452349006439,0.11794452349006439,2.850457498975701,0.266611206308472,0.296646015998939,45622145.08953095,neutral
main,2019-08-09,SHOP,2,0.11982591080317213,0.08205547650993562,2.8007310193464425,0.19331004344352154,0.22334485313398855,566620882.9332352,neutral
main,2019-08-16,PAGS,1,0.10563557631621387,0.10563557631621387,2.4421175483976114,0.1292725685026077,0.15727025055487176,109687530.29823305,neutral
main,2019-08-16,PODD,2,0.09436442368378614,0.09436442368378614,2.4276082364802116,0.23991093309819922,0.26790861515046327,45622145.08953095,neutral
main,2019-08-23,PODD,1,0.1283254981904788,0.1283254981904788,2.5162109577801113,0.24276150490132764,0.2995809095625007,45622145.08953095,neutral
main,2019-08-23,SHOP,2,0.1094449361027577,0.07167450180952119,2.4316970747010305,0.1373091546161873,0.1941285592773604,566620882.9332352,neutral
