rebalance_date,regime_label,rebalance_action,reported_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2019-04-30,balanced,initial_rebalance,0.2149340706985424,0.0,0.9999999999999996,0.9999999999999996,0.2149340706985424,0.0,0.0,0.2149340706985424,True,False,False,18,18.0,0.0,-0.0181989833569119,2019-05-31,cash_export_mismatch
2019-05-31,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.3437404015061125,0.28,0.7199999999999994,0.9999999999999994,0.06374040150611249,0.28,0.28,0.06374040150611249,False,True,True,18,18.0,-0.0181989833569119,0.0,2019-06-28,risk_defense_cash
2019-06-28,balanced,rebalance,0.0294536109988706,0.0,0.9999999999999986,0.9999999999999986,0.0294536109988706,0.0,0.0,0.0294536109988706,True,False,False,25,18.0,0.0,0.0,2019-07-31,cash_export_mismatch
2019-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0391168457903042,0.0,0.9999999999999991,0.9999999999999991,0.0391168457903042,0.0,0.0,0.0391168457903042,True,False,True,18,18.0,0.0,0.0,2019-08-30,cash_export_mismatch
2019-08-30,balanced,rebalance,0.0849957526688897,0.0,0.9999999999999988,0.9999999999999988,0.0849957526688897,0.0,0.0,0.0849957526688897,True,False,False,18,18.0,0.0,-0.0054426298988315,2019-09-30,cash_export_mismatch
2019-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,True,18,18.0,-0.0054426298988315,0.0,2019-10-31,no_cash
2019-10-31,growth_reentry_alert,rebalance,0.0319860095177855,0.0,0.9999999999999983,0.9999999999999983,0.0319860095177855,0.0,0.0,0.0319860095177855,True,False,False,32,20.0,0.0,0.0,2019-11-29,cash_export_mismatch
2019-11-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0392068572056495,0.0,0.9999999999999981,0.9999999999999981,0.0392068572056495,0.0,0.0,0.0392068572056495,True,False,True,40,20.0,0.0,0.0,2019-12-31,cash_export_mismatch
2019-12-31,balanced,rebalance,0.0,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,18,18.0,0.0,0.0,2020-01-31,no_cash
2020-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.3030762954281398,0.0,0.9999999999999993,0.9999999999999993,0.3030762954281398,0.0,0.0,0.3030762954281398,True,False,True,18,18.0,0.0,-0.0303416033373121,2020-02-28,cash_export_mismatch
2020-02-28,risk_off_alert,rebalance,0.8083046872934267,0.2799999999999999,0.7199999999999994,0.9999999999999993,0.5283046872934268,0.28,0.28,0.5283046872934267,False,True,False,18,18.0,-0.0303416033373121,-0.084759558225694,2020-03-31,cash_export_mismatch
2020-03-31,systemic_alert,circuit_breaker_rebalance,0.0824652568687701,0.0974235676204086,0.9025764323795907,0.9999999999999993,-0.014958310751638504,0.0,0.0,0.0824652568687701,False,True,False,20,18.0,-0.084759558225694,0.0,2020-04-30,cap_limited_leftover
2020-04-30,balanced,circuit_breaker_release,0.0,0.0,0.9999999999999986,0.9999999999999986,0.0,0.0,0.0,0.0,False,False,False,29,18.0,0.0,0.0,2020-05-29,no_cash
2020-05-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0099299133455381,0.0103409503146086,0.9896590496853906,0.9999999999999992,-0.00041103696907049923,0.0,0.0,0.0099299133455381,False,False,True,18,18.0,0.0,0.0,2020-06-30,partial_rebalance_leftover
2020-06-30,balanced,rebalance,0.011014729262227,0.011959095585777,0.9880409044142224,0.9999999999999994,-0.0009443663235499996,0.0,0.0,0.011014729262227,False,False,False,18,18.0,0.0,0.0,2020-07-31,cap_limited_leftover
2020-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0587185929820274,0.0,0.9999999999999994,0.9999999999999994,0.0587185929820274,0.0,0.0,0.0587185929820274,True,False,True,18,18.0,0.0,0.0,2020-08-31,cash_export_mismatch
2020-08-31,balanced,rebalance,0.1687946163567142,0.0,0.9999999999999989,0.9999999999999989,0.1687946163567142,0.0,0.0,0.1687946163567142,True,False,False,25,18.0,0.0,-0.0233336959354971,2020-09-30,cash_export_mismatch
2020-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1013956335987698,0.0,0.9999999999999986,0.9999999999999986,0.1013956335987698,0.0,0.0,0.1013956335987698,True,False,True,29,18.0,-0.0233336959354971,-0.0241888890284735,2020-10-30,cash_export_mismatch
2020-10-30,risk_off_alert,rebalance,0.3226372269207089,0.28,0.7199999999999993,0.9999999999999993,0.04263722692070887,0.28,0.28,0.04263722692070887,False,True,False,17,18.0,-0.0241888890284735,0.0,2020-11-30,risk_defense_cash
2020-11-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0515626894409886,0.0,0.9999999999999992,0.9999999999999992,0.0515626894409886,0.0,0.0,0.0515626894409886,True,False,True,26,18.0,0.0,0.0,2020-12-31,cash_export_mismatch
2020-12-31,balanced,rebalance,0.1000226824210747,0.0,0.9999999999999987,0.9999999999999987,0.1000226824210747,0.0,0.0,0.1000226824210747,True,False,False,31,18.0,0.0,-0.0031374451458697,2021-01-29,cash_export_mismatch
2021-01-29,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.4596178337866632,0.28,0.7199999999999992,0.9999999999999992,0.17961783378666318,0.28,0.28,0.17961783378666318,False,True,True,17,18.0,-0.0031374451458697,0.0,2021-02-26,mixed_risk_and_idle_cash
2021-02-26,risk_off_alert,rebalance,0.4018005506987141,0.28,0.7199999999999991,0.9999999999999991,0.1218005506987141,0.28,0.28,0.1218005506987141,False,True,False,17,18.0,0.0,-0.0049747896403076,2021-03-31,mixed_risk_and_idle_cash
2021-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.2012939485304048,0.0,0.9999999999999984,0.9999999999999984,0.2012939485304048,0.0,0.0,0.2012939485304048,True,False,True,27,18.0,-0.0049747896403076,0.0,2021-04-30,cash_export_mismatch
2021-04-30,balanced,rebalance,0.0656092666218356,0.0,0.9999999999999991,0.9999999999999991,0.0656092666218356,0.0,0.0,0.0656092666218356,True,False,False,30,21.0,0.0,-0.0108004914119633,2021-05-28,cash_export_mismatch
2021-05-28,balanced,"partial_rebalance:core_compounder,early_scout",0.1043418999453177,0.0,0.9999999999999988,0.9999999999999988,0.1043418999453177,0.0,0.0,0.1043418999453177,True,False,True,34,18.0,-0.0108004914119633,0.0,2021-06-30,cash_export_mismatch
2021-06-30,balanced,rebalance,0.1236152341266517,0.0,0.9999999999999983,0.9999999999999983,0.1236152341266517,0.0,0.0,0.1236152341266517,True,False,False,43,18.0,0.0,0.0,2021-07-30,cash_export_mismatch
2021-07-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0727373537526555,0.0,0.9999999999999991,0.9999999999999991,0.0727373537526555,0.0,0.0,0.0727373537526555,True,False,True,34,18.0,0.0,0.0,2021-08-31,cash_export_mismatch
2021-08-31,balanced,rebalance,0.329509256032358,0.0,0.9999999999999989,0.9999999999999989,0.329509256032358,0.0,0.0,0.329509256032358,False,False,False,36,18.0,0.0,-0.0520998554891351,2021-09-30,cash_export_mismatch
2021-09-30,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.3083135547288663,0.28,0.7199999999999992,0.9999999999999992,0.028313554728866264,0.28,0.28,0.028313554728866264,False,True,True,17,18.0,-0.0520998554891351,0.0,2021-10-29,risk_defense_cash
2021-10-29,growth_reentry_alert,rebalance,0.2711095733859313,0.0,0.9999999999999989,0.9999999999999989,0.2711095733859313,0.0,0.0,0.2711095733859313,True,False,False,25,18.0,0.0,-0.0019440956684745,2021-11-30,cash_export_mismatch
2021-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1525002642559168,0.0,0.9999999999999986,0.9999999999999986,0.1525002642559168,0.0,0.0,0.1525002642559168,True,False,True,29,18.0,-0.0019440956684745,0.0,2021-12-31,cash_export_mismatch
2021-12-31,balanced,rebalance,0.3794021419995646,0.0,0.9999999999999992,0.9999999999999992,0.3794021419995646,0.0,0.0,0.3794021419995646,True,False,False,17,18.0,0.0,-0.0496710320591475,2022-01-31,cash_export_mismatch
2022-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.125440232127177,0.0,0.9999999999999991,0.9999999999999991,0.125440232127177,0.0,0.0,0.125440232127177,False,False,True,23,18.0,-0.0496710320591475,-0.062307523933092,2022-02-28,cash_export_mismatch
2022-02-28,balanced,rebalance,0.0650051647235358,0.0,0.9999999999999984,0.9999999999999984,0.0650051647235358,0.0,0.0,0.0650051647235358,False,False,False,32,18.0,-0.062307523933092,-0.0275636076769847,2022-03-31,cash_export_mismatch
2022-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.7083128350549436,0.0,0.9999999999999994,0.9999999999999994,0.7083128350549436,0.0,0.0,0.7083128350549436,False,True,True,18,18.0,-0.0275636076769847,-0.0940455637812512,2022-04-29,cash_export_mismatch
2022-04-29,risk_off_alert,circuit_breaker_rebalance,0.156643153302554,0.0684414335946273,0.9315585664053717,0.999999999999999,0.08820171970792669,0.0,0.0,0.156643153302554,False,True,False,22,18.0,-0.0940455637812512,-0.0882749561551988,2022-05-31,cash_export_mismatch
2022-05-31,balanced,circuit_breaker_rebalance,0.5424426260188291,0.0,0.9999999999999988,0.9999999999999988,0.5424426260188291,0.0,0.0,0.5424426260188291,False,True,False,30,18.0,-0.0882749561551988,-0.1387015326940154,2022-06-30,cash_export_mismatch
2022-06-30,balanced,circuit_breaker_rebalance,0.1131618850547318,0.0,0.9999999999999993,0.9999999999999993,0.1131618850547318,0.0,0.0,0.1131618850547318,False,True,False,27,18.0,-0.1387015326940154,-0.1034706052282339,2022-07-29,cash_export_mismatch
2022-07-29,balanced,circuit_breaker_rebalance,0.0495935380460107,0.0,0.9999999999999993,0.9999999999999993,0.0495935380460107,0.0,0.0,0.0495935380460107,False,True,False,18,18.0,-0.1034706052282339,-0.1200223218726718,2022-08-31,cash_export_mismatch
2022-08-31,balanced,circuit_breaker_rebalance,0.142307456001439,0.0,0.9999999999999988,0.9999999999999988,0.142307456001439,0.0,0.0,0.142307456001439,False,True,False,28,18.0,-0.1200223218726718,-0.1592117844060154,2022-09-30,cash_export_mismatch
2022-09-30,balanced,circuit_breaker_rebalance,0.0643616821668462,0.0,0.9999999999999994,0.9999999999999994,0.0643616821668462,0.0,0.0,0.0643616821668462,False,True,False,18,18.0,-0.1592117844060154,-0.0774377658334433,2022-10-31,cash_export_mismatch
2022-10-31,balanced,circuit_breaker_release,0.1093551349675496,0.0,0.9999999999999989,0.9999999999999989,0.1093551349675496,0.0,0.0,0.1093551349675496,False,False,False,18,18.0,-0.0774377658334433,-0.0753630451122006,2022-11-30,cash_export_mismatch
2022-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2521947908651979,0.0138282939519462,0.9861717060480524,0.9999999999999986,0.2383664969132517,0.0,0.0,0.2521947908651979,False,True,True,27,18.0,-0.0753630451122006,-0.1088990756679529,2022-12-30,cash_export_mismatch
2022-12-30,balanced,circuit_breaker_rebalance,0.0483254753009305,0.0,0.9999999999999992,0.9999999999999992,0.0483254753009305,0.0,0.0,0.0483254753009305,False,True,False,18,18.0,-0.1088990756679529,-0.0824642358221844,2023-01-31,cash_export_mismatch
2023-01-31,balanced,circuit_breaker_rebalance,0.0771944562168909,0.0,0.9999999999999994,0.9999999999999994,0.0771944562168909,0.0,0.0,0.0771944562168909,False,True,False,18,18.0,-0.0824642358221844,-0.1016089982186561,2023-02-28,cash_export_mismatch
2023-02-28,balanced,circuit_breaker_rebalance,0.0560885059046933,0.0,0.9999999999999987,0.9999999999999987,0.0560885059046933,0.0,0.0,0.0560885059046933,False,True,False,30,18.0,-0.1016089982186561,-0.072959595847667,2023-03-31,cash_export_mismatch
2023-03-31,balanced,circuit_breaker_release,0.0831838442883905,0.0,0.9999999999999991,0.9999999999999991,0.0831838442883905,0.0,0.0,0.0831838442883905,False,False,False,18,18.0,-0.072959595847667,-0.0620252745346687,2023-04-28,cash_export_mismatch
2023-04-28,balanced,"partial_rebalance:core_compounder,early_scout",0.2557491699058243,0.0,0.9999999999999996,0.9999999999999996,0.2557491699058243,0.0,0.0,0.2557491699058243,False,False,True,18,18.0,-0.0620252745346687,-0.0165151472111876,2023-05-31,cash_export_mismatch
2023-05-31,balanced,rebalance,0.0726665371773522,0.0,0.9999999999999989,0.9999999999999989,0.0726665371773522,0.0,0.0,0.0726665371773522,True,False,False,23,18.0,-0.0165151472111876,0.0,2023-06-30,cash_export_mismatch
2023-06-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.1296140234433885,0.0,0.9999999999999994,0.9999999999999994,0.1296140234433885,0.0,0.0,0.1296140234433885,True,False,True,18,18.0,0.0,0.0,2023-07-31,cash_export_mismatch
2023-07-31,balanced,rebalance,0.1066721954653972,0.0,0.9999999999999992,0.9999999999999992,0.1066721954653972,0.0,0.0,0.1066721954653972,True,False,False,18,18.0,0.0,0.0,2023-08-31,cash_export_mismatch
2023-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.4818931390742059,0.0,0.9999999999999992,0.9999999999999992,0.4818931390742059,0.0,0.0,0.4818931390742059,False,False,True,18,18.0,0.0,-0.064867394544227,2023-09-29,cash_export_mismatch
