rebalance_date,regime_label,rebalance_action,reported_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2023-09-29,systemic_alert,rebalance,0.4409728764064968,0.4,0.5999999999999994,0.9999999999999994,0.04097287640649677,0.4,0.4,0.04097287640649677,False,True,False,17,18.0,-0.064867394544227,-0.0693776042499327,2023-10-31,risk_defense_cash
2023-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1088392600847398,0.0,0.9999999999999991,0.9999999999999991,0.1088392600847398,0.0,0.0,0.1088392600847398,False,False,True,27,18.0,-0.0693776042499327,-0.0171430214674264,2023-11-30,cash_export_mismatch
2023-11-30,balanced,rebalance,0.0,0.0,0.9999999999999981,0.9999999999999981,0.0,0.0,0.0,0.0,False,False,False,36,18.0,-0.0171430214674264,0.0,2023-12-29,no_cash
2023-12-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0852406980821763,0.0,0.9999999999999993,0.9999999999999993,0.0852406980821763,0.0,0.0,0.0852406980821763,True,False,True,18,18.0,0.0,0.0,2024-01-31,cash_export_mismatch
2024-01-31,balanced,rebalance,0.0815482980062007,0.0,0.9999999999999993,0.9999999999999993,0.0815482980062007,0.0,0.0,0.0815482980062007,True,False,False,18,18.0,0.0,0.0,2024-02-29,cash_export_mismatch
2024-02-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0824636216747514,0.0,0.9999999999999987,0.9999999999999987,0.0824636216747514,0.0,0.0,0.0824636216747514,True,False,True,28,18.0,0.0,0.0,2024-03-28,cash_export_mismatch
2024-03-28,balanced,rebalance,0.2983039624216034,0.015511284057899,0.9844887159421004,0.9999999999999994,0.2827926783637044,0.0,0.0,0.2983039624216034,True,False,False,18,18.0,0.0,-0.0390746984919096,2024-04-30,cash_export_mismatch
2024-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1388955927884746,0.0,0.9999999999999991,0.9999999999999991,0.1388955927884746,0.0,0.0,0.1388955927884746,True,False,True,27,18.0,-0.0390746984919096,0.0,2024-05-31,cash_export_mismatch
2024-05-31,balanced,rebalance,0.1953400225310975,0.0,0.9999999999999988,0.9999999999999988,0.1953400225310975,0.0,0.0,0.1953400225310975,True,False,False,34,18.0,0.0,0.0,2024-06-28,cash_export_mismatch
2024-06-28,balanced,"partial_rebalance:core_compounder,early_scout",0.3348459508371214,0.0,0.9999999999999992,0.9999999999999992,0.3348459508371214,0.0,0.0,0.3348459508371214,True,False,True,33,18.0,0.0,-0.0227348817208596,2024-07-31,cash_export_mismatch
2024-07-31,systemic_alert,rebalance,0.4077958285124201,0.4,0.5999999999999993,0.9999999999999993,0.0077958285124200555,0.4,0.4,0.0077958285124200555,False,True,False,18,18.0,-0.0227348817208596,-0.0076406964477353,2024-08-30,risk_defense_cash
2024-08-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1682247563639911,0.0,0.9999999999999989,0.9999999999999989,0.1682247563639911,0.0,0.0,0.1682247563639911,True,False,True,26,18.0,-0.0076406964477353,0.0,2024-09-30,cash_export_mismatch
2024-09-30,balanced,rebalance,0.089366653435721,0.0,0.9999999999999988,0.9999999999999988,0.089366653435721,0.0,0.0,0.089366653435721,True,False,False,32,18.0,0.0,0.0,2024-10-31,cash_export_mismatch
2024-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0513022889375768,0.0,0.9999999999999982,0.9999999999999982,0.0513022889375768,0.0,0.0,0.0513022889375768,True,False,True,37,18.0,0.0,0.0,2024-11-29,cash_export_mismatch
2024-11-29,growth_reentry_alert,rebalance,0.2814842023911296,0.0,0.999999999999998,0.999999999999998,0.2814842023911296,0.0,0.0,0.2814842023911296,True,False,False,47,18.0,0.0,-0.0321084331100616,2024-12-31,cash_export_mismatch
2024-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0179276438377331,0.0,0.999999999999998,0.999999999999998,0.0179276438377331,0.0,0.0,0.0179276438377331,False,False,True,39,18.0,-0.0321084331100616,-0.0122851166645445,2025-01-31,partial_rebalance_leftover
2025-01-31,balanced,rebalance,0.0768629269793747,0.0,0.9999999999999978,0.9999999999999978,0.0768629269793747,0.0,0.0,0.0768629269793747,True,False,False,46,18.0,-0.0122851166645445,0.0,2025-02-28,cash_export_mismatch
2025-02-28,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.7759314588944748,0.2368012375539787,0.7631987624460194,0.999999999999998,0.539130221340496,0.28,0.28,0.49593145889447476,False,True,True,44,18.0,0.0,-0.0428608241746468,2025-03-31,cash_export_mismatch
2025-03-31,risk_off_alert,rebalance,0.3599524745053021,0.2951415006417328,0.7048584993582662,0.9999999999999989,0.06481097386356932,0.28,0.28,0.07995247450530207,False,True,False,27,18.0,-0.0428608241746468,-0.0471350544796934,2025-04-30,risk_defense_cash
2025-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1712007374760515,0.0,0.9999999999999991,0.9999999999999991,0.1712007374760515,0.0,0.0,0.1712007374760515,True,False,True,32,18.0,-0.0471350544796934,0.0,2025-05-30,cash_export_mismatch
2025-05-30,balanced,rebalance,0.0681553906527402,0.0,0.999999999999999,0.999999999999999,0.0681553906527402,0.0,0.0,0.0681553906527402,True,False,False,18,18.0,0.0,0.0,2025-06-30,cash_export_mismatch
2025-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.3205793789385939,0.0,0.9999999999999994,0.9999999999999994,0.3205793789385939,0.0,0.0,0.3205793789385939,True,False,True,18,18.0,0.0,0.0,2025-07-31,cash_export_mismatch
2025-07-31,balanced,rebalance,0.0587785531996073,0.0,0.999999999999999,0.999999999999999,0.0587785531996073,0.0,0.0,0.0587785531996073,True,False,False,18,18.0,0.0,-0.0008793564237447,2025-08-29,cash_export_mismatch
2025-08-29,balanced,"partial_rebalance:core_compounder,early_scout",0.1300100005448147,0.0,0.9999999999999986,0.9999999999999986,0.1300100005448147,0.0,0.0,0.1300100005448147,True,False,True,28,18.0,-0.0008793564237447,0.0,2025-09-30,cash_export_mismatch
2025-09-30,balanced,rebalance,0.1883364920282356,0.0,0.9999999999999992,0.9999999999999992,0.1883364920282356,0.0,0.0,0.1883364920282356,True,False,False,18,18.0,0.0,0.0,2025-10-31,cash_export_mismatch
2025-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.6673538053450518,0.0,0.9999999999999992,0.9999999999999992,0.6673538053450518,0.0,0.0,0.6673538053450518,True,False,True,25,18.0,0.0,-0.0378539125351814,2025-11-28,cash_export_mismatch
2025-11-28,growth_reentry_alert,rebalance,0.1611818267198128,0.07745342999528,0.9225465700047187,0.9999999999999988,0.08372839672453279,0.0,0.0,0.1611818267198128,True,False,False,28,18.0,-0.0378539125351814,-0.0047356447231437,2025-12-31,cash_export_mismatch
2025-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.2588610127723692,0.0,0.9999999999999981,0.9999999999999981,0.2588610127723692,0.0,0.0,0.2588610127723692,True,False,True,34,18.0,-0.0047356447231437,0.0,2026-01-30,cash_export_mismatch
2026-01-30,balanced,rebalance,0.3821831364496127,0.0,0.9999999999999996,0.9999999999999996,0.3821831364496127,0.0,0.0,0.3821831364496127,True,False,False,17,18.0,0.0,-0.0022871928104577,2026-02-27,cash_export_mismatch
2026-02-27,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.6556236932487526,0.2821216685618273,0.7178783314381714,0.9999999999999987,0.3735020246869253,0.28,0.28,0.37562369324875255,False,True,True,27,18.0,-0.0022871928104577,-0.0261562216783426,2026-03-31,cash_export_mismatch
