rebalance_date,ticker,weight,baseline_weight,stage,months_held,cum_return,peak_return,period_forward_return,weighted_forward_return,monster_onset_score,sector,portfolio_defensive_rotation_action
2019-04-30,NOW,0.33,0.0634891988495368,scout,1,-0.04085514798744905,0.0,-0.040855147987449,-0.01348219883585817,1.3935727826398958,Information Technology,promote_monster_early
2019-04-30,CDNS,0.33,0.0544030841751154,scout,1,-0.07999999999999996,0.0,-0.08,-0.026400000000000003,1.3539885948401889,Information Technology,promote_monster_early
2019-04-30,SHOP,0.33,0.04,scout,1,0.12942143993395083,0.12942143993395083,0.1294214399339508,0.04270907517820377,1.1526181947464273,Software,neutral
2019-05-31,NOW,0.16435092717427624,0.0863999999999999,confirm,2,0.03232535585954244,0.03232535585954244,0.0762976558685986,0.012539590483228039,0.9197752315582408,Information Technology,promote_monster_early
2019-05-31,CDNS,0.33,,scout,2,0.06589791711267368,0.06589791711267368,0.1585846925137757,0.05233294852954598,0.319522400306321,Information Technology,neutral
2019-05-31,SHOP,0.09473560238151066,0.049802919803933,confirm,2,0.2707432902718385,0.2707432902718385,0.1251276497337896,0.01185404327211323,0.94224961348125,Software,neutral
2019-05-31,HEI,0.03056579540545999,0.0248332477911915,scout,1,0.10429673824271801,0.10429673824271801,0.104296738242718,0.003187912762583733,0.8973448781293737,Industrials,neutral
2019-05-31,PYPL,0.037141509661401714,0.0301757013199062,scout,1,0.05067973659302649,0.05067973659302649,0.0506797365930264,0.0018823219263071841,0.8652755407365347,Financials,neutral
2019-05-31,AMT,0.06320616537735133,0.0513519882576461,scout,1,-0.014245337291561633,0.0,-0.0142453372915616,-0.0009003931447065925,0.8222430786094258,Real Estate,neutral
2019-06-28,NOW,0.21535293563391883,0.0819751630594752,confirm,3,0.015448853611271796,0.03232535585954244,-0.0163480458486064,-0.003520599665375288,0.8010367544757214,Information Technology,neutral
2019-06-28,CDNS,0.33,,confirm,3,0.11246493325620377,0.11246493325620377,0.0436880637403549,0.014417061034317119,0.8184189908119311,Information Technology,neutral
2019-06-28,SHOP,0.15440689057223456,0.0587757487257205,confirm,3,0.3753757951998431,0.3753757951998431,0.082339608423682,0.01271380290763611,0.7690214879630674,Software,neutral
2019-06-28,HEI,0.13323630334127953,0.0507170596940905,confirm,2,0.12560921856810103,0.12560921856810103,0.0192995954686037,0.0025714067562188666,1.078772861765216,Industrials,neutral
2019-06-28,PYPL,0.0069524342666673015,0.0026464785863851,confirm,2,-0.005761062271518402,0.05067973659302649,-0.0537183662145822,-0.00037347341001964436,0.7841501318054009,Financials,neutral
2019-06-28,AMT,0.09213574813823691,0.0542020728712998,scout,2,0.010326608999608133,0.010326608999608133,0.0249270403891941,0.0022966715151304467,0.24205945198400194,Real Estate,neutral
2019-06-28,ADBE,0.0048749961782574396,0.0028678868239586,scout,1,-0.0013353160166402755,0.0,-0.0013353160166403,-6.50966047788741e-06,1.1263862424294246,Information Technology,neutral
2019-06-28,MKTX,0.05633574266865812,0.0331414688770316,scout,1,0.05251735990314588,0.05251735990314588,0.0525173599031458,0.0029586044731409263,0.9010828278802328,Financials,neutral
