rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.11570251131770433,-0.22491213587460368,
2022-11-30,-0.09460493797259657,-0.26909881741448505,
2021-12-31,-0.08801282129852053,-0.10384597984725541,
2025-10-31,-0.0790578714741086,-0.07905787147410859,
2022-03-31,-0.07630655859897773,-0.13457886198135283,
2020-02-28,-0.06604915294944319,-0.06604915294944314,
2025-02-28,-0.06529318191444404,-0.1612468445809977,
2019-08-30,-0.06468118074434585,-0.06468118074434581,
2025-01-31,-0.05915758984269021,-0.10265642745934356,
2024-03-28,-0.056898716660071395,-0.0568987166600714,
