rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count,equity,drawdown
2019-04-30,lifecycle_review_main,0.0028268763423455953,0.002475,0.495,0.0003518763423455951,0.010000000000000009,3,"NOW,CDNS,SHOP",18,0,1.0003518763423456,0.0
2019-05-31,lifecycle_review_main,0.08011719664373014,0.001354015318263504,0.2708030636527008,0.07876318132546664,0.28,6,"NOW,CDNS,SHOP,HEI,PYPL,AMT",18,1,1.0791427725679685,0.0
2019-06-28,lifecycle_review_main,0.03105153231579985,0.0011782589355391726,0.23565178710783452,0.02987327338026068,0.0,9,"NOW,CDNS,SHOP,HEI,PYPL,AMT,ADBE,MKTX,V",26,1,1.111380299629224,0.0
2019-07-31,lifecycle_review_main,0.013033005260548429,0.000933919533199481,0.1867839066398962,0.012099085727348947,0.0,11,"NOW,CDNS,SHOP,HEI,PYPL,ADBE,MKTX,V,CTAS,HD,MELI",18,3,1.1248269851501245,0.0
2019-08-30,lifecycle_review_main,-0.06088725298601284,0.0006532692434364701,0.13065384868729402,-0.06154052222944931,0.0,12,"NOW,CDNS,SHOP,HEI,ADBE,MKTX,V,CTAS,HD,MELI,MA,DG",18,5,1.0556045450662088,-0.06154052222944928
2019-09-30,lifecycle_review_main,0.003507214256057257,0.0028642133375198497,0.57284266750397,0.0006430009185374071,0.0,10,"SHOP,HEI,ADBE,MKTX,CTAS,MA,DG,LHX,MLM,MDT",18,5,1.0562832997582987,-0.0609370919232326
2019-10-31,lifecycle_review_main,-0.02301598501881006,0.004004332499255313,0.8008664998510625,-0.027020317518065374,0.0,8,"ADBE,CTAS,DG,MLM,MDT,BKNG,COST,VICI",30,2,1.0277421896097998,-0.08631086986890457
2019-11-29,lifecycle_review_main,0.0544817770189335,0.001705610604493192,0.3411221208986384,0.05277616641444031,1.1102230246251565e-16,11,"ADBE,CTAS,DG,MLM,MDT,BKNG,COST,VICI,UNH,AAPL,BAC",37,2,1.081982482439788,-0.03808986028604067
2019-12-31,lifecycle_review_main,0.04457628089727514,0.00038317589517017706,0.07663517903403541,0.044193105002104965,1.1102230246251565e-16,12,"ADBE,CTAS,MLM,MDT,BKNG,COST,VICI,UNH,AAPL,BAC,TSLA,AMD",18,7,1.1297986478966877,0.0
2020-01-31,lifecycle_review_main,-0.04377989548206933,0.0007051458103853241,0.1410291620770648,-0.044485041292454654,1.1102230246251565e-16,12,"ADBE,CTAS,MDT,BKNG,COST,VICI,UNH,AAPL,BAC,TSLA,AMD,CPRT",18,7,1.079539508392844,-0.044485041292454675
2020-02-28,lifecycle_review_main,-0.06523863736935467,0.0015769081084490953,0.31538162168981904,-0.06681554547780377,0.2799999999999999,10,"ADBE,MDT,VICI,AAPL,TSLA,AMD,CPRT,XYZ,NOW,SHOP",18,4,1.0074094872747361,-0.10832829447070047
2020-03-31,lifecycle_review_main,0.13416203724999157,0.0019296853521652434,0.38593707043304865,0.1322323518978263,0.4,9,"ADBE,TSLA,AMD,XYZ,NOW,SHOP,VRTX,JD,VEEV",18,1,1.1406216131012579,0.0
2020-04-30,lifecycle_review_main,0.15365061977203762,0.0017557009627977736,0.3511401925595547,0.15189491880923983,0.0,11,"ADBE,AMD,XYZ,NOW,SHOP,VRTX,JD,VEEV,AMZN,DPZ,MRNA",27,1,1.3138762404153375,0.0
2020-05-29,lifecycle_review_main,0.10501755199700123,0.000576734078432055,0.11534681568641099,0.10444081791856917,0.0,12,"ADBE,AMD,XYZ,NOW,SHOP,VRTX,JD,VEEV,AMZN,DPZ,MRNA,PYPL",18,2,1.45109854960809,0.0
2020-06-30,lifecycle_review_main,0.09337958171267406,0.0009682235456831303,0.19364470913662607,0.09241135816699093,0.0,12,"ADBE,AMD,XYZ,NOW,SHOP,VRTX,JD,VEEV,AMZN,DPZ,MRNA,PYPL",18,5,1.5851965374115242,0.0
2020-07-31,lifecycle_review_main,0.11933585714803327,0.0011834673210138855,0.2366934642027771,0.11815238982701938,0.0,12,"ADBE,AMD,XYZ,NOW,SHOP,JD,VEEV,AMZN,PYPL,TWLO,SE,CTAS",18,5,1.772491296652212,0.0
2020-08-31,lifecycle_review_main,-0.016440860905945306,0.000860201630163231,0.17204032603264618,-0.01730106253610854,0.0,12,"ADBE,AMD,XYZ,NOW,SHOP,JD,VEEV,AMZN,PYPL,TWLO,SE,CTAS",28,3,1.741825313884124,-0.017301062536108525
2020-09-30,lifecycle_review_main,-0.002678860063351628,0.0010267896845336866,0.20535793690673732,-0.0037056497478853145,0.0,12,"ADBE,AMD,XYZ,NOW,SHOP,JD,VEEV,AMZN,PYPL,TWLO,SE,CTAS",29,5,1.735370719348869,-0.020942600605968753
2020-10-30,lifecycle_review_main,0.04583240429840972,0.0011495857979516287,0.22991715959032571,0.04468281850045809,0.28,12,"ADBE,AMD,XYZ,NOW,JD,VEEV,AMZN,SE,CTAS,ALGN,GOOGL,CPRT",17,7,1.8129119742325441,0.0
2020-11-30,lifecycle_review_main,0.03868337062073551,0.0024788875775283298,0.49577751550566596,0.03620448304320718,0.0,12,"ADBE,AMD,NOW,JD,SE,CTAS,ALGN,GOOGL,CPRT,LRCX,PAYC,GOOG",26,4,1.8785475150624733,0.0
2020-12-31,lifecycle_review_main,0.049781876591174126,0.0010083934926949207,0.20167869853898412,0.0487734830984792,0.0,12,"AMD,NOW,SE,CTAS,ALGN,GOOGL,CPRT,LRCX,PAYC,GOOG,AMAT,DIS",34,4,1.9701708205380628,0.0
2021-01-29,lifecycle_review_main,0.018648628817022925,0.0026459113503509617,0.5291822700701924,0.016002717466671965,0.2724466859868715,12,"AMD,CTAS,ALGN,GOOGL,CPRT,LRCX,PAYC,GOOG,AMAT,DIS,PANW,QCOM",38,4,2.0016989075402147,0.0
2021-02-26,lifecycle_review_main,0.03262219227192253,0.002314640612193804,0.4629281224387608,0.030307551659728725,0.28000000000000014,10,"GOOGL,LRCX,GOOG,AMAT,DIS,PANW,QCOM,MU,FTNT,WBD",17,4,2.0623655005877124,0.0
2021-03-31,lifecycle_review_main,0.03206832680391283,0.0013845091535550677,0.27690183071101354,0.030683817650357766,0.0,12,"GOOGL,LRCX,GOOG,AMAT,DIS,QCOM,MU,FTNT,WBD,NDAQ,HD,MCO",25,3,2.1256467475361345,0.0
2021-04-30,lifecycle_review_main,0.017777032592787533,0.003058156355391944,0.6116312710783888,0.014718876237395588,0.0,12,"GOOGL,LRCX,GOOG,AMAT,MU,FTNT,NDAQ,HD,MCO,MORN,PWR,NVDA",31,0,2.1569338789375414,0.0
2021-05-28,lifecycle_review_main,0.052468671924719205,0.0012406289205020781,0.2481257841004156,0.05122804300421713,1.1102230246251565e-16,12,"GOOGL,LRCX,GOOG,AMAT,MU,FTNT,NDAQ,HD,MORN,PWR,NVDA,EXPD",17,5,2.2674293804450065,0.0
2021-06-30,lifecycle_review_main,0.07761595418919616,0.0009652296989893468,0.19304593979786935,0.07665072449020681,0.0,12,"GOOGL,LRCX,GOOG,AMAT,FTNT,NDAQ,HD,MORN,PWR,NVDA,EXPD,DXCM",27,4,2.441229485186497,0.0
2021-07-30,lifecycle_review_main,0.07422261537153763,0.0013219762092132217,0.26439524184264435,0.07290063916232441,0.0,12,"GOOGL,LRCX,GOOG,AMAT,FTNT,NDAQ,HD,NVDA,EXPD,DXCM,MCO,ADBE",17,7,2.6191966749985047,0.0
2021-08-31,lifecycle_review_main,-0.04231150487227328,0.0016351334351058962,0.3270266870211792,-0.043946638307379174,0.0,12,"GOOGL,LRCX,GOOG,AMAT,FTNT,NDAQ,HD,NVDA,EXPD,DXCM,MCO,ADBE",26,5,2.5040917860664553,-0.043946638307379104
2021-09-30,lifecycle_review_main,0.09101521956874095,0.0008455723060820161,0.16911446121640322,0.09016964726265894,0.28,12,"GOOGL,LRCX,GOOG,AMAT,FTNT,NDAQ,HD,NVDA,DXCM,MCO,ADBE,TSLA",17,8,2.729884859129389,0.0
2021-10-29,lifecycle_review_main,0.018258461560761108,0.0013170378174256541,0.26340756348513084,0.016941423743335453,0.0,12,"GOOGL,GOOG,FTNT,NDAQ,HD,NVDA,DXCM,ADBE,TSLA,FDS,CRM,INTU",25,4,2.7761329952984157,0.0
2021-11-30,lifecycle_review_main,0.018874284716872348,0.0008677559660067184,0.17355119320134368,0.01800652875086563,0.0,12,"GOOGL,GOOG,FTNT,NDAQ,HD,NVDA,DXCM,ADBE,TSLA,FDS,CRM,INTU",28,6,2.8261215138944835,0.0
2021-12-31,lifecycle_review_main,-0.07002294964681646,0.0017967595491195244,0.35935190982390486,-0.07181970919593599,0.0,12,"GOOGL,GOOG,NDAQ,HD,NVDA,ADBE,TSLA,FDS,CRM,INTU,AVGO,LRCX",17,8,2.6231502886142035,-0.07181970919593594
2022-01-31,lifecycle_review_main,-0.05338233696807875,0.0016559698634522077,0.33119397269044154,-0.05503830683153096,0.0,12,"NDAQ,HD,NVDA,ADBE,TSLA,FDS,INTU,AVGO,LRCX,AAPL,ATO,MA",22,7,2.4787765381642357,-0.12290518083618973
2022-02-28,lifecycle_review_main,0.04974241896973815,0.004125859416066932,0.8251718832133864,0.045616559553671214,0.0,9,"NVDA,AVGO,LRCX,AAPL,ATO,MA,FCX,WMB,KO",31,1,2.5918497957376476,-0.08289513278358729
2022-03-31,lifecycle_review_main,-0.12736943289289218,0.0021239939549915353,0.42479879099830703,-0.12949342684788373,0.0,9,"NVDA,AVGO,AAPL,ATO,FCX,KO,OKE,MOS,ED",18,3,2.256222283812592,-0.2016541848183141
2022-04-29,lifecycle_review_main,0.0026708072750355714,0.0010808426753508126,0.2161685350701625,0.0015899645996847588,0.28,11,"NVDA,AVGO,AAPL,ATO,FCX,KO,MOS,ED,RS,STLD,VLO",23,3,2.259809597372874,-0.20038484323386863
2022-05-31,lifecycle_review_main,-0.10333811750389132,0.0017615039192673692,0.35230078385347385,-0.10509962142315869,0.0,11,"NVDA,ATO,FCX,KO,ED,RS,STLD,VLO,WEC,LYB,NFG",27,2,2.0223044642005643,-0.2844240934942087
2022-06-30,lifecycle_review_main,0.058751491719621005,0.002121477493430833,0.4242954986861666,0.05663001422619017,1.1102230246251565e-16,12,"ATO,KO,ED,RS,STLD,VLO,WEC,LYB,NFG,UTHR,TMUS,FCN",25,6,2.1368275947779303,-0.2439010197288668
2022-07-29,lifecycle_review_main,-0.028232210060289788,0.002329782443685182,0.46595648873703643,-0.03056199250397497,0.0,11,"ATO,KO,ED,WEC,NFG,UTHR,TMUS,FCN,ENPH,KLAC,VICI",18,7,2.0715218858440405,-0.2670089110961762
2022-08-31,lifecycle_review_main,-0.07248789202391588,0.0009661926189017225,0.19323852378034448,-0.07345408464281761,0.0,12,"ATO,KO,ED,WEC,NFG,UTHR,TMUS,ENPH,KLAC,VICI,BJ,ANET",28,6,1.9193601419018034,-0.3208501005829486
2022-09-30,lifecycle_review_main,0.0569157076220493,0.0029491806791268373,0.5898361358253674,0.05396652694292246,0.0,10,"ED,WEC,TMUS,ENPH,KLAC,VICI,BJ,ANET,BIIB,HUBB",18,4,2.0229413427129184,-0.2841987392377753
2022-10-31,lifecycle_review_main,-0.014745997202532685,0.004119868478004414,0.8239736956008828,-0.0188658656805371,0.0,9,"TMUS,ENPH,BJ,ANET,BIIB,HUBB,FANG,WCC,TRV",28,0,1.9847768030616912,-0.2977029496772745
2022-11-30,lifecycle_review_main,-0.04719679033526086,0.0032283803428234783,0.6456760685646956,-0.050425170678084344,0.0,12,"TMUS,ENPH,BJ,ANET,BIIB,HUBB,FANG,WCC,TRV,JBL,CTAS,CPRT",36,0,1.8846940940094028,-0.3331163983065132
2022-12-30,lifecycle_review_main,0.051307399343121604,0.0029258281342892695,0.5851656268578539,0.04838157120883233,0.0,11,"BJ,ANET,BIIB,HUBB,TRV,JBL,CTAS,CPRT,AVGO,PG,ORCL",30,4,1.9758785555255842,-0.3008515218431772
2023-01-31,lifecycle_review_main,0.03394471246196882,0.0038786704082232884,0.7757340816446576,0.03006604205374553,0.0,12,"ANET,HUBB,TRV,JBL,CTAS,CPRT,AVGO,PG,ORCL,LRCX,NOW,EXP",36,2,2.0352854032691106,-0.27983089429710195
